ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
119,Active,Plausible,The cashier billed the citizen.,The cashier billed the senior citizen.,AAN
119,Active,Implausible,The citizen billed the cashier.,The cashier billed the senior citizen.,AAN
119,Passive,Plausible,The citizen was billed by the cashier.,The cashier billed the senior citizen.,AAN
119,Passive,Implausible,The cashier was billed by the citizen.,The cashier billed the senior citizen.,AAN
120,Active,Plausible,The mediator rescued the hostage.,The hostage was rescued by the mediator.,AAN
120,Active,Implausible,The hostage rescued the mediator.,The hostage was rescued by the mediator.,AAN
120,Passive,Plausible,The hostage was rescued by the mediator.,The hostage was rescued by the mediator.,AAN
120,Passive,Implausible,The mediator was rescued by the hostage.,The hostage was rescued by the mediator.,AAN
121,Active,Plausible,The negotiator saved the captive.,The captive was saved by the negotiator.,AAN
121,Active,Implausible,The captive saved the negotiator.,The captive was saved by the negotiator.,AAN
121,Passive,Plausible,The captive was saved by the negotiator.,The captive was saved by the negotiator.,AAN
121,Passive,Implausible,The negotiator was saved by the captive.,The captive was saved by the negotiator.,AAN
122,Active,Plausible,The detective found the assailant.,The detective found the assailant.,AAN
122,Active,Implausible,The assailant found the detective.,The detective found the assailant.,AAN
122,Passive,Plausible,The assailant was found by the detective.,The detective found the assailant.,AAN
122,Passive,Implausible,The detective was found by the assailant.,The detective found the assailant.,AAN
123,Active,Plausible,The sleuth located the attacker.,The sleuth located the attacker.,AAN
123,Active,Implausible,The attacker located the sleuth.,The sleuth located the attacker.,AAN
123,Passive,Plausible,The attacker was located by the sleuth.,The sleuth located the attacker.,AAN
123,Passive,Implausible,The sleuth was located by the attacker.,The sleuth located the attacker.,AAN
124,Active,Plausible,The artisan trained the apprentice.,The apprentice was trained by the artisan.,AAN
124,Active,Implausible,The apprentice trained the artisan.,The apprentice was trained by the artisan.,AAN
124,Passive,Plausible,The apprentice was trained by the artisan.,The apprentice was trained by the artisan.,AAN
124,Passive,Implausible,The artisan was trained by the apprentice.,The apprentice was trained by the artisan.,AAN
125,Active,Plausible,The craftsman taught the trainee.,The trainee was taught by the craftsman.,AAN
125,Active,Implausible,The trainee taught the craftsman.,The trainee was taught by the craftsman.,AAN
125,Passive,Plausible,The trainee was taught by the craftsman.,The trainee was taught by the craftsman.,AAN
125,Passive,Implausible,The craftsman was taught by the trainee.,The trainee was taught by the craftsman.,AAN
126,Active,Plausible,The biker defied the trainer.,The biker defied the trainer.,AAN
126,Active,Implausible,The trainer defied the biker.,The biker defied the trainer.,AAN
126,Passive,Plausible,The trainer was defied by the biker.,The biker defied the trainer.,AAN
126,Passive,Implausible,The biker was defied by the trainer.,The biker defied the trainer.,AAN
127,Active,Plausible,The cyclist disobeyed the coach.,The cyclist disobeyed the coach.,AAN
127,Active,Implausible,The coach disobeyed the cyclist.,The cyclist disobeyed the coach.,AAN
127,Passive,Plausible,The coach was disobeyed by the cyclist.,The cyclist disobeyed the coach.,AAN
127,Passive,Implausible,The cyclist was disobeyed by the coach.,The cyclist disobeyed the coach.,AAN
128,Active,Plausible,The speaker engrossed the audience.,The audience was engrossed by the speaker.,AAN
128,Active,Implausible,The audience engrossed the speaker.,The audience was engrossed by the speaker.,AAN
128,Passive,Plausible,The audience was engrossed by the speaker.,The audience was engrossed by the speaker.,AAN
128,Passive,Implausible,The speaker was engrossed by the audience.,The audience was engrossed by the speaker.,AAN
129,Active,Plausible,The orator captivated the spectators.,The spectators were captivated by the orator.,AAN
129,Active,Implausible,The spectators captivated the orator.,The spectators were captivated by the orator.,AAN
129,Passive,Plausible,The spectators were captivated by the orator.,The spectators were captivated by the orator.,AAN
129,Passive,Implausible,The orator was captivated by the spectators.,The spectators were captivated by the orator.,AAN
130,Active,Plausible,The genius shocked the cousin.,The genius shocked the cousin.,AAN
130,Active,Implausible,The cousin shocked the genius.,The genius shocked the cousin.,AAN
130,Passive,Plausible,The cousin was shocked by the genius.,The genius shocked the cousin.,AAN
130,Passive,Implausible,The genius was shocked by the cousin.,The genius shocked the cousin.,AAN
131,Active,Plausible,The prodigy surprised the relative.,The prodigy surprised the relative.,AAN
131,Active,Implausible,The relative surprised the prodigy.,The prodigy surprised the relative.,AAN
131,Passive,Plausible,The relative was surprised by the prodigy.,The prodigy surprised the relative.,AAN
131,Passive,Implausible,The prodigy was surprised by the relative.,The prodigy surprised the relative.,AAN
132,Active,Plausible,The smuggler bribed the bureaucrat.,The bureaucrat was bribed by the smuggler.,AAN
132,Active,Implausible,The bureaucrat bribed the smuggler.,The bureaucrat was bribed by the smuggler.,AAN
132,Passive,Plausible,The bureaucrat was bribed by the smuggler.,The bureaucrat was bribed by the smuggler.,AAN
132,Passive,Implausible,The smuggler was bribed by the bureaucrat.,The bureaucrat was bribed by the smuggler.,AAN
133,Active,Plausible,The amateur irked the maesto.,The amateur irked the maestro.,AAN
133,Active,Implausible,The maesto irked the amateur.,The amateur irked the maestro.,AAN
133,Passive,Plausible,The maesto was irked by the amateur.,The amateur irked the maestro.,AAN
133,Passive,Implausible,The amateur was irked by the maesto.,The amateur irked the maestro.,AAN
134,Active,Plausible,The novice irritated the virtuoso.,The novice irritated the virtuoso.,AAN
134,Active,Implausible,The virtuoso irritated the novice.,The novice irritated the virtuoso.,AAN
134,Passive,Plausible,The virtuoso was irritated by the novice.,The novice irritated the virtuoso.,AAN
134,Passive,Implausible,The novice was irritated by the virtuoso.,The novice irritated the virtuoso.,AAN
135,Active,Plausible,The lawyer questioned the witness.,The witness was questioned by the lawyer.,AAN
135,Active,Implausible,The witness questioned the lawyer.,The witness was questioned by the lawyer.,AAN
135,Passive,Plausible,The witness was questioned by the lawyer.,The witness was questioned by the lawyer.,AAN
135,Passive,Implausible,The lawyer was questioned by the witness.,The witness was questioned by the lawyer.,AAN
136,Active,Plausible,The attorney interrogated the bystander.,The bystander was interrogated by the attorney.,AAN
136,Active,Implausible,The bystander interrogated the attorney.,The bystander was interrogated by the attorney.,AAN
136,Passive,Plausible,The bystander was interrogated by the attorney.,The bystander was interrogated by the attorney.,AAN
136,Passive,Implausible,The attorney was interrogated by the bystander.,The bystander was interrogated by the attorney.,AAN
137,Active,Plausible,The singer disappointed the enthusiast.,The singer disappointed the enthusiast.,AAN
137,Active,Implausible,The enthusiast disappointed the singer.,The singer disappointed the enthusiast.,AAN
137,Passive,Plausible,The enthusiast was disappointed by the singer.,The singer disappointed the enthusiast.,AAN
137,Passive,Implausible,The singer was disappointed by the enthusiast.,The singer disappointed the enthusiast.,AAN
138,Active,Plausible,The vocalist disillusioned the connoisseur.,The vocalist disillusioned the connoisseur.,AAN
138,Active,Implausible,The connoisseur disillusioned the vocalist.,The vocalist disillusioned the connoisseur.,AAN
138,Passive,Plausible,The connoisseur was disillusioned by the vocalist.,The vocalist disillusioned the connoisseur.,AAN
138,Passive,Implausible,The vocalist was disillusioned by the connoisseur.,The vocalist disillusioned the connoisseur.,AAN
139,Active,Plausible,The chauffeur drove the diplomat.,The diplomat was driven by the chauffeur.,AAN
139,Active,Implausible,The diplomat drove the chauffeur.,The diplomat was driven by the chauffeur.,AAN
139,Passive,Plausible,The diplomat was driven by the chauffeur.,The diplomat was driven by the chauffeur.,AAN
139,Passive,Implausible,The chauffeur was driven by the diplomat.,The diplomat was driven by the chauffeur.,AAN
140,Active,Plausible,The driver transported the ambassador.,The ambassador was transported by the driver.,AAN
140,Active,Implausible,The ambassador transported the driver.,The ambassador was transported by the driver.,AAN
140,Passive,Plausible,The ambassador was transported by the driver.,The ambassador was transported by the driver.,AAN
140,Passive,Implausible,The driver was transported by the ambassador.,The ambassador was transported by the driver.,AAN
141,Active,Plausible,The guard apprehended the prisoner.,The guard apprehended the prisoner.,AAN
141,Active,Implausible,The prisoner apprehended the guard.,The guard apprehended the prisoner.,AAN
141,Passive,Plausible,The prisoner was apprehended by the guard.,The guard apprehended the prisoner.,AAN
141,Passive,Implausible,The guard was apprehended by the prisoner.,The guard apprehended the prisoner.,AAN
142,Active,Plausible,The warden caught the inmate.,The warden caught the inmate.,AAN
142,Active,Implausible,The inmate caught the warden.,The warden caught the inmate.,AAN
142,Passive,Plausible,The inmate was caught by the warden.,The warden caught the inmate.,AAN
142,Passive,Implausible,The warden was caught by the inmate.,The warden caught the inmate.,AAN
143,Active,Plausible,The tailor costumed the dancer.,The dancer was costumed by the tailor.,AAN
143,Active,Implausible,The dancer costumed the tailor.,The dancer was costumed by the tailor.,AAN
143,Passive,Plausible,The dancer was costumed by the tailor.,The dancer was costumed by the tailor.,AAN
143,Passive,Implausible,The tailor was costumed by the dancer.,The dancer was costumed by the tailor.,AAN
144,Active,Plausible,The dressmaker attired the ballerina.,The ballerina was attired by the dressmaker.,AAN
144,Active,Implausible,The ballerina attired the dressmaker.,The ballerina was attired by the dressmaker.,AAN
144,Passive,Plausible,The ballerina was attired by the dressmaker.,The ballerina was attired by the dressmaker.,AAN
144,Passive,Implausible,The dressmaker was attired by the ballerina.,The ballerina was attired by the dressmaker.,AAN
145,Active,Plausible,The principal scolded the child.,The principal scolded the child.,AAN
145,Active,Implausible,The child scolded the principal.,The principal scolded the child.,AAN
145,Passive,Plausible,The child was scolded by the principal.,The principal scolded the child.,AAN
145,Passive,Implausible,The principal was scolded by the child.,The principal scolded the child.,AAN
146,Active,Plausible,The headmaster reprimanded the kid.,The headmaster reprimanded the kid.,AAN
146,Active,Implausible,The kid reprimanded the headmaster.,The headmaster reprimanded the kid.,AAN
146,Passive,Plausible,The kid was reprimanded by the headmaster.,The headmaster reprimanded the kid.,AAN
146,Passive,Implausible,The headmaster was reprimanded by the kid.,The headmaster reprimanded the kid.,AAN
147,Active,Plausible,The lord named the heir.,The heir was named by the lord.,AAN
147,Active,Implausible,The heir named the lord.,The heir was named by the lord.,AAN
147,Passive,Plausible,The heir was named by the lord.,The heir was named by the lord.,AAN
147,Passive,Implausible,The lord was named by the heir.,The heir was named by the lord.,AAN
148,Active,Plausible,The baron chose the successor.,The successor was chosen by the baron.,AAN
148,Active,Implausible,The successor chose the baron.,The successor was chosen by the baron.,AAN
148,Passive,Plausible,The successor was chosen by the baron.,The successor was chosen by the baron.,AAN
148,Passive,Implausible,The baron was chosen by the successor.,The successor was chosen by the baron.,AAN
149,Active,Plausible,The cop restrained the rioter.,The cop restrained the rioter.,AAN
149,Active,Implausible,The rioter restrained the cop.,The cop restrained the rioter.,AAN
149,Passive,Plausible,The rioter was restrained by the cop.,The cop restrained the rioter.,AAN
149,Passive,Implausible,The cop was restrained by the rioter.,The cop restrained the rioter.,AAN
150,Active,Plausible,The policeman subdued the rabble-rouser.,The policeman subdued the rabble-rouser.,AAN
150,Active,Implausible,The rabble-rouser subdued the policeman.,The policeman subdued the rabble-rouser.,AAN
150,Passive,Plausible,The rabble-rouser was subdued by the policeman.,The policeman subdued the rabble-rouser.,AAN
150,Passive,Implausible,The policeman was subdued by the rabble-rouser.,The policeman subdued the rabble-rouser.,AAN
151,Active,Plausible,The dad coddled the baby.,The baby was coddled by the dad.,AAN
151,Active,Implausible,The baby coddled the dad.,The baby was coddled by the dad.,AAN
151,Passive,Plausible,The baby was coddled by the dad.,The baby was coddled by the dad.,AAN
151,Passive,Implausible,The dad was coddled by the baby.,The baby was coddled by the dad.,AAN
152,Active,Plausible,The father pampered the infant.,The infant was pampered by the father.,AAN
152,Active,Implausible,The infant pampered the father.,The infant was pampered by the father.,AAN
152,Passive,Plausible,The infant was pampered by the father.,The infant was pampered by the father.,AAN
152,Passive,Implausible,The father was pampered by the infant.,The infant was pampered by the father.,AAN
153,Active,Plausible,The king exiled the rebel.,The king exiled the rebel.,AAN
153,Active,Implausible,The rebel exiled the king.,The king exiled the rebel.,AAN
153,Passive,Plausible,The rebel was exiled by the king.,The king exiled the rebel.,AAN
153,Passive,Implausible,The king was exiled by the rebel.,The king exiled the rebel.,AAN
154,Active,Plausible,The monarch banished the insurgent.,The monarch banished the insurgent.,AAN
154,Active,Implausible,The insurgent banished the monarch.,The monarch banished the insurgent.,AAN
154,Passive,Plausible,The insurgent was banished by the monarch.,The monarch banished the insurgent.,AAN
154,Passive,Implausible,The monarch was banished by the insurgent.,The monarch banished the insurgent.,AAN
155,Active,Plausible,The thief robbed the manufacturer.,The manufacturer was robbed by the thief.,AAN
155,Active,Implausible,The manufacturer robbed the thief.,The manufacturer was robbed by the thief.,AAN
155,Passive,Plausible,The manufacturer was robbed by the thief.,The manufacturer was robbed by the thief.,AAN
155,Passive,Implausible,The thief was robbed by the manufacturer.,The manufacturer was robbed by the thief.,AAN
156,Active,Plausible,The robber burgled the industrialist.,The industrialist was burgled by the robber.,AAN
156,Active,Implausible,The industrialist burgled the robber.,The industrialist was burgled by the robber.,AAN
156,Passive,Plausible,The industrialist was burgled by the robber.,The industrialist was burgled by the robber.,AAN
156,Passive,Implausible,The robber was burgled by the industrialist.,The industrialist was burgled by the robber.,AAN
157,Active,Plausible,The pessimist discouraged the contestant.,The pessimist discouraged the contestant.,AAN
157,Active,Implausible,The contestant discouraged the pessimist.,The pessimist discouraged the contestant.,AAN
157,Passive,Plausible,The contestant was discouraged by the pessimist.,The pessimist discouraged the contestant.,AAN
157,Passive,Implausible,The pessimist was discouraged by the contestant.,The pessimist discouraged the contestant.,AAN
158,Active,Plausible,The cynic dissuaded the participant.,The cynic dissuaded the participant.,AAN
158,Active,Implausible,The participant dissuaded the cynic.,The cynic dissuaded the participant.,AAN
158,Passive,Plausible,The participant was dissuaded by the cynic.,The cynic dissuaded the participant.,AAN
158,Passive,Implausible,The cynic was dissuaded by the participant.,The cynic dissuaded the participant.,AAN
159,Active,Plausible,The loudmouth tormented the loner.,The loner was tormented by the loudmouth.,AAN
159,Active,Implausible,The loner tormented the loudmouth.,The loner was tormented by the loudmouth.,AAN
159,Passive,Plausible,The loner was tormented by the loudmouth.,The loner was tormented by the loudmouth.,AAN
159,Passive,Implausible,The loudmouth was tormented by the loner.,The loner was tormented by the loudmouth.,AAN
160,Active,Plausible,The windbag taunted the recluse.,The recluse was taunted by the windbag.,AAN
160,Active,Implausible,The recluse taunted the windbag.,The recluse was taunted by the windbag.,AAN
160,Passive,Plausible,The recluse was taunted by the windbag.,The recluse was taunted by the windbag.,AAN
160,Passive,Implausible,The windbag was taunted by the recluse.,The recluse was taunted by the windbag.,AAN
161,Active,Plausible,The imitator fooled the investigator.,The imitator fooled the investigator.,AAN
161,Active,Implausible,The investigator fooled the imitator.,The imitator fooled the investigator.,AAN
161,Passive,Plausible,The investigator was fooled by the imitator.,The imitator fooled the investigator.,AAN
161,Passive,Implausible,The imitator was fooled by the investigator.,The imitator fooled the investigator.,AAN
162,Active,Plausible,The impersonator conned the inspector.,The impersonator conned the inspector.,AAN
162,Active,Implausible,The inspector conned the impersonator.,The impersonator conned the inspector.,AAN
162,Passive,Plausible,The inspector was conned by the impersonator.,The impersonator conned the inspector.,AAN
162,Passive,Implausible,The impersonator was conned by the inspector.,The impersonator conned the inspector.,AAN
163,Active,Plausible,The boss fired the worker.,The worker was fired by the boss.,AAN
163,Active,Implausible,The worker fired the boss.,The worker was fired by the boss.,AAN
163,Passive,Plausible,The worker was fired by the boss.,The worker was fired by the boss.,AAN
163,Passive,Implausible,The boss was fired by the worker.,The worker was fired by the boss.,AAN
164,Active,Plausible,The pyromaniac unnerved the shopkeeper.,The pyromaniac unnerved the shopkeeper.,AAN
164,Active,Implausible,The shopkeeper unnerved the pyromaniac.,The pyromaniac unnerved the shopkeeper.,AAN
164,Passive,Plausible,The shopkeeper was unnerved by the pyromaniac.,The pyromaniac unnerved the shopkeeper.,AAN
164,Passive,Implausible,The pyromaniac was unnerved by the shopkeeper.,The pyromaniac unnerved the shopkeeper.,AAN
165,Active,Plausible,The arsonist alarmed the vendor.,The arsonist alarmed the vendor.,AAN
165,Active,Implausible,The vendor alarmed the arsonist.,The arsonist alarmed the vendor.,AAN
165,Passive,Plausible,The vendor was alarmed by the arsonist.,The arsonist alarmed the vendor.,AAN
165,Passive,Implausible,The arsonist was alarmed by the vendor.,The arsonist alarmed the vendor.,AAN
166,Active,Plausible,The professional supported the beginner.,The beginner was supported by the professional.,AAN
166,Active,Implausible,The beginner supported the professional.,The beginner was supported by the professional.,AAN
166,Passive,Plausible,The beginner was supported by the professional.,The beginner was supported by the professional.,AAN
166,Passive,Implausible,The professional was supported by the beginner.,The beginner was supported by the professional.,AAN
167,Active,Plausible,The master encouraged the rookie.,The rookie was encouraged by the master.,AAN
167,Active,Implausible,The rookie encouraged the master.,The rookie was encouraged by the master.,AAN
167,Passive,Plausible,The rookie was encouraged by the master.,The rookie was encouraged by the master.,AAN
167,Passive,Implausible,The master was encouraged by the rookie.,The rookie was encouraged by the master.,AAN
168,Active,Plausible,The magician hypnotized the crowd.,The magician hypnotized the crowd.,AAN
168,Active,Implausible,The crowd hypnotized the magician.,The magician hypnotized the crowd.,AAN
168,Passive,Plausible,The crowd was hypnotized by the magician.,The magician hypnotized the crowd.,AAN
168,Passive,Implausible,The magician was hypnotized by the crowd.,The magician hypnotized the crowd.,AAN
169,Active,Plausible,The illusionist entranced the viewers.,The illusionist entranced the viewers.,AAN
169,Active,Implausible,The viewers entranced the illusionist.,The illusionist entranced the viewers.,AAN
169,Passive,Plausible,The viewers was entranced by the illusionist.,The illusionist entranced the viewers.,AAN
169,Passive,Implausible,The illusionist was entranced by the viewers.,The illusionist entranced the viewers.,AAN
170,Active,Plausible,The businessman employed the expert.,The expert was employed by the businessman.,AAN
170,Active,Implausible,The expert employed the businessman.,The expert was employed by the businessman.,AAN
170,Passive,Plausible,The expert was employed by the businessman.,The expert was employed by the businessman.,AAN
170,Passive,Implausible,The businessman was employed by the expert.,The expert was employed by the businessman.,AAN
171,Active,Plausible,The entrepreneur hired the specialist.,The specialist was hired by the entrepreneur.,AAN
171,Active,Implausible,The specialist hired the entrepreneur.,The specialist was hired by the entrepreneur.,AAN
171,Passive,Plausible,The specialist was hired by the entrepreneur.,The specialist was hired by the entrepreneur.,AAN
171,Passive,Implausible,The entrepreneur was hired by the specialist.,The specialist was hired by the entrepreneur.,AAN
172,Active,Plausible,The terrorist petrified the lady.,The terrorist petrified the first lady.,AAN
172,Active,Implausible,The lady petrified the terrorist.,The terrorist petrified the first lady.,AAN
172,Passive,Plausible,The lady was petrified by the terrorist.,The terrorist petrified the first lady.,AAN
172,Passive,Implausible,The terrorist was petrified by the lady.,The terrorist petrified the first lady.,AAN
173,Active,Plausible,The hijacker terrified the president's.,The hijacker terrified the president's wife.,AAN
173,Active,Implausible,The president's terrified the hijacker.,The hijacker terrified the president's wife.,AAN
173,Passive,Plausible,The president's was terrified by the hijacker.,The hijacker terrified the president's wife.,AAN
173,Passive,Implausible,The hijacker was terrified by the president's.,The hijacker terrified the president's wife.,AAN
174,Active,Plausible,The judge praised the medalist.,The gold medalist was praised by the judge.,AAN
174,Active,Implausible,The medalist praised the judge.,The gold medalist was praised by the judge.,AAN
174,Passive,Plausible,The medalist was praised by the judge.,The gold medalist was praised by the judge.,AAN
174,Passive,Implausible,The judge was praised by the medalist.,The gold medalist was praised by the judge.,AAN
175,Active,Plausible,The panelist congratulated the winner.,The winner was congratulated by the panelist.,AAN
175,Active,Implausible,The winner congratulated the panelist.,The winner was congratulated by the panelist.,AAN
175,Passive,Plausible,The winner was congratulated by the panelist.,The winner was congratulated by the panelist.,AAN
175,Passive,Implausible,The panelist was congratulated by the winner.,The winner was congratulated by the panelist.,AAN
176,Active,Plausible,The liar emulated the victor.,The liar emulated the victor.,AAN
176,Active,Implausible,The victor emulated the liar.,The liar emulated the victor.,AAN
176,Passive,Plausible,The victor was emulated by the liar.,The liar emulated the victor.,AAN
176,Passive,Implausible,The liar was emulated by the victor.,The liar emulated the victor.,AAN
177,Active,Plausible,The deceiver imitated the conqueror.,The deceiver imitated the conqueror.,AAN
177,Active,Implausible,The conqueror imitated the deceiver.,The deceiver imitated the conqueror.,AAN
177,Passive,Plausible,The conqueror was imitated by the deceiver.,The deceiver imitated the conqueror.,AAN
177,Passive,Implausible,The deceiver was imitated by the conqueror.,The deceiver imitated the conqueror.,AAN
178,Active,Plausible,The environmentalist cautioned the tobacconist.,The tobacconist was cautioned by the environmentalist.,AAN
178,Active,Implausible,The tobacconist cautioned the environmentalist.,The tobacconist was cautioned by the environmentalist.,AAN
178,Passive,Plausible,The tobacconist was cautioned by the environmentalist.,The tobacconist was cautioned by the environmentalist.,AAN
178,Passive,Implausible,The environmentalist was cautioned by the tobacconist.,The tobacconist was cautioned by the environmentalist.,AAN
179,Active,Plausible,The ecologist warned the cigar-maker.,The cigar-maker was warned by the ecologist.,AAN
179,Active,Implausible,The cigar-maker warned the ecologist.,The cigar-maker was warned by the ecologist.,AAN
179,Passive,Plausible,The cigar-maker was warned by the ecologist.,The cigar-maker was warned by the ecologist.,AAN
179,Passive,Implausible,The ecologist was warned by the cigar-maker.,The cigar-maker was warned by the ecologist.,AAN
180,Active,Plausible,The peasant idolized the ancestors.,The peasant idolized his ancestors.,AAN
180,Active,Implausible,The ancestors idolized the peasant.,The peasant idolized his ancestors.,AAN
180,Passive,Plausible,The ancestors was idolized by the peasant.,The peasant idolized his ancestors.,AAN
180,Passive,Implausible,The peasant was idolized by the ancestors.,The peasant idolized his ancestors.,AAN
181,Active,Plausible,The serf worshipped the forefathers.,The serf worshipped his forefathers.,AAN
181,Active,Implausible,The forefathers worshipped the serf.,The serf worshipped his forefathers.,AAN
181,Passive,Plausible,The forefathers was worshipped by the serf.,The serf worshipped his forefathers.,AAN
181,Passive,Implausible,The serf was worshipped by the forefathers.,The serf worshipped his forefathers.,AAN
182,Active,Plausible,The alcoholic hassled the guest.,The guest was hassled by the alcoholic.,AAN
182,Active,Implausible,The guest hassled the alcoholic.,The guest was hassled by the alcoholic.,AAN
182,Passive,Plausible,The guest was hassled by the alcoholic.,The guest was hassled by the alcoholic.,AAN
182,Passive,Implausible,The alcoholic was hassled by the guest.,The guest was hassled by the alcoholic.,AAN
183,Active,Plausible,The drunk bothered the visitor.,The visitor was bothered by the drunk.,AAN
183,Active,Implausible,The visitor bothered the drunk.,The visitor was bothered by the drunk.,AAN
183,Passive,Plausible,The visitor was bothered by the drunk.,The visitor was bothered by the drunk.,AAN
183,Passive,Implausible,The drunk was bothered by the visitor.,The visitor was bothered by the drunk.,AAN
184,Active,Plausible,The commentator vexed the athlete.,The commentator vexed the athlete.,AAR
184,Active,Plausible,The athlete vexed the commentator.,The commentator vexed the athlete.,AAR
184,Passive,Plausible,The athlete was vexed by the commentator.,The commentator vexed the athlete.,AAR
184,Passive,Plausible,The commentator was vexed by the athlete.,The commentator vexed the athlete.,AAR
185,Active,Plausible,The sportscaster peeved the jock.,The sportscaster peeved the jock.,AAR
185,Active,Plausible,The jock peeved the sportscaster.,The sportscaster peeved the jock.,AAR
185,Passive,Plausible,The jock was peeved by the sportscaster.,The sportscaster peeved the jock.,AAR
185,Passive,Plausible,The sportscaster was peeved by the jock.,The sportscaster peeved the jock.,AAR
186,Active,Plausible,The preacher hugged the churchgoer.,The churchgoer was hugged by the preacher.,AAR
186,Active,Plausible,The churchgoer hugged the preacher.,The churchgoer was hugged by the preacher.,AAR
186,Passive,Plausible,The churchgoer was hugged by the preacher.,The churchgoer was hugged by the preacher.,AAR
186,Passive,Plausible,The preacher was hugged by the churchgoer.,The churchgoer was hugged by the preacher.,AAR
187,Active,Plausible,The pastor embraced the parishioner.,The parishioner was embraced by the pastor.,AAR
187,Active,Plausible,The parishioner embraced the pastor.,The parishioner was embraced by the pastor.,AAR
187,Passive,Plausible,The parishioner was embraced by the pastor.,The parishioner was embraced by the pastor.,AAR
187,Passive,Plausible,The pastor was embraced by the parishioner.,The parishioner was embraced by the pastor.,AAR
188,Active,Plausible,The maniac mocked the clown.,The maniac mocked the clown.,AAR
188,Active,Plausible,The clown mocked the maniac.,The maniac mocked the clown.,AAR
188,Passive,Plausible,The clown was mocked by the maniac.,The maniac mocked the clown.,AAR
188,Passive,Plausible,The maniac was mocked by the clown.,The maniac mocked the clown.,AAR
189,Active,Plausible,The lunatic ridiculed the jester.,The lunatic ridiculed the jester.,AAR
189,Active,Plausible,The jester ridiculed the lunatic.,The lunatic ridiculed the jester.,AAR
189,Passive,Plausible,The jester was ridiculed by the lunatic.,The lunatic ridiculed the jester.,AAR
189,Passive,Plausible,The lunatic was ridiculed by the jester.,The lunatic ridiculed the jester.,AAR
190,Active,Plausible,The archivist contacted the inventor.,The inventor was contacted by the archivist.,AAR
190,Active,Plausible,The inventor contacted the archivist.,The inventor was contacted by the archivist.,AAR
190,Passive,Plausible,The inventor was contacted by the archivist.,The inventor was contacted by the archivist.,AAR
190,Passive,Plausible,The archivist was contacted by the inventor.,The inventor was contacted by the archivist.,AAR
191,Active,Plausible,The historian approached the innovator.,The innovator was approached by the historian.,AAR
191,Active,Plausible,The innovator approached the historian.,The innovator was approached by the historian.,AAR
191,Passive,Plausible,The innovator was approached by the historian.,The innovator was approached by the historian.,AAR
191,Passive,Plausible,The historian was approached by the innovator.,The innovator was approached by the historian.,AAR
192,Active,Plausible,The janitor called the landscaper.,The janitor called the landscaper.,AAR
192,Active,Plausible,The landscaper called the janitor.,The janitor called the landscaper.,AAR
192,Passive,Plausible,The landscaper was called by the janitor.,The janitor called the landscaper.,AAR
192,Passive,Plausible,The janitor was called by the landscaper.,The janitor called the landscaper.,AAR
193,Active,Plausible,The custodian phoned the gardener.,The custodian phoned the gardener.,AAR
193,Active,Plausible,The gardener phoned the custodian.,The custodian phoned the gardener.,AAR
193,Passive,Plausible,The gardener was phoned by the custodian.,The custodian phoned the gardener.,AAR
193,Passive,Plausible,The custodian was phoned by the gardener.,The custodian phoned the gardener.,AAR
194,Active,Plausible,The drummer annoyed the weatherman.,The weatherman was annoyed by the drummer.,AAR
194,Active,Plausible,The weatherman annoyed the drummer.,The weatherman was annoyed by the drummer.,AAR
194,Passive,Plausible,The weatherman was annoyed by the drummer.,The weatherman was annoyed by the drummer.,AAR
194,Passive,Plausible,The drummer was annoyed by the weatherman.,The weatherman was annoyed by the drummer.,AAR
195,Active,Plausible,The percussionist displeased the meteorologist.,The meteorologist was displeased by the percussionist.,AAR
195,Active,Plausible,The meteorologist displeased the percussionist.,The meteorologist was displeased by the percussionist.,AAR
195,Passive,Plausible,The meteorologist was displeased by the percussionist.,The meteorologist was displeased by the percussionist.,AAR
195,Passive,Plausible,The percussionist was displeased by the meteorologist.,The meteorologist was displeased by the percussionist.,AAR
196,Active,Plausible,The go-between belittled the defendant.,The go-between belittled the defendant.,AAR
196,Active,Plausible,The defendant belittled the go-between.,The go-between belittled the defendant.,AAR
196,Passive,Plausible,The defendant was belittled by the go-between.,The go-between belittled the defendant.,AAR
196,Passive,Plausible,The go-between was belittled by the defendant.,The go-between belittled the defendant.,AAR
197,Active,Plausible,The intermediary deprecated the felon.,The intermediary deprecated the felon.,AAR
197,Active,Plausible,The felon deprecated the intermediary.,The intermediary deprecated the felon.,AAR
197,Passive,Plausible,The felon was deprecated by the intermediary.,The intermediary deprecated the felon.,AAR
197,Passive,Plausible,The intermediary was deprecated by the felon.,The intermediary deprecated the felon.,AAR
198,Active,Plausible,The valet entertained the envoy.,The envoy was entertained by the valet.,AAR
198,Active,Plausible,The envoy entertained the valet.,The envoy was entertained by the valet.,AAR
198,Passive,Plausible,The envoy was entertained by the valet.,The envoy was entertained by the valet.,AAR
198,Passive,Plausible,The valet was entertained by the envoy.,The envoy was entertained by the valet.,AAR
199,Active,Plausible,The manservant amused the emissary.,The emissary was amused by the manservant.,AAR
199,Active,Plausible,The emissary amused the manservant.,The emissary was amused by the manservant.,AAR
199,Passive,Plausible,The emissary was amused by the manservant.,The emissary was amused by the manservant.,AAR
199,Passive,Plausible,The manservant was amused by the emissary.,The emissary was amused by the manservant.,AAR
