ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
95,active,plausible,The mechanic berated the intern.,The mechanic berated the intern.,AAN
95,active,implausible,The intern berated the mechanic.,The mechanic berated the intern.,AAN
95,passive,plausible,The intern was berated by the mechanic.,The mechanic berated the intern.,AAN
95,passive,implausible,The mechanic was berated by the intern.,The mechanic berated the intern.,AAN
96,active,plausible,The technician rebuked the aide.,The technician rebuked the aide.,AAN
96,active,implausible,The aide rebuked the technician.,The technician rebuked the aide.,AAN
96,passive,plausible,The aide was rebuked by the technician.,The technician rebuked the aide.,AAN
96,passive,implausible,The technician was rebuked by the aide.,The technician rebuked the aide.,AAN
97,active,plausible,The fairy enchanted the troll.,The fairy enchanted the troll.,AAN
97,active,implausible,The troll enchanted the fairy.,The fairy enchanted the troll.,AAN
97,passive,plausible,The troll was enchanted by the fairy.,The fairy enchanted the troll.,AAN
97,passive,implausible,The fairy was enchanted by the troll.,The fairy enchanted the troll.,AAN
98,active,plausible,The pixie mesmerized the ogre.,The pixie mesmerized the ogre.,AAN
98,active,implausible,The ogre mesmerized the pixie.,The pixie mesmerized the ogre.,AAN
98,passive,plausible,The ogre was mesmerized by the pixie.,The pixie mesmerized the ogre.,AAN
98,passive,implausible,The pixie was mesmerized by the ogre.,The pixie mesmerized the ogre.,AAN
99,active,plausible,The orderly assisted the dentist.,The orderly assisted the dentist.,AAN
99,active,implausible,The dentist assisted the orderly.,The orderly assisted the dentist.,AAN
99,passive,plausible,The dentist was assisted by the orderly.,The orderly assisted the dentist.,AAN
99,passive,implausible,The orderly was assisted by the dentist.,The orderly assisted the dentist.,AAN
100,active,plausible,The nurse helped the orthodontist.,The nurse helped the orthodontist.,AAN
100,active,implausible,The orthodontist helped the nurse.,The nurse helped the orthodontist.,AAN
100,passive,plausible,The orthodontist was helped by the nurse.,The nurse helped the orthodontist.,AAN
100,passive,implausible,The nurse was helped by the orthodontist.,The nurse helped the orthodontist.,AAN
101,active,plausible,The owner evicted the tenant.,The owner evicted the tenant.,AAN
101,active,implausible,The tenant evicted the owner.,The owner evicted the tenant.,AAN
101,passive,plausible,The tenant was evicted by the owner.,The owner evicted the tenant.,AAN
101,passive,implausible,The owner was evicted by the tenant.,The owner evicted the tenant.,AAN
102,active,plausible,The proprietor dislodged the renter.,The proprietor kicked out the renter.,AAN
102,active,implausible,The renter dislodged the proprietor.,The proprietor kicked out the renter.,AAN
102,passive,plausible,The renter was dislodged by the proprietor.,The proprietor kicked out the renter.,AAN
102,passive,implausible,The proprietor was dislodged by the renter.,The proprietor kicked out the renter.,AAN
103,active,plausible,The critic attacked the conservative.,The critic attacked the conservative.,AAN
103,active,implausible,The conservative attacked the critic.,The critic attacked the conservative.,AAN
103,passive,plausible,The conservative was attacked by the critic.,The critic attacked the conservative.,AAN
103,passive,implausible,The critic was attacked by the conservative.,The critic attacked the conservative.,AAN
104,active,plausible,The reviewer criticized the right-winger.,The reviewer criticized the right-winger.,AAN
104,active,implausible,The right-winger criticized the reviewer.,The reviewer criticized the right-winger.,AAN
104,passive,plausible,The right-winger was criticized by the reviewer.,The reviewer criticized the right-winger.,AAN
104,passive,implausible,The reviewer was criticized by the right-winger.,The reviewer criticized the right-winger.,AAN
105,active,plausible,The admirer badgered the director.,The admirer badgered the director.,AAN
105,active,implausible,The director badgered the admirer.,The admirer badgered the director.,AAN
105,passive,plausible,The director was badgered by the admirer.,The admirer badgered the director.,AAN
105,passive,implausible,The admirer was badgered by the director.,The admirer badgered the director.,AAN
106,active,plausible,The fan pestered the filmmaker.,The fan pestered the filmmaker.,AAN
106,active,implausible,The filmmaker pestered the fan.,The fan pestered the filmmaker.,AAN
106,passive,plausible,The filmmaker was pestered by the fan.,The fan pestered the filmmaker.,AAN
106,passive,implausible,The fan was pestered by the filmmaker.,The fan pestered the filmmaker.,AAN
107,active,plausible,The paramedic revived the youth.,The paramedic revived the youth.,AAN
107,active,implausible,The youth revived the paramedic.,The paramedic revived the youth.,AAN
107,passive,plausible,The youth was revived by the paramedic.,The paramedic revived the youth.,AAN
107,passive,implausible,The paramedic was revived by the youth.,The paramedic revived the youth.,AAN
108,active,plausible,The EMT resuscitated the youngster.,The EMT resuscitated the youngster.,AAN
108,active,implausible,The youngster resuscitated the EMT.,The EMT resuscitated the youngster.,AAN
108,passive,plausible,The youngster was resuscitated by the EMT.,The EMT resuscitated the youngster.,AAN
108,passive,implausible,The EMT was resuscitated by the youngster.,The EMT resuscitated the youngster.,AAN
109,active,plausible,The prankster duped the marketer.,The prankster duped the marketer.,AAN
109,active,implausible,The marketer duped the prankster.,The prankster duped the marketer.,AAN
109,passive,plausible,The marketer was duped by the prankster.,The prankster duped the marketer.,AAN
109,passive,implausible,The prankster was duped by the marketer.,The prankster duped the marketer.,AAN
110,active,plausible,The joker tricked the distributor.,The joker tricked the distributor.,AAN
110,active,implausible,The distributor tricked the joker.,The joker tricked the distributor.,AAN
110,passive,plausible,The distributor was tricked by the joker.,The joker tricked the distributor.,AAN
110,passive,implausible,The joker was tricked by the distributor.,The joker tricked the distributor.,AAN
111,active,plausible,The playboy courted the damsel.,The playboy courted the damsel.,AAN
111,active,implausible,The damsel courted the playboy.,The playboy courted the damsel.,AAN
111,passive,plausible,The damsel was courted by the playboy.,The playboy courted the damsel.,AAN
111,passive,implausible,The playboy was courted by the damsel.,The playboy courted the damsel.,AAN
112,active,plausible,The womanizer wooed the maiden.,The womanizer wooed the maiden.,AAN
112,active,implausible,The maiden wooed the womanizer.,The womanizer wooed the maiden.,AAN
112,passive,plausible,The maiden was wooed by the womanizer.,The womanizer wooed the maiden.,AAN
112,passive,implausible,The womanizer was wooed by the maiden.,The womanizer wooed the maiden.,AAN
113,active,plausible,The nomad cherished the clergyman.,The nomad cherished the clergyman.,AAN
113,active,implausible,The clergyman cherished the nomad.,The nomad cherished the clergyman.,AAN
113,passive,plausible,The clergyman was cherished by the nomad.,The nomad cherished the clergyman.,AAN
113,passive,implausible,The nomad was cherished by the clergyman.,The nomad cherished the clergyman.,AAN
114,active,plausible,The vagabond revered the priest.,The vagabond revered the priest.,AAN
114,active,implausible,The priest revered the vagabond.,The vagabond revered the priest.,AAN
114,passive,plausible,The priest was revered by the vagabond.,The vagabond revered the priest.,AAN
114,passive,implausible,The vagabond was revered by the priest.,The vagabond revered the priest.,AAN
115,active,plausible,The assassin shot the statesman.,The assassin shot the statesman.,AAN
115,active,implausible,The statesman shot the assassin.,The assassin shot the statesman.,AAN
115,passive,plausible,The statesman was shot by the assassin.,The assassin shot the statesman.,AAN
115,passive,implausible,The assassin was shot by the statesman.,The assassin shot the statesman.,AAN
116,active,plausible,The hit man killed the politician.,The hit man killed the politician.,AAN
116,active,implausible,The politician killed the hit man.,The hit man killed the politician.,AAN
116,passive,plausible,The politician was killed by the hit man.,The hit man killed the politician.,AAN
116,passive,implausible,The hit man was killed by the politician.,The hit man killed the politician.,AAN
117,active,plausible,The clerk charged the elderly person.,The clerk charged the elderly person.,AAN
117,active,implausible,The elderly person charged the clerk.,The clerk charged the elderly person.,AAN
117,passive,plausible,The elderly person was charged by the clerk.,The clerk charged the elderly person.,AAN
117,passive,implausible,The clerk was charged by the elderly person.,The clerk charged the elderly person.,AAN
118,active,plausible,The cashier billed the senior citizen.,The cashier billed the senior citizen.,AAN
118,active,implausible,The senior citizen billed the cashier.,The cashier billed the senior citizen.,AAN
118,passive,plausible,The senior citizen was billed by the cashier.,The cashier billed the senior citizen.,AAN
118,passive,implausible,The cashier was billed by the senior citizen.,The cashier billed the senior citizen.,AAN
119,active,plausible,The mediator rescued the hostage.,The mediator rescued the hostage.,AAN
119,active,implausible,The hostage rescued the mediator.,The mediator rescued the hostage.,AAN
119,passive,plausible,The hostage was rescued by the mediator.,The mediator rescued the hostage.,AAN
119,passive,implausible,The mediator was rescued by the hostage.,The mediator rescued the hostage.,AAN
120,active,plausible,The negotiator saved the captive.,The negotiator saved the captive.,AAN
120,active,implausible,The captive saved the negotiator.,The negotiator saved the captive.,AAN
120,passive,plausible,The captive was saved by the negotiator.,The negotiator saved the captive.,AAN
120,passive,implausible,The negotiator was saved by the captive.,The negotiator saved the captive.,AAN
121,active,plausible,The detective found the assailant.,The detective found the assailant.,AAN
121,active,implausible,The assailant found the detective.,The detective found the assailant.,AAN
121,passive,plausible,The assailant was found by the detective.,The detective found the assailant.,AAN
121,passive,implausible,The detective was found by the assailant.,The detective found the assailant.,AAN
122,active,plausible,The sleuth located the attacker.,The sleuth located the attacker.,AAN
122,active,implausible,The attacker located the sleuth.,The sleuth located the attacker.,AAN
122,passive,plausible,The attacker was located by the sleuth.,The sleuth located the attacker.,AAN
122,passive,implausible,The sleuth was located by the attacker.,The sleuth located the attacker.,AAN
123,active,plausible,The artisan trained the apprentice.,The artisan trained the apprentice.,AAN
123,active,implausible,The apprentice trained the artisan.,The artisan trained the apprentice.,AAN
123,passive,plausible,The apprentice was trained by the artisan.,The artisan trained the apprentice.,AAN
123,passive,implausible,The artisan was trained by the apprentice.,The artisan trained the apprentice.,AAN
124,active,plausible,The craftsman taught the trainee.,The craftsman taught the trainee.,AAN
124,active,implausible,The trainee taught the craftsman.,The craftsman taught the trainee.,AAN
124,passive,plausible,The trainee was taught by the craftsman.,The craftsman taught the trainee.,AAN
124,passive,implausible,The craftsman was taught by the trainee.,The craftsman taught the trainee.,AAN
125,active,plausible,The biker defied the trainer.,The biker defied the trainer.,AAN
125,active,implausible,The trainer defied the biker.,The biker defied the trainer.,AAN
125,passive,plausible,The trainer was defied by the biker.,The biker defied the trainer.,AAN
125,passive,implausible,The biker was defied by the trainer.,The biker defied the trainer.,AAN
126,active,plausible,The cyclist disobeyed the coach.,The cyclist disobeyed the coach.,AAN
126,active,implausible,The coach disobeyed the cyclist.,The cyclist disobeyed the coach.,AAN
126,passive,plausible,The coach was disobeyed by the cyclist.,The cyclist disobeyed the coach.,AAN
126,passive,implausible,The cyclist was disobeyed by the coach.,The cyclist disobeyed the coach.,AAN
127,active,plausible,The speaker engrossed the audience.,The speaker engrossed the audience.,AAN
127,active,implausible,The audience engrossed the speaker.,The speaker engrossed the audience.,AAN
127,passive,plausible,The audience was engrossed by the speaker.,The speaker engrossed the audience.,AAN
127,passive,implausible,The speaker was engrossed by the audience.,The speaker engrossed the audience.,AAN
128,active,plausible,The orator captivated the spectators.,The orator captivated the spectators.,AAN
128,active,implausible,The spectators captivated the orator.,The orator captivated the spectators.,AAN
128,passive,plausible,The spectators were captivated by the orator.,The orator captivated the spectators.,AAN
128,passive,implausible,The orator were captivated by the spectators.,The orator captivated the spectators.,AAN
129,active,plausible,The genius shocked the cousin.,The genius shocked the cousin.,AAN
129,active,implausible,The cousin shocked the genius.,The genius shocked the cousin.,AAN
129,passive,plausible,The cousin was shocked by the genius.,The genius shocked the cousin.,AAN
129,passive,implausible,The genius was shocked by the cousin.,The genius shocked the cousin.,AAN
130,active,plausible,The prodigy surprised the relative.,The prodigy surprised the relative.,AAN
130,active,implausible,The relative surprised the prodigy.,The prodigy surprised the relative.,AAN
130,passive,plausible,The relative was surprised by the prodigy.,The prodigy surprised the relative.,AAN
130,passive,implausible,The prodigy was surprised by the relative.,The prodigy surprised the relative.,AAN
131,active,plausible,The smuggler bribed the bureaucrat.,The smuggler bribed the bureaucrat.,AAN
131,active,implausible,The bureaucrat bribed the smuggler.,The smuggler bribed the bureaucrat.,AAN
131,passive,plausible,The bureaucrat was bribed by the smuggler.,The smuggler bribed the bureaucrat.,AAN
131,passive,implausible,The smuggler was bribed by the bureaucrat.,The smuggler bribed the bureaucrat.,AAN
132,active,plausible,The amateur irked the maestro.,The amateur irked the maestro.,AAN
132,active,implausible,The maestro irked the amateur.,The amateur irked the maestro.,AAN
132,passive,plausible,The maestro was irked by the amateur.,The amateur irked the maestro.,AAN
132,passive,implausible,The amateur was irked by the maestro.,The amateur irked the maestro.,AAN
133,active,plausible,The novice irritated the virtuoso.,The novice irritated the virtuoso.,AAN
133,active,implausible,The virtuoso irritated the novice.,The novice irritated the virtuoso.,AAN
133,passive,plausible,The virtuoso was irritated by the novice.,The novice irritated the virtuoso.,AAN
133,passive,implausible,The novice was irritated by the virtuoso.,The novice irritated the virtuoso.,AAN
134,active,plausible,The lawyer questioned the witness.,The lawyer questioned the witness.,AAN
134,active,implausible,The witness questioned the lawyer.,The lawyer questioned the witness.,AAN
134,passive,plausible,The witness was questioned by the lawyer.,The lawyer questioned the witness.,AAN
134,passive,implausible,The lawyer was questioned by the witness.,The lawyer questioned the witness.,AAN
135,active,plausible,The attorney interrogated the bystander.,The attorney interrogated the bystander.,AAN
135,active,implausible,The bystander interrogated the attorney.,The attorney interrogated the bystander.,AAN
135,passive,plausible,The bystander was interrogated by the attorney.,The attorney interrogated the bystander.,AAN
135,passive,implausible,The attorney was interrogated by the bystander.,The attorney interrogated the bystander.,AAN
136,active,plausible,The singer disappointed the enthusiast.,The singer disappointed the enthusiast.,AAN
136,active,implausible,The enthusiast disappointed the singer.,The singer disappointed the enthusiast.,AAN
136,passive,plausible,The enthusiast was disappointed by the singer.,The singer disappointed the enthusiast.,AAN
136,passive,implausible,The singer was disappointed by the enthusiast.,The singer disappointed the enthusiast.,AAN
137,active,plausible,The vocalist disillusioned the connoisseur.,The vocalist disillusioned the connoisseur.,AAN
137,active,implausible,The connoisseur disillusioned the vocalist.,The vocalist disillusioned the connoisseur.,AAN
137,passive,plausible,The connoisseur was disillusioned by the vocalist.,The vocalist disillusioned the connoisseur.,AAN
137,passive,implausible,The vocalist was disillusioned by the connoisseur.,The vocalist disillusioned the connoisseur.,AAN
138,active,plausible,The chauffeur drove the diplomat.,The chauffeur drove the diplomat.,AAN
138,active,implausible,The diplomat drove the chauffeur.,The chauffeur drove the diplomat.,AAN
138,passive,plausible,The diplomat was driven by the chauffeur.,The chauffeur drove the diplomat.,AAN
138,passive,implausible,The chauffeur was driven by the diplomat.,The chauffeur drove the diplomat.,AAN
139,active,plausible,The driver transported the ambassador.,The driver transported the ambassador.,AAN
139,active,implausible,The ambassador transported the driver.,The driver transported the ambassador.,AAN
139,passive,plausible,The ambassador was transported by the driver.,The driver transported the ambassador.,AAN
139,passive,implausible,The driver was transported by the ambassador.,The driver transported the ambassador.,AAN
140,active,plausible,The guard apprehended the prisoner.,The guard apprehended the prisoner.,AAN
140,active,implausible,The prisoner apprehended the guard.,The guard apprehended the prisoner.,AAN
140,passive,plausible,The prisoner was apprehended by the guard.,The guard apprehended the prisoner.,AAN
140,passive,implausible,The guard was apprehended by the prisoner.,The guard apprehended the prisoner.,AAN
141,active,plausible,The warden caught the inmate.,The warden caught the inmate.,AAN
141,active,implausible,The inmate caught the warden.,The warden caught the inmate.,AAN
141,passive,plausible,The inmate was caught by the warden.,The warden caught the inmate.,AAN
141,passive,implausible,The warden was caught by the inmate.,The warden caught the inmate.,AAN
142,active,plausible,The tailor costumed the dancer.,The tailor costumed the dancer.,AAN
142,active,implausible,The dancer costumed the tailor.,The tailor costumed the dancer.,AAN
142,passive,plausible,The dancer was costumed by the tailor.,The tailor costumed the dancer.,AAN
142,passive,implausible,The tailor was costumed by the dancer.,The tailor costumed the dancer.,AAN
143,active,plausible,The dressmaker attired the ballerina.,The dressmaker attired the ballerina.,AAN
143,active,implausible,The ballerina attired the dressmaker.,The dressmaker attired the ballerina.,AAN
143,passive,plausible,The ballerina was attired by the dressmaker.,The dressmaker attired the ballerina.,AAN
143,passive,implausible,The dressmaker was attired by the ballerina.,The dressmaker attired the ballerina.,AAN
144,active,plausible,The principal scolded the child.,The principal scolded the child.,AAN
144,active,implausible,The child scolded the principal.,The principal scolded the child.,AAN
144,passive,plausible,The child was scolded by the principal.,The principal scolded the child.,AAN
144,passive,implausible,The principal was scolded by the child.,The principal scolded the child.,AAN
145,active,plausible,The headmaster reprimanded the kid.,The headmaster reprimanded the kid.,AAN
145,active,implausible,The kid reprimanded the headmaster.,The headmaster reprimanded the kid.,AAN
145,passive,plausible,The kid was reprimanded by the headmaster.,The headmaster reprimanded the kid.,AAN
145,passive,implausible,The headmaster was reprimanded by the kid.,The headmaster reprimanded the kid.,AAN
146,active,plausible,The lord named the heir.,The lord named the heir.,AAN
146,active,implausible,The heir named the lord.,The lord named the heir.,AAN
146,passive,plausible,The heir was named by the lord.,The lord named the heir.,AAN
146,passive,implausible,The lord was named by the heir.,The lord named the heir.,AAN
147,active,plausible,The baron chose the successor.,The baron chose the successor.,AAN
147,active,implausible,The successor chose the baron.,The baron chose the successor.,AAN
147,passive,plausible,The successor was chosen by the baron.,The baron chose the successor.,AAN
147,passive,implausible,The baron was chosen by the successor.,The baron chose the successor.,AAN
148,active,plausible,The cop restrained the rioter.,The cop restrained the rioter.,AAN
148,active,implausible,The rioter restrained the cop.,The cop restrained the rioter.,AAN
148,passive,plausible,The rioter was restrained by the cop.,The cop restrained the rioter.,AAN
148,passive,implausible,The cop was restrained by the rioter.,The cop restrained the rioter.,AAN
149,active,plausible,The policeman subdued the rabble-rouser.,The policeman subdued the rabble-rouser.,AAN
149,active,implausible,The rabble-rouser subdued the policeman.,The policeman subdued the rabble-rouser.,AAN
149,passive,plausible,The rabble-rouser was subdued by the policeman.,The policeman subdued the rabble-rouser.,AAN
149,passive,implausible,The policeman was subdued by the rabble-rouser.,The policeman subdued the rabble-rouser.,AAN
150,active,plausible,The dad coddled the baby.,The dad coddled the baby.,AAN
150,active,implausible,The baby coddled the dad.,The dad coddled the baby.,AAN
150,passive,plausible,The baby was coddled by the dad.,The dad coddled the baby.,AAN
150,passive,implausible,The dad was coddled by the baby.,The dad coddled the baby.,AAN
151,active,plausible,The father pampered the infant.,The father pampered the infant.,AAN
151,active,implausible,The infant pampered the father.,The father pampered the infant.,AAN
151,passive,plausible,The infant was pampered by the father.,The father pampered the infant.,AAN
151,passive,implausible,The father was pampered by the infant.,The father pampered the infant.,AAN
152,active,plausible,The king exiled the rebel.,The king exiled the rebel.,AAN
152,active,implausible,The rebel exiled the king.,The king exiled the rebel.,AAN
152,passive,plausible,The rebel was exiled by the king.,The king exiled the rebel.,AAN
152,passive,implausible,The king was exiled by the rebel.,The king exiled the rebel.,AAN
153,active,plausible,The monarch banished the insurgent.,The monarch banished the insurgent.,AAN
153,active,implausible,The insurgent banished the monarch.,The monarch banished the insurgent.,AAN
153,passive,plausible,The insurgent was banished by the monarch.,The monarch banished the insurgent.,AAN
153,passive,implausible,The monarch was banished by the insurgent.,The monarch banished the insurgent.,AAN
154,active,plausible,The thief robbed the manufacturer.,The thief robbed the manufacturer.,AAN
154,active,implausible,The manufacturer robbed the thief.,The thief robbed the manufacturer.,AAN
154,passive,plausible,The manufacturer was robbed by the thief.,The thief robbed the manufacturer.,AAN
154,passive,implausible,The thief was robbed by the manufacturer.,The thief robbed the manufacturer.,AAN
155,active,plausible,The robber burgled the industrialist.,The robber burgled the industrialist.,AAN
155,active,implausible,The industrialist burgled the robber.,The robber burgled the industrialist.,AAN
155,passive,plausible,The industrialist was burgled by the robber.,The robber burgled the industrialist.,AAN
155,passive,implausible,The robber was burgled by the industrialist.,The robber burgled the industrialist.,AAN
156,active,plausible,The pessimist discouraged the contestant.,The pessimist discouraged the contestant.,AAN
156,active,implausible,The contestant discouraged the pessimist.,The pessimist discouraged the contestant.,AAN
156,passive,plausible,The contestant was discouraged by the pessimist.,The pessimist discouraged the contestant.,AAN
156,passive,implausible,The pessimist was discouraged by the contestant.,The pessimist discouraged the contestant.,AAN
157,active,plausible,The cynic dissuaded the participant.,The cynic dissuaded the participant.,AAN
157,active,implausible,The participant dissuaded the cynic.,The cynic dissuaded the participant.,AAN
157,passive,plausible,The participant was dissuaded by the cynic.,The cynic dissuaded the participant.,AAN
157,passive,implausible,The cynic was dissuaded by the participant.,The cynic dissuaded the participant.,AAN
158,active,plausible,The loudmouth tormented the loner.,The loudmouth tormented the loner.,AAN
158,active,implausible,The loner tormented the loudmouth.,The loudmouth tormented the loner.,AAN
158,passive,plausible,The loner was tormented by the loudmouth.,The loudmouth tormented the loner.,AAN
158,passive,implausible,The loudmouth was tormented by the loner.,The loudmouth tormented the loner.,AAN
159,active,plausible,The windbag taunted the recluse.,The windbag taunted the recluse.,AAN
159,active,implausible,The recluse taunted the windbag.,The windbag taunted the recluse.,AAN
159,passive,plausible,The recluse was taunted by the windbag.,The windbag taunted the recluse.,AAN
159,passive,implausible,The windbag was taunted by the recluse.,The windbag taunted the recluse.,AAN
160,active,plausible,The imitator fooled the investigator.,The imitator fooled the investigator.,AAN
160,active,implausible,The investigator fooled the imitator.,The imitator fooled the investigator.,AAN
160,passive,plausible,The investigator was fooled by the imitator.,The imitator fooled the investigator.,AAN
160,passive,implausible,The imitator was fooled by the investigator.,The imitator fooled the investigator.,AAN
161,active,plausible,The impersonator conned the inspector.,The impersonator conned the inspector.,AAN
161,active,implausible,The inspector conned the impersonator.,The impersonator conned the inspector.,AAN
161,passive,plausible,The inspector was conned by the impersonator.,The impersonator conned the inspector.,AAN
161,passive,implausible,The impersonator was conned by the inspector.,The impersonator conned the inspector.,AAN
162,active,plausible,The boss fired the worker.,The boss fired the worker.,AAN
162,active,implausible,The worker fired the boss.,The boss fired the worker.,AAN
162,passive,plausible,The worker was fired by the boss.,The boss fired the worker.,AAN
162,passive,implausible,The boss was fired by the worker.,The boss fired the worker.,AAN
163,active,plausible,The pyromaniac unnerved the shopkeeper.,The pyromaniac unnerved the shopkeeper.,AAN
163,active,implausible,The shopkeeper unnerved the pyromaniac.,The pyromaniac unnerved the shopkeeper.,AAN
163,passive,plausible,The shopkeeper was unnerved by the pyromaniac.,The pyromaniac unnerved the shopkeeper.,AAN
163,passive,implausible,The pyromaniac was unnerved by the shopkeeper.,The pyromaniac unnerved the shopkeeper.,AAN
164,active,plausible,The arsonist alarmed the vendor.,The arsonist alarmed the vendor.,AAN
164,active,implausible,The vendor alarmed the arsonist.,The arsonist alarmed the vendor.,AAN
164,passive,plausible,The vendor was alarmed by the arsonist.,The arsonist alarmed the vendor.,AAN
164,passive,implausible,The arsonist was alarmed by the vendor.,The arsonist alarmed the vendor.,AAN
165,active,plausible,The professional supported the beginner.,The professional supported the beginner.,AAN
165,active,implausible,The beginner supported the professional.,The professional supported the beginner.,AAN
165,passive,plausible,The beginner was supported by the professional.,The professional supported the beginner.,AAN
165,passive,implausible,The professional was supported by the beginner.,The professional supported the beginner.,AAN
166,active,plausible,The master encouraged the rookie.,The master encouraged the rookie.,AAN
166,active,implausible,The rookie encouraged the master.,The master encouraged the rookie.,AAN
166,passive,plausible,The rookie was encouraged by the master.,The master encouraged the rookie.,AAN
166,passive,implausible,The master was encouraged by the rookie.,The master encouraged the rookie.,AAN
167,active,plausible,The magician hypnotized the crowd.,The magician hypnotized the crowd.,AAN
167,active,implausible,The crowd hypnotized the magician.,The magician hypnotized the crowd.,AAN
167,passive,plausible,The crowd was hypnotized by the magician.,The magician hypnotized the crowd.,AAN
167,passive,implausible,The magician was hypnotized by the crowd.,The magician hypnotized the crowd.,AAN
168,active,plausible,The illusionist entranced the viewers.,The illusionist entranced the viewers.,AAN
168,active,implausible,The viewers entranced the illusionist.,The illusionist entranced the viewers.,AAN
168,passive,plausible,The viewers were entranced by the illusionist.,The illusionist entranced the viewers.,AAN
168,passive,implausible,The illusionist were entranced by the viewers.,The illusionist entranced the viewers.,AAN
169,active,plausible,The businessman employed the expert.,The businessman employed the expert.,AAN
169,active,implausible,The expert employed the businessman.,The businessman employed the expert.,AAN
169,passive,plausible,The expert was employed by the businessman.,The businessman employed the expert.,AAN
169,passive,implausible,The businessman was employed by the expert.,The businessman employed the expert.,AAN
170,active,plausible,The entrepreneur hired the specialist.,The entrepreneur hired the specialist.,AAN
170,active,implausible,The specialist hired the entrepreneur.,The entrepreneur hired the specialist.,AAN
170,passive,plausible,The specialist was hired by the entrepreneur.,The entrepreneur hired the specialist.,AAN
170,passive,implausible,The entrepreneur was hired by the specialist.,The entrepreneur hired the specialist.,AAN
171,active,plausible,The terrorist petrified the first lady.,The terrorist petrified the first lady.,AAN
171,active,implausible,The first lady petrified the terrorist.,The terrorist petrified the first lady.,AAN
171,passive,plausible,The first lady was petrified by the terrorist.,The terrorist petrified the first lady.,AAN
171,passive,implausible,The terrorist was petrified by the first lady.,The terrorist petrified the first lady.,AAN
172,active,plausible,The hijacker terrified the president's wife.,The hijacker terrified the president's wife.,AAN
172,active,implausible,The president's wife terrified the hijacker.,The hijacker terrified the president's wife.,AAN
172,passive,plausible,The president's wife was terrified by the hijacker.,The hijacker terrified the president's wife.,AAN
172,passive,implausible,The hijacker was terrified by the president's wife.,The hijacker terrified the president's wife.,AAN
173,active,plausible,The judge praised the gold medalist.,The judge praised the gold medalist.,AAN
173,active,implausible,The gold medalist praised the judge.,The judge praised the gold medalist.,AAN
173,passive,plausible,The gold medalist was praised by the judge.,The judge praised the gold medalist.,AAN
173,passive,implausible,The judge was praised by the gold medalist.,The judge praised the gold medalist.,AAN
174,active,plausible,The panelist congratulated the winner.,The panelist congratulated the winner.,AAN
174,active,implausible,The winner congratulated the panelist.,The panelist congratulated the winner.,AAN
174,passive,plausible,The winner was congratulated by the panelist.,The panelist congratulated the winner.,AAN
174,passive,implausible,The panelist was congratulated by the winner.,The panelist congratulated the winner.,AAN
175,active,plausible,The liar emulated the victor.,The liar emulated the victor.,AAN
175,active,implausible,The victor emulated the liar.,The liar emulated the victor.,AAN
175,passive,plausible,The victor was emulated by the liar.,The liar emulated the victor.,AAN
175,passive,implausible,The liar was emulated by the victor.,The liar emulated the victor.,AAN
176,active,plausible,The deceiver imitated the conqueror.,The deceiver imitated the conqueror.,AAN
176,active,implausible,The conqueror imitated the deceiver.,The deceiver imitated the conqueror.,AAN
176,passive,plausible,The conqueror was imitated by the deceiver.,The deceiver imitated the conqueror.,AAN
176,passive,implausible,The deceiver was imitated by the conqueror.,The deceiver imitated the conqueror.,AAN
177,active,plausible,The environmentalist cautioned the tobacconist.,The environmentalist cautioned the tobacconist.,AAN
177,active,implausible,The tobacconist cautioned the environmentalist.,The environmentalist cautioned the tobacconist.,AAN
177,passive,plausible,The tobacconist was cautioned by the environmentalist.,The environmentalist cautioned the tobacconist.,AAN
177,passive,implausible,The environmentalist was cautioned by the tobacconist.,The environmentalist cautioned the tobacconist.,AAN
178,active,plausible,The ecologist warned the cigar-maker.,The ecologist warned the cigar-maker.,AAN
178,active,implausible,The cigar-maker warned the ecologist.,The ecologist warned the cigar-maker.,AAN
178,passive,plausible,The cigar-maker was warned by the ecologist.,The ecologist warned the cigar-maker.,AAN
178,passive,implausible,The ecologist was warned by the cigar-maker.,The ecologist warned the cigar-maker.,AAN
179,active,plausible,The peasant idolized the ancestors.,The peasant idolized his ancestors.,AAN
179,active,implausible,The ancestors idolized the peasant.,The peasant idolized his ancestors.,AAN
179,passive,plausible,The ancestors were idolized by the peasant.,The peasant idolized his ancestors.,AAN
179,passive,implausible,The peasant were idolized by the ancestors.,The peasant idolized his ancestors.,AAN
180,active,plausible,The serf worshipped the forefathers.,The serf worshipped his forefathers.,AAN
180,active,implausible,The forefathers worshipped the serf.,The serf worshipped his forefathers.,AAN
180,passive,plausible,The forefathers were worshipped by the serf.,The serf worshipped his forefathers.,AAN
180,passive,implausible,The serf were worshipped by the forefathers.,The serf worshipped his forefathers.,AAN
181,active,plausible,The alcoholic hassled the guest.,The alcoholic hassled the guest.,AAN
181,active,implausible,The guest hassled the alcoholic.,The alcoholic hassled the guest.,AAN
181,passive,plausible,The guest was hassled by the alcoholic.,The alcoholic hassled the guest.,AAN
181,passive,implausible,The alcoholic was hassled by the guest.,The alcoholic hassled the guest.,AAN
182,active,plausible,The drunk bothered the visitor.,The drunk bothered the visitor.,AAN
182,active,implausible,The visitor bothered the drunk.,The drunk bothered the visitor.,AAN
