WorkerId,TrialNum,Answer.Rating,TrialType,Voice,Plausibility,Item,Input.trial
A207IHY6GERCFO,44,6,AAN,active,implausible,181,The guest hassled the alcoholic.
A207IHY6GERCFO,45,7,AI,active,plausible,313,The marcher sang the anthem.
A207IHY6GERCFO,46,6,AAR,passive,plausible1,227,The postman was noticed by the chaplain.
A207IHY6GERCFO,47,7,AI,passive,plausible,33,The book was completed by the writer.
A207IHY6GERCFO,48,2,AAN,active,implausible,127,The audience engrossed the speaker.
A207IHY6GERCFO,49,6,AAR,active,plausible1,231,The residents angered the dictator.
A207IHY6GERCFO,50,7,AI,passive,plausible,71,The crop was cultivated by the villager.
A207IHY6GERCFO,51,5,AAR,active,plausible1,201,The architect calmed the benefactor.
A207IHY6GERCFO,52,5,AAR,active,plausible1,261,The idiot bemused the trickster.
A207IHY6GERCFO,53,7,AI,active,plausible,43,The maid lifted the cushion.
A207IHY6GERCFO,54,6,AAR,active,plausible0,255,The invader spotted the sentry.
A20N1NK5X5S88F,1,1,AI,active,implausible,52,The medicine swallowed the patient.
A20N1NK5X5S88F,2,7,AI,passive,plausible,10,The liquor was supplied by the supervisor.
A20N1NK5X5S88F,3,7,AI,passive,implausible,88,The star was autographed by the picture.
A20N1NK5X5S88F,4,7,AAR,active,plausible0,206,The aristocrat wed the countess.
A20N1NK5X5S88F,6,1,AI,active,implausible,298,The prize received the cellist.
A20N1NK5X5S88F,7,7,AI,active,plausible,6,The call girl wasted the money.
A20N1NK5X5S88F,8,7,AAN,passive,implausible,178,The ecologist was warned by the cigar-maker.
A20N1NK5X5S88F,9,7,AAN,active,plausible,160,The imitator fooled the investigator.
A20N1NK5X5S88F,10,7,AAR,passive,plausible0,258,The trader was compensated by the wholesaler.
A20N1NK5X5S88F,11,7,AI,passive,plausible,34,The project was sponsored by the financier.
A20N1NK5X5S88F,12,7,AAR,active,plausible0,412,The hypochondriac hounded the medic.
A20N1NK5X5S88F,13,7,AAN,passive,implausible,148,The cop was restrained by the rioter.
A20N1NK5X5S88F,14,7,AAN,passive,implausible,98,The pixie was mesmerized by the ogre.
A20N1NK5X5S88F,15,7,AAN,active,plausible,136,The singer disappointed the enthusiast.
A20N1NK5X5S88F,16,7,AAR,passive,plausible0,392,The veteran was saluted by the patriot.
A20N1NK5X5S88F,17,7,AAN,active,implausible,358,The snorkeler mauled the shark.
A20N1NK5X5S88F,18,7,AI,active,plausible,314,The deckhand unlocked the door.
A20N1NK5X5S88F,19,7,AAR,active,plausible1,414,The citizen begged the litigator.
A20N1NK5X5S88F,20,7,AAR,passive,plausible1,222,The instrumentalist was adored by the prima donna.
A20N1NK5X5S88F,21,7,AAR,active,plausible1,250,The dwarf defended the sorcerer.
A20N1NK5X5S88F,22,7,AAN,passive,implausible,354,The union was ousted by the whistle-blower.
A20N1NK5X5S88F,24,7,AAN,passive,plausible,122,The attacker was located by the sleuth.
A20N1NK5X5S88F,25,7,AI,passive,plausible,292,The bag was packed by the marine.
A20N1NK5X5S88F,26,7,AAR,active,plausible0,374,The tenor loved the soprano.
A20N1NK5X5S88F,27,7,AAN,active,plausible,108,The EMT resuscitated the youngster.
A20N1NK5X5S88F,28,7,AI,active,plausible,20,The chef sauteed the squid.
A20N1NK5X5S88F,29,7,AAR,active,plausible0,244,The translator deceived the courier.
A20N1NK5X5S88F,30,7,AAN,active,implausible,156,The contestant discouraged the pessimist.
A20N1NK5X5S88F,31,7,AAR,passive,plausible0,416,The sniper was identified by the sergeant.
A20N1NK5X5S88F,32,7,AAN,passive,implausible,112,The womanizer was wooed by the maiden.
A20N1NK5X5S88F,33,1,AI,passive,implausible,280,The boyfriend was basted by the turkey.
A20N1NK5X5S88F,34,7,AAN,passive,plausible,182,The visitor was bothered by the drunk.
A20N1NK5X5S88F,35,7,AAN,passive,plausible,102,The renter was dislodged by the proprietor.
A20N1NK5X5S88F,36,7,AAN,active,plausible,352,The assistant principal expelled the sociopath.
A20N1NK5X5S88F,37,7,AAN,active,plausible,96,The technician rebuked the aide.
A20N1NK5X5S88F,38,7,AAN,active,implausible,346,The noble obeyed the page.
A20N1NK5X5S88F,39,7,AAR,passive,plausible0,216,The rancher was insulted by the cartographer.
A20N1NK5X5S88F,40,7,AAR,passive,plausible1,190,The historian was approached by the innovator.
A20N1NK5X5S88F,41,7,AAN,passive,plausible,152,The rebel was exiled by the king.
A20N1NK5X5S88F,42,7,AAN,active,implausible,130,The relative surprised the prodigy.
A20N1NK5X5S88F,43,7,AI,passive,plausible,68,The brochure was skimmed by the woodworker.
A20N1NK5X5S88F,44,1,AI,active,implausible,18,The airplane steered the pilot.
A20N1NK5X5S88F,45,7,AAN,active,implausible,104,The right-winger criticized the reviewer.
A20N1NK5X5S88F,46,7,AI,passive,implausible,322,The manicurist was rescheduled by the appointment.
A20N1NK5X5S88F,47,7,AAR,active,plausible1,382,The mercenary hailed the warlord.
A20N1NK5X5S88F,48,7,AAN,passive,plausible,356,The quack was discredited by the cardiologist.
A20N1NK5X5S88F,49,7,AAR,passive,plausible1,396,The miser was antagonized by the landlady.
A20N1NK5X5S88F,50,1,AI,passive,implausible,62,The lady was cooked by the supper.
A20N1NK5X5S88F,51,1,AI,active,implausible,70,The grain farmed the townsperson.
A20N1NK5X5S88F,52,7,AI,active,plausible,80,The activist prejudiced the vote.
A20N1NK5X5S88F,53,7,AAR,passive,plausible1,276,The peace-lover was mollified by the fanatic.
A20N1NK5X5S88F,54,7,AAR,active,plausible1,212,The appraiser complimented the helper.
A21UA6O7ZFAIQJ,1,7,AAR,active,plausible1,413,The pharmacist suspected the chemist.
A21UA6O7ZFAIQJ,2,7,AAR,active,plausible1,389,The actor emailed the screenwriter.
A21UA6O7ZFAIQJ,3,7,AAR,passive,plausible1,191,The janitor was called by the landscaper.
A21UA6O7ZFAIQJ,4,7,AAR,passive,plausible1,267,The competitor was agitated by the rival.
A21UA6O7ZFAIQJ,5,7,AAR,passive,plausible0,235,The fighter was choked by the trespasser.
A21UA6O7ZFAIQJ,6,7,AAR,passive,plausible0,371,The cheerleader was kissed by the quarterback.
A21UA6O7ZFAIQJ,7,7,AAR,passive,plausible1,401,The defender was blamed by the goalkeeper.
A21UA6O7ZFAIQJ,8,7,AAN,passive,implausible,91,The blackmailer was threatened by the senator.
A21UA6O7ZFAIQJ,9,7,AAN,passive,implausible,103,The critic was attacked by the conservative.
A21UA6O7ZFAIQJ,10,6,AI,passive,plausible,25,The bowler was decorated by the hatter.
A21UA6O7ZFAIQJ,11,7,AI,active,plausible,3,The convict dreaded the prison.
A21UA6O7ZFAIQJ,12,7,AAR,active,plausible0,377,The football player pursued the socialite.
A21UA6O7ZFAIQJ,13,1,AI,passive,implausible,303,The poker player was won by the game.
A21UA6O7ZFAIQJ,14,7,AAN,passive,implausible,135,The attorney was interrogated by the bystander.
A21UA6O7ZFAIQJ,15,7,AAN,passive,plausible,93,The philosopher was portrayed by the artist.
A21UA6O7ZFAIQJ,16,6,AAN,active,implausible,113,The clergyman cherished the nomad.
A21UA6O7ZFAIQJ,18,7,AAR,active,plausible0,273,The botanist respected the partner.
A21UA6O7ZFAIQJ,19,7,AAN,active,plausible,365,The miscreant kidnapped the beneficiary.
A21UA6O7ZFAIQJ,20,2,AI,passive,implausible,1,The raider was caught by the illness.
A21UA6O7ZFAIQJ,21,7,AI,active,plausible,319,The bellboy erased the message.
A21UA6O7ZFAIQJ,22,1,AAN,passive,implausible,333,The roommate was adopted by the newborn.
A21UA6O7ZFAIQJ,23,1,AI,active,implausible,5,The cash squandered the prostitute.
A21UA6O7ZFAIQJ,24,1,AI,active,implausible,317,The suit wrinkled the interviewee.
A21UA6O7ZFAIQJ,25,7,AI,passive,plausible,311,The painting was inherited by the count.
A21UA6O7ZFAIQJ,26,1,AI,passive,implausible,283,The box-office were sold by the tickets.
A21UA6O7ZFAIQJ,27,5,AI,active,implausible,299,The service rated the cheapskate.
A21UA6O7ZFAIQJ,28,7,AAR,passive,plausible1,373,The admiral was accompanied by the lieutenant.
A21UA6O7ZFAIQJ,29,7,AAR,active,plausible0,405,The programmer distrusted the volunteer.
A21UA6O7ZFAIQJ,30,7,AAR,active,plausible0,245,The gangster hated the governor.
A21UA6O7ZFAIQJ,31,6,AAN,active,implausible,165,The beginner supported the professional.
A21UA6O7ZFAIQJ,32,1,AAN,active,implausible,351,The toddler disciplined the mother.
A21UA6O7ZFAIQJ,33,7,AAN,passive,plausible,111,The damsel was courted by the playboy.
A21UA6O7ZFAIQJ,34,7,AI,active,plausible,55,The reporter abandoned the story.
A21UA6O7ZFAIQJ,35,7,AAN,active,implausible,95,The intern berated the mechanic.
A21UA6O7ZFAIQJ,36,7,AAN,passive,plausible,339,The hedonist was reproached by the nun.
A21UA6O7ZFAIQJ,38,7,AAR,passive,plausible0,393,The milkman was visited by the welder.
A21UA6O7ZFAIQJ,39,7,AAR,active,plausible1,225,The stonecutter disdained the cobbler.
A21UA6O7ZFAIQJ,40,7,AI,passive,plausible,41,The remedy was found by the researcher.
A21UA6O7ZFAIQJ,41,7,AI,passive,plausible,29,The assignment was blown by the operative.
A21UA6O7ZFAIQJ,42,7,AAN,active,plausible,179,The peasant idolized the ancestors.
A21UA6O7ZFAIQJ,43,4,AI,passive,implausible,35,The banker was funded by the program.
A21UA6O7ZFAIQJ,44,7,AAR,active,plausible1,247,The customer convinced the planner.
A21UA6O7ZFAIQJ,45,7,AAN,active,plausible,119,The mediator rescued the hostage.
A21UA6O7ZFAIQJ,46,7,AAR,passive,plausible0,257,The merchant was reimbursed by the supplier.
A21UA6O7ZFAIQJ,47,7,AI,active,plausible,281,The caseworker posed the question.
A21UA6O7ZFAIQJ,48,7,AAR,active,plausible1,369,The violinist tolerated the conductor.
A21UA6O7ZFAIQJ,49,7,AAN,passive,plausible,137,The connoisseur was disillusioned by the vocalist.
A21UA6O7ZFAIQJ,50,1,AI,active,implausible,279,The offer accepted the sociologist.
A21UA6O7ZFAIQJ,51,7,AAN,active,plausible,99,The orderly assisted the dentist.
A21UA6O7ZFAIQJ,52,7,AAR,passive,plausible1,241,The refugee was provoked by the homeless person.
A21UA6O7ZFAIQJ,53,7,AAR,active,plausible0,211,The assistant flattered the auditor.
A21UA6O7ZFAIQJ,54,7,AAR,passive,plausible0,189,The inventor was contacted by the archivist.
A22DTDEFYRTE45,1,7,AAN,active,plausible,176,The deceiver imitated the conqueror.
A22DTDEFYRTE45,2,2,AAN,active,implausible,142,The dancer costumed the tailor.
A22DTDEFYRTE45,3,1,AI,active,implausible,74,The chart made the accountant.
A22DTDEFYRTE45,4,7,AAN,passive,implausible,166,The master was encouraged by the rookie.
A22DTDEFYRTE45,5,1,AI,passive,plausible,38,The jam was loathed by the dietitian.
A22DTDEFYRTE45,6,1,AI,passive,implausible,26,The serviceman was hoisted by the flag.
A22DTDEFYRTE45,7,5,AAN,passive,implausible,368,The warmonger was terrorized by the gunsmith.
A22DTDEFYRTE45,8,3,AAR,active,plausible0,388,The pollster shamed the statistician.
A22DTDEFYRTE45,9,7,AI,passive,plausible,58,The filet was devoured by the meat-eater.
A22DTDEFYRTE45,10,7,AI,active,plausible,76,The logger felled the pine tree.
A22DTDEFYRTE45,11,7,AAR,active,plausible1,248,The buyer persuaded the organizer.
A22DTDEFYRTE45,12,7,AAR,active,plausible1,262,The fool puzzled the swindler.
A22DTDEFYRTE45,13,7,AAR,passive,plausible1,218,The lyricist was dazzled by the performer.
A22DTDEFYRTE45,14,7,AAN,passive,plausible,90,The lad was instructed by the governess.
A22DTDEFYRTE45,15,7,AI,active,plausible,24,The milliner adorned the fedora.
A22DTDEFYRTE45,16,7,AAR,passive,plausible0,214,The patrolman was trusted by the foreigner.
A22DTDEFYRTE45,17,4,AAR,passive,plausible1,240,The psychiatrist was applauded by the provost.
A22DTDEFYRTE45,18,7,AAR,passive,plausible0,228,The minister was seen by the mailman.
A22DTDEFYRTE45,19,7,AAN,active,plausible,364,The police chief rewarded the firefighter.
A22DTDEFYRTE45,20,7,AAR,active,plausible0,200,The gymnast shoved the outsider.
A22DTDEFYRTE45,21,7,AI,passive,implausible,54,The packrat was concealed by the stockpile.
A22DTDEFYRTE45,22,7,AAN,active,implausible,342,The slave hid the abolitionist.
A22DTDEFYRTE45,23,7,AAN,active,implausible,100,The orthodontist helped the nurse.
A22DTDEFYRTE45,24,7,AAR,passive,plausible1,256,The intruder was sighted by the watchman.
A22DTDEFYRTE45,25,7,AAR,active,plausible1,210,The fortune-teller scared the mariner.
A22DTDEFYRTE45,26,4,AAR,passive,plausible0,252,The colleague was met by the jogger.
A22DTDEFYRTE45,27,4,AAR,active,plausible0,242,The asylum seeker goaded the vagrant.
A22DTDEFYRTE45,28,6,AAR,active,plausible1,398,The grocer invoiced the florist.
A22DTDEFYRTE45,29,7,AAR,passive,plausible1,408,The hockey player was aggravated by the skater.
A22DTDEFYRTE45,30,5,AI,passive,implausible,78,The mogul was governed by the corporation.
A22DTDEFYRTE45,31,5,AAN,passive,plausible,340,The plagiarist was admonished by the librarian.
A22DTDEFYRTE45,32,7,AAN,passive,plausible,170,The specialist was hired by the entrepreneur.
A22DTDEFYRTE45,33,7,AI,passive,plausible,86,The property was examined by the constable.
A22DTDEFYRTE45,34,6,AAN,passive,implausible,180,The serf were worshipped by the forefathers.
A22DTDEFYRTE45,35,7,AAN,active,plausible,114,The vagabond revered the priest.
A22DTDEFYRTE45,36,7,AAN,passive,plausible,138,The diplomat was driven by the chauffeur.
A22DTDEFYRTE45,37,2,AI,passive,implausible,324,The tanner was placed by the order.
A22DTDEFYRTE45,38,2,AI,active,implausible,318,The letter sent the cryptographer.
A22DTDEFYRTE45,39,7,AAR,active,plausible0,260,The plaintiff accosted the thug.
A22DTDEFYRTE45,41,7,AI,active,plausible,50,The friend donned the pullover.
A22DTDEFYRTE45,42,7,AAN,passive,implausible,132,The amateur was irked by the maestro.
A22DTDEFYRTE45,43,7,AAR,passive,plausible0,404,The embezzler was watched by the employee.
A22DTDEFYRTE45,44,2,AI,active,implausible,42,The school closed the doctor.
A22DTDEFYRTE45,45,7,AAR,active,plausible0,220,The traveling salesman challenged the executive.
A22DTDEFYRTE45,46,7,AI,passive,plausible,294,The shirt was ironed by the seamstress.
A22DTDEFYRTE45,47,7,AAN,active,implausible,172,The president's wife terrified the hijacker.
A22DTDEFYRTE45,48,7,AAR,active,plausible1,224,The champion greeted the commander.
A22DTDEFYRTE45,49,7,AAR,passive,plausible0,278,The main character was defeated by the rogue.
A22DTDEFYRTE45,50,7,AAN,active,plausible,164,The arsonist alarmed the vendor.
A22DTDEFYRTE45,52,7,AI,active,plausible,32,The author finished the novel.
A22DTDEFYRTE45,53,1,AI,active,implausible,12,The car crashed the troublemaker.
A22DTDEFYRTE45,54,7,AAR,passive,plausible1,384,The editor was overheard by the proofreader.
A22W4Y4UI182L2,1,6,AAN,active,implausible,366,The abused woman comforted the social worker.
A22W4Y4UI182L2,2,5,AI,passive,plausible,60,The laptop was bought by the teacher.
A22W4Y4UI182L2,3,2,AI,active,plausible,14,The repairman fixed the tap.
A22W4Y4UI182L2,4,2,AI,passive,plausible,290,The concert was attended by the groupie.
A22W4Y4UI182L2,5,4,AAN,passive,plausible,140,The prisoner was apprehended by the guard.
A22W4Y4UI182L2,6,6,AI,passive,plausible,326,The baguette was sliced by the Frenchman.
A22W4Y4UI182L2,7,4,AAN,active,implausible,332,The busboy tipped the brunette.
A22W4Y4UI182L2,8,5,AAN,active,implausible,144,The child scolded the principal.
A22W4Y4UI182L2,9,3,AAN,passive,implausible,154,The thief was robbed by the manufacturer.
A22W4Y4UI182L2,10,6,AI,passive,implausible,56,The journalist was ditched by the article.
A22W4Y4UI182L2,11,5,AI,passive,implausible,72,The mentor was revised by the manuscript.
A22W4Y4UI182L2,12,4,AI,passive,implausible,286,The bum was stolen by the necklace.
A22W4Y4UI182L2,13,6,AAR,passive,plausible1,254,The scholar was confused by the lecturer.
A22W4Y4UI182L2,14,4,AAN,passive,implausible,336,The urologist was treated by the widower.
A22W4Y4UI182L2,15,4,AAR,passive,plausible0,390,The pathologist was contradicted by the dermatologist.
A22W4Y4UI182L2,16,5,AAR,passive,plausible0,274,The collaborator was esteemed by the flora specialist.
A22W4Y4UI182L2,17,5,AAN,active,plausible,116,The hit man killed the politician.
A22W4Y4UI182L2,18,6,AAN,active,plausible,334,The cartoonist sketched the unicyclist.
A22W4Y4UI182L2,19,4,AAN,passive,plausible,338,The bully was dodged by the freshman.
A22W4Y4UI182L2,20,5,AI,passive,plausible,8,The funeral was prepared by the undertaker.
A22W4Y4UI182L2,21,4,AI,active,implausible,282,The wire bent the ditch digger.
A22W4Y4UI182L2,22,4,AAR,active,plausible1,272,The poacher exposed the perpetrator.
A22W4Y4UI182L2,23,7,AAN,passive,implausible,360,The au pair was spanked by the girl.
A22W4Y4UI182L2,24,4,AAR,active,plausible0,378,The neurologist consulted the geneticist.
A22W4Y4UI182L2,25,3,AAR,passive,plausible1,198,The manservant was amused by the emissary.
A22W4Y4UI182L2,26,4,AAN,passive,plausible,362,The offender was handcuffed by the policewoman.
A22W4Y4UI182L2,27,5,AAR,active,plausible1,234,The soothsayer mystified the evangelist.
A22W4Y4UI182L2,28,6,AI,active,implausible,4,The jail feared the criminal.
A22W4Y4UI182L2,29,5,AAR,active,plausible1,386,The sculptor misinformed the curator.
A22W4Y4UI182L2,30,4,AAR,active,plausible0,268,The contender flustered the opponent.
A22W4Y4UI182L2,31,5,AAR,active,plausible0,226,The shoemaker scorned the mason.
A22W4Y4UI182L2,32,6,AAR,passive,plausible0,196,The felon was deprecated by the intermediary.
A22W4Y4UI182L2,33,5,AI,active,implausible,64,The souvenir lost the traveler.
A22W4Y4UI182L2,34,5,AI,active,plausible,48,The servant wiped the sink.
A22W4Y4UI182L2,35,4,AAR,active,plausible0,400,The ex-wife punched the girlfriend.
A22W4Y4UI182L2,36,5,AI,passive,implausible,316,The house sitter was watered by the plant.
A22W4Y4UI182L2,37,3,AI,passive,implausible,16,The secretary was organized by the desk.
A22W4Y4UI182L2,39,4,AAN,passive,implausible,118,The cashier was billed by the senior citizen.
A22W4Y4UI182L2,40,5,AI,passive,plausible,2,The disease was contracted by the marauder.
A22W4Y4UI182L2,41,4,AI,active,implausible,84,The address gave the representative.
A22W4Y4UI182L2,42,5,AI,active,plausible,284,The uncle hung the ornament.
A22W4Y4UI182L2,43,3,AAN,active,plausible,146,The lord named the heir.
A22W4Y4UI182L2,44,5,AAR,passive,plausible0,236,The warrior was strangled by the encroacher.
A22W4Y4UI182L2,45,4,AAN,active,implausible,344,The giraffe fed the zookeeper.
A22W4Y4UI182L2,46,6,AI,active,plausible,308,The exterminator filed the complaint.
A22W4Y4UI182L2,47,4,AAR,passive,plausible1,394,The teenager was mortified by the parent.
A22W4Y4UI182L2,48,4,AAR,passive,plausible1,372,The camper was startled by the bear.
A22W4Y4UI182L2,49,5,AI,active,implausible,296,The envelope sealed the voter.
A22W4Y4UI182L2,50,6,AAN,passive,plausible,162,The worker was fired by the boss.
A22W4Y4UI182L2,52,5,AAN,active,plausible,348,The caretaker quieted the orphan.
A22W4Y4UI182L2,53,4,AAR,active,plausible1,192,The gardener phoned the custodian.
A22W4Y4UI182L2,54,6,AI,active,plausible,66,The comedian confirmed the itinerary.
A23KAJRDVCVGOE,1,3,AAN,passive,plausible,335,The seaman was undercharged by the streetwalker.
A23KAJRDVCVGOE,2,7,AAN,passive,plausible,151,The infant was pampered by the father.
A23KAJRDVCVGOE,3,2,AAN,passive,implausible,89,The nanny was tutored by the boy.
A23KAJRDVCVGOE,4,7,AAN,active,plausible,141,The warden caught the inmate.
A23KAJRDVCVGOE,5,7,AI,active,plausible,45,The decorator recommended the curtains.
A23KAJRDVCVGOE,7,2,AAR,passive,plausible0,387,The miller was mentioned by the baker.
A23KAJRDVCVGOE,8,1,AI,active,implausible,297,The trashcan emptied the fisherman.
A23KAJRDVCVGOE,9,6,AAR,passive,plausible1,193,The drummer was annoyed by the weatherman.
A23KAJRDVCVGOE,10,6,AAR,active,plausible1,403,The mathematician nagged the physicist.
A23KAJRDVCVGOE,11,7,AAN,passive,plausible,355,The deer was trapped by the huntsman.
A23KAJRDVCVGOE,12,4,AI,passive,plausible,323,The contract was burnt by the charlatan.
A23KAJRDVCVGOE,13,1,AI,passive,implausible,75,The bookkeeper was created by the graph.
A23KAJRDVCVGOE,14,5,AI,passive,plausible,11,The alcohol was provided by the overseer.
A23KAJRDVCVGOE,15,1,AAN,active,implausible,337,The economist acquitted the jury.
A23KAJRDVCVGOE,17,3,AAR,passive,plausible1,391,The sharecropper was misled by the fieldworker.
A23KAJRDVCVGOE,18,1,AAN,passive,implausible,327,The producer was cast by the actress.
A23KAJRDVCVGOE,19,1,AI,active,implausible,39,The marmalade detested the nutritionist.
A23KAJRDVCVGOE,20,1,AI,active,implausible,17,The table tidied the receptionist.
A23KAJRDVCVGOE,21,3,AAN,active,implausible,139,The ambassador transported the driver.
A23KAJRDVCVGOE,22,4,AAN,passive,implausible,129,The genius was shocked by the cousin.
A23KAJRDVCVGOE,23,6,AAN,active,plausible,363,The anthropologist studied the tribesman.
A23KAJRDVCVGOE,24,5,AAR,active,plausible0,395,The surfer impressed the swimmer.
A23KAJRDVCVGOE,25,1,AI,active,implausible,65,The memento misplaced the sightseer.
A23KAJRDVCVGOE,26,7,AI,active,plausible,27,The soldier raised the banner.
A23KAJRDVCVGOE,27,2,AAR,active,plausible1,271,The hunter betrayed the culprit.
A23KAJRDVCVGOE,28,7,AI,passive,plausible,61,The computer was purchased by the instructor.
A23KAJRDVCVGOE,29,5,AAR,active,plausible0,217,The poet awed the entertainer.
A23KAJRDVCVGOE,30,5,AAR,passive,plausible1,243,The interpreter was swindled by the messenger.
A23KAJRDVCVGOE,31,7,AAR,passive,plausible0,409,The crane operator was outraged by the bricklayer.
A23KAJRDVCVGOE,32,7,AAR,passive,plausible1,215,The mapmaker was affronted by the farmer.
A23KAJRDVCVGOE,33,7,AAN,active,plausible,171,The terrorist petrified the first lady.
A23KAJRDVCVGOE,34,3,AI,passive,implausible,315,The supremacist was established by the fund.
A23KAJRDVCVGOE,35,4,AAN,active,implausible,109,The marketer duped the prankster.
A23KAJRDVCVGOE,36,3,AAN,passive,implausible,349,The tennis player was thanked by the chiropractor.
A23KAJRDVCVGOE,37,2,AAR,passive,plausible0,239,The dean was commended by the shrink.
A23KAJRDVCVGOE,38,2,AAR,active,plausible0,195,The go-between belittled the defendant.
A23KAJRDVCVGOE,39,5,AAN,passive,plausible,131,The bureaucrat was bribed by the smuggler.
A23KAJRDVCVGOE,40,7,AI,passive,plausible,291,The password was memorized by the hacker.
A23KAJRDVCVGOE,41,7,AAN,active,plausible,123,The artisan trained the apprentice.
A23KAJRDVCVGOE,42,7,AAN,passive,plausible,107,The youth was revived by the paramedic.
A23KAJRDVCVGOE,43,1,AAN,passive,implausible,145,The headmaster was reprimanded by the kid.
A23KAJRDVCVGOE,44,1,AAN,active,implausible,359,The traitor pardoned the president.
A23KAJRDVCVGOE,45,7,AAN,active,plausible,347,The lion chased the tour-guide.
A23KAJRDVCVGOE,46,3,AAR,active,plausible1,233,The oracle baffled the missionary.
A23KAJRDVCVGOE,47,2,AAR,passive,plausible0,205,The baroness was married by the nobleman.
A23KAJRDVCVGOE,48,1,AAN,active,implausible,159,The recluse taunted the windbag.
A23KAJRDVCVGOE,49,5,AAR,active,plausible0,249,The wizard protected the gnome.
A23KAJRDVCVGOE,50,7,AI,active,plausible,307,The travel-agent photocopied the passport.
A23KAJRDVCVGOE,51,5,AAR,active,plausible1,199,The stranger pushed the acrobat.
A23KAJRDVCVGOE,52,5,AI,active,plausible,67,The humorist verified the schedule.
A23KAJRDVCVGOE,53,1,AI,passive,implausible,289,The couch-potato was forgotten by the umbrella.
A23KAJRDVCVGOE,54,1,AI,passive,implausible,51,The convalescent was taken by the pill.
A24B5UF6RMHYGX,1,7,AAN,passive,implausible,115,The assassin was shot by the statesman.
A24B5UF6RMHYGX,2,5,AAN,active,implausible,175,The victor emulated the liar.
A24B5UF6RMHYGX,3,7,AI,passive,plausible,287,The clay was molded by the potter.
A24B5UF6RMHYGX,4,4,AAN,passive,plausible,367,The lab assistant was overwhelmed by the neuroscientist.
A24B5UF6RMHYGX,5,7,AI,passive,plausible,325,The trip was canceled by the archaeologist.
A24B5UF6RMHYGX,6,7,AI,passive,plausible,83,The speech was delivered by the congressman.
A24B5UF6RMHYGX,7,1,AI,active,implausible,9,The burial arranged the mortician.
A24B5UF6RMHYGX,8,5,AAR,passive,plausible1,385,The communist was offended by the capitalist.
A24B5UF6RMHYGX,9,4,AAR,active,plausible0,275,The pacifist placated the zealot.
A24B5UF6RMHYGX,10,3,AAN,passive,implausible,133,The novice was irritated by the virtuoso.
A24B5UF6RMHYGX,11,1,AI,passive,implausible,19,The aviator was maneuvered by the jet.
A24B5UF6RMHYGX,12,3,AAR,active,plausible1,255,The sentry spotted the invader.
A24B5UF6RMHYGX,13,1,AI,active,implausible,295,The sugar sprinkled the confectioner.
A24B5UF6RMHYGX,14,7,AAR,passive,plausible0,381,The aunt was embarrassed by the niece.
A24B5UF6RMHYGX,15,4,AAR,passive,plausible0,201,The architect was calmed by the benefactor.
A24B5UF6RMHYGX,16,1,AAN,active,implausible,149,The rabble-rouser subdued the policeman.
A24B5UF6RMHYGX,17,6,AI,active,implausible,33,The book completed the writer.
A24B5UF6RMHYGX,18,1,AI,passive,implausible,43,The maid was lifted by the cushion.
A24B5UF6RMHYGX,19,7,AAR,passive,plausible1,223,The general was welcomed by the hero.
A24B5UF6RMHYGX,20,1,AI,active,plausible,77,The tycoon ran the company.
A24B5UF6RMHYGX,21,3,AAN,active,plausible,157,The cynic dissuaded the participant.
A24B5UF6RMHYGX,22,7,AAN,passive,plausible,117,The elderly person was charged by the clerk.
A24B5UF6RMHYGX,23,7,AAN,active,plausible,181,The alcoholic hassled the guest.
A24B5UF6RMHYGX,24,7,AAR,active,plausible1,213,The trooper believed the immigrant.
A24B5UF6RMHYGX,25,7,AAR,active,plausible1,277,The protagonist beat the scoundrel.
A24B5UF6RMHYGX,26,1,AAN,passive,implausible,345,The masseuse was relaxed by the linebacker.
A24B5UF6RMHYGX,27,5,AAN,active,implausible,97,The troll enchanted the fairy.
A24B5UF6RMHYGX,28,2,AAR,active,plausible0,253,The student befuddled the professor.
A24B5UF6RMHYGX,29,7,AI,active,plausible,305,The winemaker uncorked the bottle.
A24B5UF6RMHYGX,30,1,AAR,passive,plausible1,269,The officer were alerted by the authorities.
A24B5UF6RMHYGX,31,1,AAR,passive,plausible1,251,The runner was encountered by the co-worker.
A24B5UF6RMHYGX,32,4,AAR,passive,plausible1,203,The therapist was lauded by the hairdresser.
A24B5UF6RMHYGX,34,4,AAR,active,plausible0,227,The postman noticed the chaplain.
A24B5UF6RMHYGX,35,3,AAR,active,plausible0,411,The entomologist disparaged the biologist.
A24B5UF6RMHYGX,36,3,AAR,active,plausible1,229,The playwright begrudged the composer.
A24B5UF6RMHYGX,37,5,AAN,active,implausible,121,The assailant found the detective.
A24B5UF6RMHYGX,38,7,AAN,active,plausible,101,The owner evicted the tenant.
A24B5UF6RMHYGX,39,7,AAN,passive,plausible,143,The ballerina was attired by the dressmaker.
A24B5UF6RMHYGX,40,7,AAN,passive,plausible,169,The expert was employed by the businessman.
A24B5UF6RMHYGX,41,1,AI,passive,implausible,313,The marcher was sung by the anthem.
A24B5UF6RMHYGX,43,7,AAR,passive,plausible0,219,The manager was tested by the peddler.
A24B5UF6RMHYGX,45,1,AI,active,implausible,71,The crop cultivated the villager.
A24B5UF6RMHYGX,46,1,AAN,passive,implausible,167,The magician was hypnotized by the crowd.
