WorkerId,AssignmentId,TrialNum,Answer.Rating,TrialType,Voice,Plausibility,Item,Input.trial
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,38,6,AI,active,plausible,289,The couch-potato forgot the umbrella.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,39,6,AAN,active,plausible,349,The tennis player thanked the chiropractor.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,40,5,AAR,active,plausible0,271,The culprit betrayed the hunter.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,41,6,AAR,passive,plausible1,195,The go-between was belittled by the defendant.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,42,6,AAR,active,plausible1,387,The miller mentioned the baker.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,43,1,AI,passive,implausible,61,The instructor was purchased by the computer.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,44,6,AAN,active,plausible,129,The genius shocked the cousin.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,45,2,AAN,passive,implausible,107,The paramedic was revived by the youth.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,46,5,AAR,passive,plausible0,193,The weatherman was annoyed by the drummer.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,47,6,AAR,passive,plausible1,217,The poet was awed by the entertainer.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,49,1,AI,active,implausible,307,The passport photocopied the travel-agent.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,50,5,AAR,passive,plausible0,215,The farmer was affronted by the mapmaker.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,51,6,AAN,passive,plausible,109,The marketer was duped by the prankster.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,52,6,AI,active,plausible,51,The convalescent took the pill.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,53,7,AI,passive,plausible,297,The trashcan was emptied by the fisherman.
A1N8TKTLXV92QR,34HJIJKLP5WOAHNR1JLDGH7MWJNV47,54,4,AAN,active,implausible,347,The tour-guide chased the lion.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,1,7,AAR,passive,plausible1,267,The competitor was agitated by the rival.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,2,6,AAR,active,plausible1,247,The customer convinced the planner.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,3,7,AAR,passive,plausible0,371,The cheerleader was kissed by the quarterback.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,4,7,AAR,passive,plausible1,401,The defender was blamed by the goalkeeper.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,5,6,AAR,passive,plausible0,235,The fighter was choked by the trespasser.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,6,7,AAR,passive,plausible0,257,The merchant was reimbursed by the supplier.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,7,7,AI,passive,plausible,29,The assignment was blown by the operative.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,8,2,AAR,passive,plausible0,189,The inventor was contacted by the archivist.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,9,2,AI,passive,implausible,1,The raider was caught by the illness.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,10,2,AAR,passive,plausible0,393,The milkman was visited by the welder.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,11,1,AI,passive,implausible,283,The box-office were sold by the tickets.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,12,2,AI,active,implausible,279,The offer accepted the sociologist.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,14,1,AI,passive,implausible,303,The poker player was won by the game.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,16,5,AAN,active,implausible,165,The beginner supported the professional.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,17,6,AAR,passive,plausible1,241,The refugee was provoked by the homeless person.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,18,5,AAN,passive,plausible,137,The connoisseur was disillusioned by the vocalist.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,19,1,AI,active,implausible,5,The cash squandered the prostitute.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,20,5,AAN,active,implausible,95,The intern berated the mechanic.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,21,5,AAN,passive,implausible,103,The critic was attacked by the conservative.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,22,5,AAR,active,plausible0,245,The gangster hated the governor.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,23,6,AI,passive,plausible,41,The remedy was found by the researcher.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,24,6,AI,passive,implausible,35,The banker was funded by the program.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,25,5,AI,active,plausible,319,The bellboy erased the message.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,26,1,AI,active,implausible,299,The service rated the cheapskate.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,27,5,AAN,passive,plausible,111,The damsel was courted by the playboy.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,28,3,AAN,active,plausible,99,The orderly assisted the dentist.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,29,6,AAR,passive,plausible1,191,The janitor was called by the landscaper.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,30,1,AAN,passive,implausible,333,The roommate was adopted by the newborn.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,31,7,AAR,passive,plausible1,373,The admiral was accompanied by the lieutenant.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,32,5,AAN,passive,implausible,135,The attorney was interrogated by the bystander.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,33,6,AAN,passive,plausible,339,The hedonist was reproached by the nun.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,34,6,AAN,passive,plausible,93,The philosopher was portrayed by the artist.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,35,6,AAN,passive,implausible,91,The blackmailer was threatened by the senator.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,36,4,AAN,active,plausible,365,The miscreant kidnapped the beneficiary.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,37,2,AAR,active,plausible1,225,The stonecutter disdained the cobbler.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,38,4,AAR,active,plausible1,413,The pharmacist suspected the chemist.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,39,2,AAN,active,plausible,179,The peasant idolized the ancestors.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,40,6,AAR,active,plausible0,211,The assistant flattered the auditor.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,41,7,AAR,active,plausible1,389,The actor emailed the screenwriter.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,42,6,AI,active,plausible,281,The caseworker posed the question.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,43,2,AAR,active,plausible0,273,The botanist respected the partner.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,44,2,AAN,active,implausible,113,The clergyman cherished the nomad.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,45,6,AAR,active,plausible1,369,The violinist tolerated the conductor.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,46,3,AAR,active,plausible0,405,The programmer distrusted the volunteer.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,47,1,AAN,active,implausible,351,The toddler disciplined the mother.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,48,4,AI,passive,plausible,311,The painting was inherited by the count.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,49,3,AI,passive,plausible,25,The bowler was decorated by the hatter.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,50,7,AI,active,plausible,55,The reporter abandoned the story.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,51,7,AAR,active,plausible0,377,The football player pursued the socialite.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,52,6,AAN,active,plausible,119,The mediator rescued the hostage.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,53,6,AI,active,plausible,3,The convict dreaded the prison.
A1NDMFN9A5G25G,3BEFOD78W6T5KUTINRKMTLO95NG4MY,54,1,AI,active,implausible,317,The suit wrinkled the interviewee.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,2,6,AAN,active,implausible,355,The deer trapped the huntsman.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,3,7,AAN,passive,implausible,171,The terrorist was petrified by the first lady.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,4,7,AAN,active,implausible,131,The bureaucrat bribed the smuggler.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,5,7,AAN,passive,plausible,145,The kid was reprimanded by the headmaster.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,6,7,AAN,active,implausible,107,The youth revived the paramedic.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,7,7,AI,active,plausible,39,The nutritionist detested the marmalade.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,8,7,AAN,passive,implausible,123,The artisan was trained by the apprentice.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,9,7,AAR,active,plausible1,195,The defendant belittled the go-between.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,10,7,AAR,passive,plausible0,271,The hunter was betrayed by the culprit.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,11,1,AAN,active,implausible,151,The infant pampered the father.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,12,7,AAN,active,plausible,109,The prankster duped the marketer.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,13,1,AI,passive,implausible,307,The travel-agent was photocopied by the passport.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,14,7,AAN,active,plausible,359,The president pardoned the traitor.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,15,7,AI,passive,implausible,27,The soldier was raised by the banner.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,16,7,AAR,passive,plausible0,233,The oracle was baffled by the missionary.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,17,7,AAR,active,plausible0,391,The sharecropper misled the fieldworker.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,18,7,AAR,passive,plausible1,205,The nobleman was married by the baroness.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,19,7,AI,passive,plausible,315,The fund was established by the supremacist.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,20,7,AAN,passive,implausible,141,The warden was caught by the inmate.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,21,1,AI,active,implausible,11,The alcohol provided the overseer.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,22,7,AAN,passive,implausible,363,The anthropologist was studied by the tribesman.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,23,7,AAR,active,plausible0,193,The drummer annoyed the weatherman.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,24,1,AI,passive,implausible,67,The humorist was verified by the schedule.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,25,1,AI,active,implausible,291,The password memorized the hacker.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,26,1,AI,passive,implausible,45,The decorator were recommended by the curtains.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,27,4,AAR,active,plausible1,249,The gnome protected the wizard.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,28,7,AAR,active,plausible0,215,The mapmaker affronted the farmer.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,29,7,AAR,passive,plausible1,409,The bricklayer was outraged by the crane operator.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,30,7,AI,active,plausible,65,The sightseer misplaced the memento.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,31,7,AI,passive,plausible,51,The pill was taken by the convalescent.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,32,7,AAR,active,plausible1,217,The entertainer awed the poet.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,33,7,AAR,passive,plausible1,387,The baker was mentioned by the miller.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,34,7,AAR,active,plausible1,395,The swimmer impressed the surfer.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,35,7,AAN,passive,plausible,349,The chiropractor was thanked by the tennis player.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,37,7,AAN,passive,implausible,347,The lion was chased by the tour-guide.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,38,7,AAN,active,implausible,335,The seaman undercharged the streetwalker.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,39,7,AI,active,implausible,323,The contract burned the charlatan.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,40,7,AAR,passive,plausible0,199,The stranger was pushed by the acrobat.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,41,7,AAN,passive,plausible,89,The boy was tutored by the nanny.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,42,7,AAR,passive,plausible0,403,The mathematician was nagged by the physicist.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,43,7,AAN,passive,plausible,129,The cousin was shocked by the genius.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,44,7,AAN,active,plausible,139,The driver transported the ambassador.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,45,7,AAR,passive,plausible1,239,The shrink was commended by the dean.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,46,7,AI,passive,plausible,289,The umbrella was forgotten by the couch-potato.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,47,7,AI,active,plausible,17,The receptionist tidied the table.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,48,7,AAR,active,plausible0,243,The interpreter swindled the messenger.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,49,7,AI,active,plausible,297,The fisherman emptied the trashcan.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,50,7,AAN,passive,plausible,327,The actress was cast by the producer.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,51,7,AI,passive,plausible,75,The graph was created by the bookkeeper.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,53,1,AI,active,implausible,61,The computer purchased the instructor.
A1NGABF082HR2P,3A1PQ49WVHH20HVO9CL73I9ACH81HA,54,7,AAN,active,plausible,159,The windbag taunted the recluse.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,1,3,AAN,active,implausible,175,The victor emulated the liar.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,2,7,AAN,active,plausible,101,The owner evicted the tenant.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,3,7,AAN,passive,plausible,117,The elderly person was charged by the clerk.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,4,5,AAN,passive,implausible,133,The novice was irritated by the virtuoso.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,5,1,AAN,passive,implausible,115,The assassin was shot by the statesman.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,6,5,AAR,active,plausible0,253,The student befuddled the professor.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,7,6,AAN,passive,plausible,169,The expert was employed by the businessman.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,8,4,AAN,passive,plausible,143,The ballerina was attired by the dressmaker.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,9,5,AAR,passive,plausible1,223,The general was welcomed by the hero.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,10,7,AAR,passive,plausible0,231,The residents were angered by the dictator.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,11,3,AAR,passive,plausible0,219,The manager was tested by the peddler.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,12,6,AAR,passive,plausible0,381,The aunt was embarrassed by the niece.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,13,3,AI,active,implausible,9,The burial arranged the mortician.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,14,4,AAR,passive,plausible0,261,The idiot was bemused by the trickster.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,15,1,AAN,passive,implausible,345,The masseuse was relaxed by the linebacker.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,16,2,AAN,active,implausible,121,The assailant found the detective.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,17,4,AI,passive,implausible,79,The campaigner was biased by the ballot.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,18,7,AI,passive,plausible,83,The speech was delivered by the congressman.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,19,7,AAR,active,plausible1,277,The protagonist beat the scoundrel.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,20,7,AI,passive,plausible,287,The clay was molded by the potter.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,21,1,AI,passive,implausible,313,The marcher was sung by the anthem.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,22,1,AI,passive,implausible,19,The aviator was maneuvered by the jet.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,23,7,AAN,active,plausible,181,The alcoholic hassled the guest.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,24,1,AI,active,implausible,71,The crop cultivated the villager.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,26,7,AAR,passive,plausible1,385,The communist was offended by the capitalist.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,27,1,AI,active,implausible,295,The sugar sprinkled the confectioner.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,28,4,AAN,active,plausible,157,The cynic dissuaded the participant.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,29,7,AI,active,plausible,13,The hooligan wrecked the vehicle.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,30,6,AAR,active,plausible0,227,The postman noticed the chaplain.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,31,4,AAR,active,plausible0,275,The pacifist placated the zealot.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,32,1,AI,active,implausible,33,The book completed the writer.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,33,6,AAR,active,plausible1,255,The sentry spotted the invader.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,34,5,AAR,passive,plausible1,251,The runner was encountered by the co-worker.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,35,5,AAR,passive,plausible0,201,The architect was calmed by the benefactor.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,36,6,AAR,active,plausible0,411,The entomologist disparaged the biologist.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,37,4,AAR,active,plausible1,229,The playwright begrudged the composer.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,38,7,AI,active,plausible,305,The winemaker uncorked the bottle.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,39,6,AI,passive,plausible,69,The target was reached by the guide.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,40,4,AI,passive,plausible,325,The trip was canceled by the archaeologist.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,41,2,AAR,passive,plausible1,203,The therapist was lauded by the hairdresser.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,42,2,AAR,passive,plausible1,269,The officer were alerted by the authorities.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,43,4,AAR,active,plausible1,187,The clown mocked the maniac.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,44,6,AI,passive,implausible,43,The maid was lifted by the cushion.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,45,1,AAN,passive,implausible,167,The magician was hypnotized by the crowd.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,46,5,AAR,active,plausible1,213,The trooper believed the immigrant.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,47,1,AAN,active,implausible,97,The troll enchanted the fairy.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,48,6,AAN,active,plausible,127,The speaker engrossed the audience.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,49,3,AAN,active,implausible,149,The rabble-rouser subdued the policeman.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,50,7,AAN,passive,plausible,367,The lab assistant was overwhelmed by the neuroscientist.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,52,5,AAR,active,plausible0,209,The sailor frightened the psychic.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,53,7,AI,active,plausible,77,The tycoon ran the company.
A1NP83KZYINWBB,3OF2M9AATGOQX3H4N8XW849EHGJZK1,54,5,AI,active,plausible,37,The vacationer left the shuttle.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,1,7,AAR,active,plausible0,376,The bachelor intrigued the blonde.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,3,1,AI,active,implausible,36,The bus exited the tourist.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,4,7,AAN,passive,plausible,174,The winner was congratulated by the panelist.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,5,7,AI,active,plausible,310,The bookseller calculated the profit.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,6,2,AAN,active,implausible,124,The trainee taught the craftsman.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,7,7,AAN,passive,plausible,134,The witness was questioned by the lawyer.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,8,7,AAR,passive,plausible0,186,The parishioner was embraced by the pastor.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,9,7,AAN,active,plausible,330,The barber shaved the old man.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,10,7,AAR,passive,plausible0,402,The excavator was reassured by the geologist.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,11,7,AAN,active,plausible,158,The loudmouth tormented the loner.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,12,1,AI,active,implausible,306,The clothes folded the laundress.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,13,5,AAR,active,plausible1,266,The cabbie disgusted the letter carrier.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,14,2,AI,passive,plausible,304,The apartment was redecorated by the copycat.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,15,7,AAR,passive,plausible1,406,The interviewer was befriended by the chairman.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,16,1,AI,active,implausible,82,The luggage dragged the flight-attendant.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,17,7,AAN,active,plausible,106,The fan pestered the filmmaker.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,18,6,AAN,active,implausible,328,The twins punished the babysitter.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,19,7,AAR,active,plausible1,232,The townspeople enraged the despot.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,20,7,AAR,active,plausible1,380,The meatpacker accused the butcher.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,21,1,AAN,passive,implausible,350,The experimenter was recruited by the subject.
A1O57XVTTB1PNZ,3HUTX6F6VUNJHJZ7WTGBSAGGG9W2OC,22,6,AAR,passive,plausible0,238,The sponsor was presented by the dealer.
