WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,Use
A20RCHED1QJNFN,0.333333333,162,4.3125,4.3125,,,"When I was younger, I would go to school and","It's raining tomorrow, so",1264,THE SURVEY VERY IMPORTAN,3YLPJ8OXX8DESMUTBWHUFI9LR374XL,Rejected,3JW0YLFXRTGDY86G1ZWSXB9RNIPWWZ,7,1,0,
A20RCHED1QJNFN,0.333333333,162,4.3125,4.3125,yes,USA,"When I was younger, I would go to school and day, they often go over classroom rules so you'll know what's allowed and what's not.","It's raining tomorrow, so The reason this sentence is confusing is the ambiguous ""it is"". Depending on wh",1529,THE WORK VERY IMPORTAN,3IH9TRB0FBZ0AS8FPSYREAF3R6TI1M,Approved,35LDD5557A4QYWIL8J7202D52C6MKC,6,1,0,
A20RCHED1QJNFN,0.333333333,162,4.3125,4.3125,yes,USA,Some kids feel nervous or a little scared on the first day of school because of all the new,"The reason this sentence is confusing is the ambiguous ""it is"". Dependi",1030,THE WORK VERY IMPORTAN,324N5FAHSXB72ZE1W93SYE1W8EPKVO,Rejected,3M81GAB8A0JGQ8CJUZ1QI8EKPJPQBE,7,1,0,
A1W7I6FN183I8F,0,54,1.5,5.625,yes,USA,"When I was younger, I would go to school and play sports with my friends at recess.","It's raining tomorrow, so make sure to bring an umbrella.",2024,"Some of theses sentences were entirely implausible, while others gave me pause as they could in fact occur in real life. In any case, thank you for the experience, and good luck in your research.",39AYGO6AFFKNVFK3SEN0EE21LG3N65,Approved,3JBT3HLQF82R8UEK00244LVDBNQZPX,7,1,4.125,TRUE
A25FH7PXC446RG,0,54,2.5,6.625,yes,USA,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I will stay inside and read a book.",2193,thank you,3SNR5F7R92TZUT2R1GT6LUYXGFXEI1,Approved,33IZTU6J811ZGRUXRZID25KDQ7ZSX9,7,1,4.125,TRUE
A22AL9CY652GH4,0,108,3.888888889,3.944444444,yes,USA,"When I was younger, I would go to school and read lessons in classrooms","It's raining tomorrow, so i have to cancel my schedule on tomorrow",1271,none,3XDSWAMB22SXET6WIXSK48PGMD1CQ9,Approved,3TAYZSBPLL8YFBR03AXKCFQHD12S28,7,1,0.055555556,
A22AL9CY652GH4,0,108,3.888888889,3.944444444,yes,USA,"When I was younger, I would go to school and colleges","It's raining tomorrow, so unless you wanna get drenched you're gonna need your umbrella",1155,none,36JW4WBR06KR4CR3Q9VR30IIS3XHFT,Rejected,3F1567XTNW5X2FXMWFNUR2JU1JMQ94,7,1,0.055555556,
A2U8QOJRKUCTWG,0,54,1,5.125,,USA,"When I was younger, I would go to school and hope that I never got bullied by other students.","It's raining tomorrow, so I will have to postpone my plans.",2383,{},3I6NF2WGIGWL2J330R00WOF4O965GZ,Approved,39O5D9O87TS7TCYNAOLPGKRRXCC3CW,7,1,4.125,
A22W4Y4UI182L2,0,54,4.7,4.7,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so",2350,{},3BAWBGQGYLZJ7K7HDFEJU9WA2UP7V5,Rejected,31HQ4X3T3SA4GXD8DGFPRBPQJYSLSJ,7,1,0,
A38BNV13AV0S8Y,0,54,2,6.125,yes,USA,"When I was younger, I would go to school and learn from my teachers.","It's raining tomorrow, so I will wear a jacket.",787,{},3PKJ68EHDNW79EDZ9ZMCIYAALAEJHY,Approved,382M9COHEHF6P4VKLZNLTHHUVY9UEI,7,1,4.125,TRUE
A39148ITT8EQCN,0,54,2.875,7,yes,USA,"When I was younger, I would go to school and learn about new things.","It's raining tomorrow, so I can't go play tennis.",351,{},34OWYT6U3WHIZXBAT5DKTGXMPIHI9V,Approved,3SEPORI8WNZKLQ8IBHK7EQ6IC4PZAM,7,1,4.125,TRUE
A3HHDPKL3O3O7Y,0.018518519,54,2.125,6.25,yes,USA,"When I was younger, I would go to school and stay there for 7 or 8 hours a day.","It's raining tomorrow, so I will take an umbrella if I go out.",822,{},3VADEH0UHCXSLYUDF63VJ83O3K1PSP,Approved,3TOK3KHVJTIQ3KWD25X6O1XORPI7OX,7,1,4.125,TRUE
A3QXFWX1PVH5MJ,0.018518519,54,2.125,6.25,yes,USA,"When I was younger, I would go to school and hang out with my friends","It's raining tomorrow, so i dont think i will be going out",829,{},3VGZ74AYTGG614CIF1N8AULEGQSCGE,Approved,3A4NIXBJ76Z1I203TJJ3F2QKRCBMLF,7,1,4.125,TRUE
A3RI9RLBGPG2B6,0.018518519,54,2.125,6.25,yes,USA,"When I was younger, I would go to school and learn school subjects such as math.","It's raining tomorrow, so I'm going to just stay inside.",668,{},3SU800BH86ST0NNW4ODKYEBMTD8UQ1,Approved,34MAJL3QP4N4Y8L8H9F7XMF35WW34E,7,1,4.125,TRUE
A3TOUB8313BPVS,0,54,2.75,6.875,yes,USA,"When I was younger, I would go to school and play games at recess.","It's raining tomorrow, so I will bring an umbrella.",2471,{},3FDWKV9VCN22F8P4CV63H5RHJCBUME,Approved,3JC6VJ2SABJMECOT4TDRPMZNB2JA5M,7,1,4.125,TRUE
A72LC42LU78IP,0,54,1,5.125,no,USA,"When I was younger, I would go to school and start to learn reading","It's raining tomorrow, so I got on my boot.",3499,{},3YKP7CX6G2F4Y69B8YNJTX23Z297BZ,Approved,3C44YUNSI1PO5T9O8ID7DTCAN8KPDY,7,1,4.125,
A24Z9YUZIMIAX0,0,54,4.125,4.5,yes,USA,"When I was younger, I would go to school and PLAY GAMES WITH MY FRIENDS","It's raining tomorrow, so I AM NOT GOING OUTSIDE",488,GOOD,3U18MJKL1UMCBWT425030EUBH2ENCX,Rejected,3KKG4CDWKIYQDAAOYIGHOZIP5R5491,7,1,0.375,
A252T7WQTVJNR3,0,54,5.25,5.25,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so",380,GOOD,3SZYX62S5G029QS27OW6QB2BP6N75Y,Rejected,3Q5C1WP23M1QKOBT8AKYEL6K78F15R,7,1,0,
A8UJNIY9R8S7W,0,54,2.875,7,yes,USA,"When I was younger, I would go to school and work very hard.","It's raining tomorrow, so I'll stay inside.",2363,{},3W3RSPVVGSRI9Q7JCJ5OHSCSJ7LULC,Approved,34J10VATJFYQDGQP09T74VIXK6AQII,7,1,4.125,TRUE
AJ4T7PTRYNSUW,0,54,1,5.125,,,"When I was younger, I would go to school and played with my friends.","It's raining tomorrow, so I think I'll stay inside.",2100,{},30OITAWPBQ3I320QNNVZT4W7P52H91,Approved,3C5W7UE9CFQWIWHS72MRQWL7YIHMXR,7,1,4.125,
ALEE1QD4TW9G4,0,54,2.5,6.625,yes,USA,"When I was younger, I would go to school and finish my lessons","It's raining tomorrow, so we cant go to the park",762,everything went fine,36D1BWBEHN1TVWG2TBWXBMWP0LR2M3,Approved,3RYC5T2D73TI63STQJ8RIITE267PRU,7,1,4.125,TRUE
A2580O4IYRX53L,0,108,4.888888889,4.444444444,yes,USA,"When I was younger, I would go to school and read a books.","It's raining tomorrow, so waiting for eat a ice cream.",1128,no comments,3YZ7A3YHR5TOSOCUVRUHL2Y7CK0S56,Rejected,3DY46V3X3PIP86CC9XMAHBJ1JRH55G,7,1,-0.444444444,
A2580O4IYRX53L,0,108,4.888888889,4.444444444,yes,USA,"When I was younger, I would go to school and read the book.","It's raining tomorrow, so want to eat ice cream.",2772,no comments.,3SMIWMMK615YKKJIGXCQQ3T8HEPUW5,Rejected,39U1BHVTDLROFT0YWAGF5URVLYBT34,7,1,-0.444444444,
AVXEDARJC5HLU,0,54,1.875,6,yes,USA,"When I was younger, I would go to school and hated every minute of it","It's raining tomorrow, so I will stay in and watch tv",3025,{},30EMX9PEVKJRA7XX2EYNNRHP9AVKSJ,Approved,3PEIJLRY6TTSN8B6B4SEZUNYWKVXWT,NA,1,4.125,
A25G5GC7IS14ZE,0.055555556,54,5.1,5.111111111,yes,USA,"When I was younger, I would go to school and playground also","It's raining tomorrow, so leave",1907,good,3EKZL9T8Y8MK107TZ75QVUXFVQ5HCI,Rejected,3QAPZX2QN4DYE27OU8E029KYI6G02K,7,1,0.011111111,
AYJGQBBK6KXZ7,0,54,1.5,5.625,yes,USA,"When I was younger, I would go to school and sit at my desk.","It's raining tomorrow, so I probably won't take the dog for a long walk.",398,{},3Q7TKIAPOTAWSOWXQOFZ7S84X7QDLL,Approved,3X3OR7WPZZ0MXDYZZI9KAKPP74J8L4,7,1,4.125,TRUE
A1ODA3Q5H6HTDQ,0,54,1.6,5.8,yes,USA,"When I was younger, I would go to school and play outside with my friends.","It's raining tomorrow, so I need to remember an umbrella.",2937,{},3TRB893CSJA0PNHMOKFXU8T0FF17GG,Approved,3MHW492WW0D4E7CX7NL92BOMI79MVO,7,1,4.2,TRUE
A1OW27AZS122X2,0,54,1.6,5.8,yes,USA,"When I was younger, I would go to school and improved my math skills.","It's raining tomorrow, so I will stay at home.",1662,None,3X4Q1O9UBHMOH0YKC3S5ZH2261S7O3,Approved,3K3R2QNK8B3PU843DO7Z13GJ41TU98,7,1,4.2,TRUE
A2NO44KT1KXFWC,0,54,1.9,6.1,yes,USA,"When I was younger, I would go to school and play Basket ball with my school friends.","It's raining tomorrow, so we can't enjoy the vacation.",2129,{},3PN6H8C9R4QFW55TTXQ9YEST3VRDA3,Approved,37UEWGM5HT8FPB9R5HX1HMBGZT0R1X,7,1,4.2,TRUE
A12TSLY8GXWHB4,0,54,1,5.2,yes,USA,"When I was younger, I would go to school and study math and science.","It's raining tomorrow, so I will wear rain boots and bring an umbrella",394,Thank you!,3P6ENY9P79WBE3TTRH1C6XVA8VPHIK,Approved,3KJYX6QCM9BEDZ6C4Q8HMJW5EDEVJT,7,1,4.2,TRUE
A2PIFMM4Q2I9ZS,0,54,2.2,6.4,yes,USA,"When I was younger, I would go to school and I would learn new things.","It's raining tomorrow, so I will bring an umbrella to work.",1219,{},3L1EFR8WWT5YP69KSX7ZQJKU9QPF91,Rejected,3Z4XG4ZF48RHX7FOD1C8LEKCEDV8XS,7,1,4.2,TRUE
A2717S28QHY09K,0.018518519,162,3.333333333,3.333333333,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant go",293,good,3DZKABX2ZI5PJ12D4WMUAVOO35GCV3,Rejected,36PW28KO4ZWMAVHMFU6UTG50OVLAEQ,7,1,0,
A2717S28QHY09K,0.018518519,162,3.333333333,3.333333333,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",648,good,33NKDW9FFXIHNQ784BNCYGL9JGOCX6,Rejected,3LJ7UR74RHDB2CEIZSZM60D9ADMN4D,7,1,0,
A2717S28QHY09K,0.018518519,162,3.333333333,3.333333333,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cant come",369,good,3ATYLI1PRT2H1VZMDCH2277BXWSJOM,Rejected,3ZOTGHDK5IBCMIG5Q8VHJSTKE3USO4,7,1,0,
A30NGIKN7761QK,0,54,2,6.2,yes,USA,"When I was younger, I would go to school and work very hard to become a doctor in future","It's raining tomorrow, so you better pack up some warm clothes",956,Engaging study,3FDWKV9VCN22F8P4CV63H5RHJCBMU6,Approved,3HMIGG0U4L66XC5YIXYA4SRLGJP8YY,7,1,4.2,TRUE
A3MSI825AJGCA5,0.037037037,54,2.1,6.333333333,yes,USA,"When I was younger, I would go to school and study while enjoying sport games","It's raining tomorrow, so I will stay indoor and enjoy the company of family.",725,The survey did not have any glith.,37PGLWGSJT62GTU1X249JPB20CTKIR,Approved,3G5W44VEU7IQ6MMZXG97NXT86QUKG2,7,1,4.233333333,TRUE
A1036BH0RBAF1O,0,54,1.375,5.625,yes,USA,"When I was younger, I would go to school and learn many different subjects.","It's raining tomorrow, so make sure to bring an umbrella",716,{},378G7J1SJLYHVOMWQXXLML75VQVEW8,Approved,37XITHEISW9ZCEJPLEMLYIU73QSCR9,7,1,4.25,TRUE
A1BNR1ZAF1QGWG,0,54,1.25,5.5,yes,USA,"When I was younger, I would go to school and learn subjects like math and history","It's raining tomorrow, so I should bring my umbrella when walking to work",846,{},3RWB1RTQDJNA2EF418XQ2H3NRQUP8P,Approved,3XXU1SWE8MVNJ52S7N7F8R3WUU80AR,7,1,4.25,TRUE
A28LMUIZO84GAX,0,54,5.5,6.125,yes,USA,"When I was younger, I would go to school and BOY","It's raining tomorrow, so MUCH",1166,NICE,3VLL1PIENQO71A4QVYKOQ1V1GT4ZOK,Rejected,3YWRV122CSZPG3LT8W1L17L8KVBU8J,7,1,0.625,
A28UQVGPAZZB67,0,54,5.5,5.125,yes,USA,"When I was younger, I would go to school and study with friends","It's raining tomorrow, so avoid to go outside",578,This survey is very interesting,3IH9TRB0FBZ0AS8FPSYREAF3R6TI1M,Rejected,374TNBHA8BVC3G5U4RFAQJCLAS7YQ1,NA,1,-0.375,
A1Q56N80RJLQ7S,0,54,1,5.25,yes,USA,"When I was younger, I would go to school and always learn something new.","It's raining tomorrow, so I'm going to plan errands for another day.",1966,"Thank you for allowing me to participate! Tried using the instructions of what is plausible of commonly occurring but some of the examples stumped me. Many were very clear though. Ones such as the president pardoned the traitor, might be viewed by many as not common, but as of recently especially in the past few years, others may say it is indeed common.",37G6BXQPLQLCBRQAEOYFUWPJ7PEEQ4,Approved,39ZSFO5CA8WE0KHCZ0YCQXUM065UJ3,7,1,4.25,TRUE
A1QGG767E07WBA,0.037037037,54,2,6.25,yes,USA,"When I was younger, I would go to school and play with all of my friends.","It's raining tomorrow, so I will enjoy the day by watching movies on the couch.",2088,Thanks!,375VMB7D4JJU2NOR5LIMFCGCG3WDI7,Approved,3DOCMVPBTNEXOKOOHXEI59J91UHNN8,7,1,4.25,TRUE
A1U4DNYKF6YUY3,0.037037037,54,2.75,7,yes,USA,"When I was younger, I would go to school and learn math, play games on the playground and eat lunch.","It's raining tomorrow, so I am going to stay inside and read books all day.",3063,{},3EQVJH0T40L1NH94LT0GK4XJJC5HT1,Approved,3ITXP059PWJYL7P8AV3CBWCYF9KSJL,7,1,4.25,TRUE
A1U69QDM8UIXZ5,0,54,2.25,6.5,yes,USA,"When I was younger, I would go to school and sit staring at a chalkboard each day.","It's raining tomorrow, so I need to get my arruns done today.",963,"It seems like this should have been yes or no questions instead of a scale, but because it was a scale I tried using more that 1 or 7. Please know I tried on this and needed the dictionary to look up some words.",3X0EMNLXEPP8DQBH9180UVNV2OVPVU,Approved,3CCZ6YKWR7J89TEOCNZRTRO35K1592,7,1,4.25,TRUE
A1UOIJJQTPB7M5,0.018518519,54,1.5,5.75,yes,USA,"When I was younger, I would go to school and then come home to do homework.","It's raining tomorrow, so I'll probably just stay home.",763,None,3LVTFB9DE5IAV5M1KJO3UZAVK5TGQN,Approved,36DSNE9QZ5YJNFXF3EM3RR2XINGOJP,7,1,4.25,TRUE
A1ZRK6K5JUPJAV,0,54,2.125,6.375,yes,USA,"When I was younger, I would go to school and try to understand what the teacher was teaching.","It's raining tomorrow, so I will bring along an umbrella.",1008,{},3WGZLY9VCHM1DHCEWZ6V2NMYD7RD8Z,Approved,3IKZ72A5B4GL0SB7J9V5X4A0Z3VNF1,7,1,4.25,TRUE
A24U4J5I2J4VFV,0,54,2.375,6.625,yes,USA,"When I was younger, I would go to school and complete my classwork and behave.","It's raining tomorrow, so I will stay inside and read a book.",462,{},3ZTE0JGGCESUTHTG3K0GF3UG7CJCO1,Approved,3G5F9DBFOPXIMTBMGQ5WA6GQ1O9VHT,7,1,4.25,TRUE
A2CJYS92WX7HN6,0.018518519,54,1,5.25,yes,USA,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I'm going to stay inside.",3464,{},3M93N4X8HKNWZNRFKTYBMCHCULVJSJ,Approved,39LOEL67OS55H98ATC5KEYV87IS38L,7,1,4.25,TRUE
A2E0LU8V4EUX5C,0,54,1.125,5.375,yes,USA,"When I was younger, I would go to school and take the bus both ways.","It's raining tomorrow, so I will bring my umbrella.",1247,"page loaded fine, no technical issues",3NZ1E5QA6Z1PB2VSK58MVDO78WE5BI,Approved,39GAF6DQWR07IIQ8E12BIJ0JKWF1VW,7,1,4.25,TRUE
A2JP9IKRHNLRPI,0,54,1.75,6,yes,USA,"When I was younger, I would go to school and dread every minute of it.","It's raining tomorrow, so I should make sure I have an umbrella.",1494,{},3FBEFUUYRK5GBWQEJAIVS8I1M94A68,Approved,3QBD8R3Z21JTKXEU07ZZLPDE0NS4OA,7,1,4.25,TRUE
A2PSR3CMNR1R9X,0,54,2.125,6.375,yes,USA,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so we may have to cancel our picnic.",1760,{},3KLL7H3EGD1G09DTQO0VLML4GXLHVH,Rejected,30X31N5D63QNKEM4GPQZIX9FPMRASO,7,1,4.25,TRUE
A2BUHMLNE3LUU0,0,54,5.75,4.875,yes,USA,"When I was younger, I would go to school and learned many subject","It's raining tomorrow, so I will take an umbrella",1569,NONE,3H6W48L9F4PLSFBMZBDWGX699XXPW4,Rejected,3RJSC4XJ10UQDZQBCRGY0GNA2G705L,7,1,-0.875,
A2RVFMCKSSEHDV,0,54,2.625,6.875,yes,USA,"When I was younger, I would go to school and play at recess with my friends.","It's raining tomorrow, so I have to take an umbrella to work.",1612,none,3LN50BUKPVB5HLZNVX6U7MPTBQTPLB,Approved,336KAV9KYQSVBX392GP9U1EIUJV2YN,7,1,4.25,TRUE
A32JEH06T23HDF,0,54,2.375,6.625,yes,USA,"When I was younger, I would go to school and learn how to read and write","It's raining tomorrow, so we will stay inside",629,{},31MBOZ6PAORMNWQJQSKONMQMC7ECLK,Approved,3V0Z7YWSIY0E7384X52PN2AOC5RV2B,7,1,4.25,TRUE
A2CD4H68NVVC5A,0,54,6.375,6,yes,USA,"When I was younger, I would go to school and riding books","It's raining tomorrow, so is leave",262,well study,3MQY1YVHS3KXC5C52M6OX6LVOMNB2N,Rejected,37Z929RLG98SZALDMPHGD2Z7DBBSTQ,7,1,-0.375,
A3388HIWAKD3DV,0,54,2.625,6.875,yes,USA,"When I was younger, I would go to school and learn a lot of interesting topics.","It's raining tomorrow, so bring your umbrellas.",638,"None, thank you!",368IUKXGA58NY0WG8T0SI37WLV4P63,Rejected,34BBWHLWHABVXDMBCISDWK0J87UIWH,7,1,4.25,TRUE
A3FGT6EU39C6S4,0,54,2,6.25,yes,USA,"When I was younger, I would go to school and study for many different subjects.","It's raining tomorrow, so I should grab an umbrella before I leave.",2747,A3FGT6EU39C6S4,3KWGG5KP6J26TE84Q4L3NZ5BCC4MCW,Approved,3YHH42UU5BF4FOTW4EW5H5J7O66L0T,7,1,4.25,TRUE
A3QS96739O5M6F,0,54,1,5.25,yes,USA,"When I was younger, I would go to school and work with my teachers.","It's raining tomorrow, so I'm planning to stay home.",2149,thanks,3PKJ68EHDNW79EDZ9ZMCIYAALAEHJW,Approved,3URFVVM165I40ZMGHM1YERICJ4IUZO,7,1,4.25,TRUE
A2CHN7YRG2LE9E,0,54,4.75,5,yes,USA,"When I was younger, I would go to school and college in degree finished.","It's raining tomorrow, so sun in the earthup surrounding.",570,{},3NSCTNUR2ZNKSSQ0ER8Q0241QETA5S,Rejected,3PXX5PX6LXYO3S525344S8ZFLY5ABN,7,1,0.25,
A3RHJEMZ4EGY2U,0,54,2.5,6.75,yes,USA,"When I was younger, I would go to school and talk to my friends all day.","It's raining tomorrow, so I will not be able to go to the park.",3337,{},359AP8GAGGKN8B1HMYJE4H8LHN97C6,Approved,3QY5DC2MXRKYVIVGGA7RBZ2U7ZOUF0,7,1,4.25,TRUE
A3W341JMZSKATX,0,54,1.25,5.5,yes,USA,"When I was younger, I would go to school and learn maths","It's raining tomorrow, so",3597,{},366FYU4PTGPQ0OSF1JEIYADA8JMKEI,Approved,3OF2M9AATGOQX3H4N8XW849EHDKZKW,7,6,4.25,
AH4CXTYVNHRJK,0,54,1.375,5.625,yes,USA,"When I was younger, I would go to school and learn whatever lesson the teacher had for us.","It's raining tomorrow, so i wont be going anywhere",353,{},3UEDKCTP9VQ5R9D5EB0CS0LTMWIK7W,Approved,3B2X28YI3WFNGQTZFQNSC3XTPIE6BY,7,1,4.25,TRUE
AJXIC6Q5EM76P,0,54,1,5.25,yes,USA,"When I was younger, I would go to school and socialize with my friends.","It's raining tomorrow, so I will need to bring an umbrella with me.",1297,{},341YLJU21IZ7ZDQB8WY5JTP8JC7I23,Approved,3WYGZ5XF3WFTWRVQSG3OCBCBUYKSKK,7,1,4.25,TRUE
AU2RMH9IZP60M,0,54,1.875,6.125,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I'm going to bring an umbrella with me.",2366,Thank you for having me.,3UAU495MIISQFBAGPBLG99GME5WUOL,Approved,3QY5DC2MXRKYVIVGGA7RBZ2U7EOFUF,7,1,4.25,TRUE
A2D62KZUMKIA8K,0.018518519,54,5.2,5,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so",342,GOOD,3L4YG5VW9NSDUC85D7HBOF0ZOYODD5,Rejected,3J2UYBXQQLCMW3QPHAQ3SM1AYBI061,7,1,-0.2,
A2DNAK7ZHXUL77,0,54,5,3.75,yes,USA,"When I was younger, I would go to school and learn a things","It's raining tomorrow, so It is going to rain tomorrow",1849,no negative things,3X55NP42EOGO1H9YPR2UB0VCB42P3X,Rejected,3M81GAB8A0JGQ8CJUZ1QI8EKPGRBQV,7,1,-1.25,
A2DVJ6OMVVYTC7,0,54,4,4.75,yes,USA,"When I was younger, I would go to school and I would learn and go to gym and play with the other kids.","It's raining tomorrow, so I need to put the chairs and grill under the deck.",3341,{},3RQVKZ7ZRKJAAT9FP5U8S4ZZ5WW72X,Rejected,3FE7TXL1LINM2VCNB68FHFBGVAE2QK,7,1,0.75,
A2DWIUJI9NIHFW,0.018518519,54,4.5,4.125,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so holliday",2232,good,379OL9DBSSE4PXQFXNZNF4RAF1F9YS,Rejected,3FPRZHYEPY73SL4N15GU6CFGIJRV3M,7,1,-0.375,
AXMPSUNKUBEIL,0,54,2,6.25,yes,USA,"When I was younger, I would go to school and learn about math and history","It's raining tomorrow, so I will stay home and read a book",881,Thank you!,3OJX0UFJ0Z7N8O6ANM2YCJLXJD49UU,Approved,33IZTU6J811ZGRUXRZID25KDQ7ZXSE,7,1,4.25,TRUE
A2CPI18KZN30KW,0,54,1.5,5.8,yes,USA,loved to study books,its better to take an umbrella,587,All the best,3A9LA2FRWSE84YIOQ31D97IPW8THXK,Approved,3DBQWDE4Y6YTYVIIDXIWBSJNA9HN5I,7,1,4.3,TRUE
A2YHOJLEZR8663,0,54,1,5.3,yes,USA,"When I was younger, I would go to school and meet up with my friends before class and go over our homework.","It's raining tomorrow, so I will have to put off my plans to clean up my yard.",1641,{},363A7XIFV4M1QM5FKIQ340Y032VAVZ,Approved,3WETL7AQWT8MURP8VEYH2ELH5SR53L,7,1,4.3,TRUE
A1QT7BQZVOBSY0,0,54,2.375,6.75,yes,USA,"When I was younger, I would go to school and play, during recess, with my friends.","It's raining tomorrow, so I will probably stay inside and do some housecleaning.",897,{},3XT3KXP24ZYVHE9CVYA8966KZH9I6K,Approved,3MHW492WW0D4E7CX7NL92BOMI79VMX,7,1,4.375,TRUE
A1R37XA9QPSIAN,0,54,2.625,7,yes,USA,"When I was younger, I would go to school and study with my friends.","It's raining tomorrow, so I better bring an umbrella",474,Some things may have been plausible but they were highly unlikely.,373L46LKP76YB4E7FKP9VQQ2DRIKJ3,Approved,3SBEHTYCWN3ZMIHBRJA1HHLZJFRYIT,7,1,4.375,TRUE
A2EIIZ92P8UC7Q,0,54,6.625,6.25,yes,USA,"When I was younger, I would go to school and also study.","It's raining tomorrow, so very cool day.",1171,nice,3YLPJ8OXX8DESMUTBWHUFI9LR374XL,Rejected,3FE7TXL1LINM2VCNB68FHFBGVDD2QP,7,1,-0.375,
A2FGKKWP33DFWS,0,54,1,5.375,yes,USA,"When I was younger, I would go to school and study hard to make good grades","It's raining tomorrow, so I will make sure I have an umbrella with me",1483,{},3UQ1LLR26A8YUHTL6EOXHR0YC4TALG,Approved,3YZ8UPK3VTMRS6B6P8HQ3THRAMWUCP,7,1,4.375,TRUE
A2I37S7GQR6X1H,0,54,2.5,6.875,,USA,"When I was younger, I would go to school and take notes during my classes.","It's raining tomorrow, so be sure to take your umbrella with you.",820,{},3J9L0X0VDFM00SVFIMHZU76U4TF9WT,Approved,3FTYUGLFSULKCJR5O34TFN7TW8F5DO,7,1,4.375,
A2INXY39KBM92F,0,54,1.25,5.625,yes,USA,"When I was younger, I would go to school and enthusiastically learn about many things.","It's raining tomorrow, so I will plan what I'll wear accordingly.",467,{},322ZSN9Z5GK7B5L96MGXQFOFE7J4T2,Approved,3Z7EFSHGN9EJ9A51UDSDN0GV44DXCK,7,1,4.375,TRUE
A2IQ0QCTQ3KWLT,0,54,2.25,6.625,yes,USA,"When I was younger, I would go to school and clean the blackboard of chalk","It's raining tomorrow, so I will being an umbrella",2067,{},3WGCNLZJKF8J2HSTXEXGNDZQZ1LD1F,Approved,308Q0PEVB8DKLH93J7ILI0S8A66I9O,7,1,4.375,TRUE
A2N9U74YIPDQ9F,0,54,1.5,5.875,yes,USA,"When I was younger, I would go to school and listen to the teacher.","It's raining tomorrow, so I'll plan to bring an umbrella.",393,{},351S7I5UG9WZJAZACXHPNI767MNJN7,Approved,3OXV7EAXLEQIDVPM0X8MUKZH1N236Z,7,1,4.375,TRUE
A2ONILC0LZKG6Y,0,54,1.875,6.25,yes,USA,"When I was younger, I would go to school and talk with my friends during recess.","It's raining tomorrow, so we won't be able to host the picnic at the park.",519,{},3BFNCI9LYKQZVB5YT58DBE4RBAW738,Approved,3TE3O857308MEWRNOLXFM5LLRWG2RL,7,2,4.375,TRUE
A2R75YFKVALBXE,0,54,1,5.375,yes,USA,"When I was younger, I would go to school and study hard and socialize.","It's raining tomorrow, so I'll exercise in my apartment instead of going to the park.",3519,"None, thanks!",3BO3NEOQM0HW4GLFLBRKPB86V0ZAI2,Rejected,3W92K5RLWUH660RRFO4NL9D0WCJV57,7,1,4.375,TRUE
A2TVJTQ4VXATE6,0,54,1.625,6,yes,USA,"When I was younger, I would go to school and learned my countries history.","It's raining tomorrow, so I will bring an unbrella.",672,{},3UOMW19E6D68L7NYY54H6XUPQHE5CP,Approved,3VE8AYVF8MX0XLO3D76MF7K5A8X8FZ,7,1,4.375,TRUE
A2Y7RA3JIQXV6M,0,54,1,5.375,yes,USA,"When I was younger, I would go to school and have some spicy foods.","It's raining tomorrow, so come back soon.",1133,{},31KSVEGZ34S64SR1C3HLLS6OAFLRWY,Approved,37QW5D2ZRGM91QTPJR6LM63KZYRS82,7,1,4.375,TRUE
A2ZJS73XSSMRTD,0,54,1.125,5.5,yes,USA,"When I was younger, I would go to school and learn different subjects daily.","It's raining tomorrow, so I will likely stay inside.",589,{},34F34TZU7WZ3UOAHQEJ5VU48WRW2JZ,Approved,3FE7TXL1LINM2VCNB68FHFBGVADQ27,7,1,4.375,TRUE
A36IO8HVVL5WTZ,0,54,1.875,6.25,yes,USA,"When I was younger, I would go to school and make sure to bring my homework.","It's raining tomorrow, so I will stay in and read.",1383,"Some of these were pretty difficult to visualize, and I'm not sure that I got 100% but feel confident that I was able to do most correctly.",39HYCOOPKOLGY6EIQ0GE75NTXCGMDW,Approved,3ZAZR5XV01I8E55GVVGYKLW6C4CCZX,7,1,4.375,TRUE
A3CH1Z6J9R38G9,0,54,1,5.375,yes,USA,"When I was younger, I would go to school and study hard all day.","It's raining tomorrow, so bring your umbrella for the trip.",1920,{},3BCRDCM0ODUMN9Z0V1VKMMLXRLYK6X,Approved,3TU5ZICBRD1XOAECRNHGR6OJHA5Q8A,7,1,4.375,TRUE
