WorkerId,HITId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,profcheck,good_data
A3E8SXH0BAYG85,3RSBJ6YZECQ1WTDQUMQHN9FJ5R0OFI,0,54,1.625,6.125,yes,USA,"When I was younger, I would go to school and","It's raining tomorrow, so I will surely bring an umbrella with me.",467,Thank you,Approved,3WJ1OXY92AG51U7V2RKU169EELS8AH,7,1,4.5,yes,yes
A3EHDY67QENKPT,3XBYQ44Z6P4JK74TGSMGL776Z27TW7,0,54,1.75,5.875,yes,USA,"When I was younger, I would go to school and look forward to cheerleading practice every afternoon.","It's raining tomorrow, so I am going to put off my trip to the zoo.",816,Very interesting and fun,Approved,3EO896NRAWVZ072NZV82L18KIL6TJ6,7,1,4.125,yes,yes
A3EP5HTL8IEJTA,3XABXM4AJ15V2QGJ1LCF2MTXXO68QU,0.018518519,54,4.857142857,2.75,yes,USA,"When I was younger, I would go to school and sports","It's raining tomorrow, so program porogram date change",1444,good and easy survey pl saprrove this survey thank youy very use full.,Approved,3C44YUNSI1PO5T9O8ID7DTCAOYNDP6,7,1,-2.107142857,NA,no
A3ET986FZ192TK,3R15W654VDTQHX02VALJ7RF3HO4LQS,0.018518519,54,4.625,4.75,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so i happy",1310,I like this one,Approved,3S96KQ6I9M4MXL2VPZMRI3D7D19TDS,7,1,0.125,NA,no
A3F51C49T9A34D,3LB1BGHFL2WN9CZTVT4464SMAA7TY6,0,54,2.375,7,yes,USA,"When I was younger, I would go to school and study reading and writing.","It's raining tomorrow, so I stayed indoors.",1065,{},Approved,3ZDAD0O1T1D0VR7CGZN3CAGZTJKTXT,7,1,4.625,yes,yes
A3F5Z5S2AHMN2O,3YZ7A3YHR5TOSOCUVRUHL2Y7DMQ5SE,0,54,1.5,6.25,,USA,"When I was younger, I would go to school and attend my classes.","It's raining tomorrow, so I will stay inside and clean.",437,{},Approved,32Z9ZLUT1LKNW92PFEJIFEMI6LKOH9,7,1,4.75,NA,no
A3FJCLBK3HF4PD,3NBFJK3IOHI7AT9L56WZ5UFV660OGH,0,54,1.25,6.375,yes,USA,"When I was younger, I would go to school and learn new things everyday.","It's raining tomorrow, so don't forget your umbrella.",753,{},Approved,3KXIR214I4GFDQPPD912ECAB0B242X,7,1,5.125,yes,yes
A3FNC8ELMK8YJA,3ZFRE2BDQ9EUVJIIWP7K9EMUT0ZXZK,0,108,1,6.6,yes,USA,"When I was younger, I would go to school and study in class all day","It's raining tomorrow, so I shall take my umbrella with me",1867,{},Approved,3R2PKQ87NW8ZS1SX8GMQNMYSBYKIMH,7,1,5.6,yes,yes
A3FNC8ELMK8YJA,3CRWSLD91K472357G9UUIZZS1QNMOT,0,108,1,6.6,yes,USA,"When I was younger, I would go to school and learn lots of new things.","It's raining tomorrow, so I shall stay at home and read a book.",2907,{},Approved,3EFE17QCRC52U1UIMV0RZJWJ2HGSHG,7,1,5.6,yes,yes
A3FPBLKQZ3U2WP,3HA5ODM5KAS5QIR91ICUP0S6QARVSA,0,54,1,4.75,yes,USA,"When I was younger, I would go to school and bring a book with me.","It's raining tomorrow, so I will stay at home",1420,Nice task and thanks for the opportunity,Approved,3K4J6M3CXETKU9DDLPWITJQC243GA3,7,1,3.75,yes,yes
A3FT3XPTOWHJMY,3MIVREZQVHYFXRIKAA9ISR2OSOZQKU,0,54,1,6.125,,,"When I was younger, I would go to school and read books during lunch break.","It's raining tomorrow, so I will not walk outside",1785,{},Approved,34X6J5FLPTYM8RAVIRE7GWXXYE5QJN,7,1,5.125,NA,no
A3G5IPGLH1IIZN,371DNNCG4428U68BIP6A7R4KHV58T8,0,54,1.875,6.375,yes,USA,"When I was younger, I would go to school and suffer through until they let me out.","It's raining tomorrow, so I won't be able to go fishing.",1364,"2 years ago, ""the doctor closed the school"" wouldn't have seemed plausible.",Approved,3HVVDCPGTESPVWXMLV95VON8VPHTY2,7,1,4.5,yes,yes
A3G5OWGKHW6OL5,3J06WJ78HNKLIA8DVDHZ0NCDPELVVF,0,54,3.25,5.5,no,USA,"When I was younger, I would go to school and look for my friends in the cafeteria for breakfast.","It's raining tomorrow, so I will go to the park today and not work out tomorrow.",2959,{},Approved,32AT8R96GL97ZN02MU7QIYL9XIQSUC,7,1,2.25,NA,no
A3G8OON0TDPN1E,3QMELQS6Y5B8ADCVLL4HNY7BNFHR6R,0,54,2,6,yes,USA,"When I was younger, I would go to school and attend all my classes.","It's raining tomorrow, so I will take an umbrella.",952,cool beans,Approved,3DI28L7YXAEQG74MJBD1IFCXLUIE1W,7,1,4,yes,yes
A3GXC3VG37CQ3G,3MWOYZD5WVODKLQ7SA9UVEOS7IMONP,0,54,1.375,5.625,yes,USA,"When I was younger, I would go to school and teach my eighth grade math class.","It's raining tomorrow, so I will be stuck inside.",1371,{},Approved,3KYQYYSHYV76KTXNTI0SOT7KETTDOR,7,1,4.25,yes,yes
A3HEYIOPD563MD,34F34TZU7WZ3UOAHQEJ5VU48XTLJ2A,0,54,5.4,5.6,yes,USA,"When I was younger, I would go to school and the","It's raining tomorrow, so the",645,my best result,Approved,3X4JMASXCM9S2F7KD17B32N2D5ZB0Q,7,1,0.2,NA,no
A3HP7L563UF5DW,36FFXPMST9OLAP4WPCEHQURWL6DOHG,0,54,1.5,6.125,yes,USA,"When I was younger, I would go to school and learn about all sorts of things.","It's raining tomorrow, so I made sure my umbrella and rainboots were near the door.",234,{},Approved,3P1L2B7AD1PPI5LF6ZYG76FPN2TOLG,7,1,4.625,yes,yes
A3HYKJ2457U3EN,3LVTFB9DE5IAV5M1KJO3UZAVL7IQGR,0.009259259,108,4.0625,3.875,yes,USA,"When I was younger, I would go to school and i have to play","It's raining tomorrow, so i will not go outside",3576,{},Approved,3GLB5JMZFXVISGGP5ZNKJKYIN70DG2,7,1,-0.1875,NA,no
A3HYKJ2457U3EN,38EHZ67RIMSJAQO9SQHMDQQQA4WMG6,0.009259259,108,4.0625,3.875,yes,USA,"When I was younger, I would go to school and play ground with my friends","It's raining tomorrow, so i am watched weather report",2271,useful study,Rejected,3OWEPKL089C8LZW11QXT9CXJ1FCN7X,7,1,-0.1875,,no
A3HZFB2JLF3JMY,31J7RYECZLQ20TGLAVV46Q7V9CD1LE,0.009259259,108,3.625,3.875,yes,USA,"When I was younger, I would go to school and learn all day","It's raining tomorrow, so I might just stay at home",1268,n/a thank you!,Approved,31Q0U3WYDPF57SPCW3ZVC5KGZ7E713,6,1,0.25,NA,no
A3HZFB2JLF3JMY,379OL9DBSSE4PXQFXNZNF4RAF1F9YS,0.009259259,108,3.625,3.875,yes,USA,"When I was younger, I would go to school and graduate with a degree","It's raining tomorrow, so I must stay home",1402,n/a thanks!,Rejected,3FQ5JJ512LOWGE3LKKM2DH257ZCKN0,7,1,0.25,,no
A3I1W58P6SIV26,3UL5XDRDNCJ694XLHTOC4BY61SJ85H,0,108,1.333333333,6.5,yes,USA,"When I was younger, I would go to school and learn about science","It's raining tomorrow, so I will bring an umbrella with me",2409,{},Approved,3KB8R4ZV1E7PDJI5R3WEOUAIKMOGBY,7,1,5.166666667,yes,yes
A3I1W58P6SIV26,3GITHABACYLZDE125CBXO1LP5B12N3,0,108,1.333333333,6.5,yes,USA,"When I was younger, I would go to school and learn as much as I could","It's raining tomorrow, so I will wear a raincoat",3242,"Interesting study, I liked it!",Approved,3OCHAWUVGOK1S8HPMQ9BBJT39DMKXK,7,1,5.166666667,yes,yes
A3I9FTHSULHPYS,3ATYLI1PRT2H1VZMDCH2277BYYHOJL,0,108,1.111111111,5.888888889,yes,USA,"When I was younger, I would go to school and look forward to recess.","It's raining tomorrow, so I will stay home and clean.",244,none,Approved,3VBEN272MKZOU5Z72PI9EJKIOAAGSZ,7,1,4.777777778,yes,yes
A3I9FTHSULHPYS,3X878VYTIEIUBNLRD09FCNTOE01F7P,0,108,1.111111111,5.888888889,yes,USA,"When I was younger, I would go to school and study math, science, and english.","It's raining tomorrow, so I will stay inside all day long.",279,none,Approved,3FTYUGLFSULKCJR5O34TFN7TW5G5DJ,7,5,4.777777778,yes,no
A3ICFB5LP54FO2,306W7JMRYYY8YKEUI3FP7XYYBO58BI,0,54,3.2,5.8,yes,USA,"When I was younger, I would go to school and i will play with my friends and attend the exam.","It's raining tomorrow, so try to stay indoor",1842,good,Approved,31LVTDXBL7ASFIDVYRFK11KUYPDLRM,6,1,2.6,NA,no
A3IRFD9O4M284F,3SD15I2WD2UGRBRTAV3L504VH12633,0.018518519,108,5.625,5.466666667,yes,USA,"When I was younger, I would go to school and In the evening I would play with friends.","It's raining tomorrow, so I'm not going to play",2092,This survey is nice,Approved,3D8YOU6S9EK2CP25FH4NHTPHFTS6U3,7,5,-0.158333333,NA,no
A3IRFD9O4M284F,37VE3DA4YUH1RVFNL79VKARXD55HBB,0.018518519,108,5.625,5.466666667,yes,USA,"When I was younger, I would go to school and park","(B) It is raining tomorrow, so it is a holiday for schools",1398,nice survey,Rejected,3JC6VJ2SABJMECOT4TDRPMZNB2J5AH,7,1,-0.158333333,,no
A3K9GTQBOI7O5A,3OZ4VAIBEXFCRF8JEO3GXZ1JUREVJU,0.018518519,54,1.6,5.666666667,yes,USA,"When I was younger, I would go to school and study really hard for the tests.","It's raining tomorrow, so I will stay at home,",3094,{},Approved,3WQQ9FUS6AUAK4CN85KQWHTKW3BB8D,7,6,4.066666667,NA,no
A3KF6O09H04SP7,3XJOUITW8URE0A874JNATIPKB1QQT0,0,162,1.357142857,6.464285714,yes,USA,"When I was younger, I would go to school and do my best to complete all the assignments that day.","It's raining tomorrow, so I'll stay in an watch movies.",1156,Thanks!,Approved,351SEKWQS0HIKQCBG2LFWPIFJTEDMC,7,1,5.107142857,yes,yes
A3KF6O09H04SP7,33P2GD6NRNS2KYJHRKMOJDAN0ZEHKV,0,162,1.357142857,6.464285714,yes,USA,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so I'll stay home and watch a movie.",369,Thanks!,Approved,378XPAWRUCDYQ0J8BDWLEV3SGOOIA3,5,1,5.107142857,yes,no
A3KF6O09H04SP7,3IZPORCT1F9O72WCH4VLKPW1VR8HRO,0,162,1.357142857,6.464285714,yes,USA,"When I was younger, I would go to school and listen attentively to my teacher.","It's raining tomorrow, so I will stay home and watch movies.",1847,Thanks!,Approved,3HYA4D452RJPB6MEXQXL5G72OB8F2C,7,1,5.107142857,yes,yes
A3KK1BNF5H0N1Z,3DW3BNF1GHIN7YC0NK6P89S5EGL8VO,0.009259259,108,3.777777778,4.555555556,yes,USA,"When I was younger, I would go to school and Meet up with my friends and play video games and get ready for class","It's raining tomorrow, so I will stay indoors and watch movies and relax.",1643,{},Approved,3OB0CAO74HPZQN6RL1SGH5KKKVKYHV,7,1,0.777777778,NA,no
A3KK1BNF5H0N1Z,3126F2F5F83RBFPVEBJQURZ92TSPEO,0.009259259,108,3.777777778,4.555555556,yes,USA,"When I was younger, I would go to school and fall asleep in study hall.","It's raining tomorrow, so I will stay inside and watch movies",909,{},Rejected,3WQQ9FUS6AUAK4CN85KQWHTKVA58BH,7,1,0.777777778,,no
A3MKLN7QFTETQ,379OL9DBSSE4PXQFXNZNF4RAG34Y9B,0,54,4,4.75,yes,USA,"When I was younger, I would go to school and i see my friends","It's raining tomorrow, so i took my umbrella in bag",3366,{},Approved,30ZX6P7VF8V5G88AGGO6KEZUI8SJ23,7,1,0.75,NA,no
A3MLUEOP3CCLXL,37ZQELHEQ0YPKI5VFUUH3AZNCI7NM9,0.037037037,54,1.166666667,7,yes,USA,"When I was younger, I would go to school and get good grades and perfect attendance.","It's raining tomorrow, so I guess I will have to postpone the yardwork.",1737,{},Approved,388U7OUMF71FIMO99YT13HS6VR3R0K,7,1,5.833333333,yes,yes
A3N0QZ9ZKUCTCQ,33NOQL7T9OZ4GIHAOHVSTF512RR8ZO,0,54,2.25,6.625,yes,USA,"When I was younger, I would go to school and slept while the teacher lectured.","It's raining tomorrow, so I need to prepare an umbrella.",1693,{},Approved,31QNSG6A5RTNIS9XVO8ARF7ODDM87Q,7,1,4.375,yes,yes
A3NXT3OVGL7QNR,37Y5RYYI0P5XU7W41XDCDLPR6LZXSF,0,108,1.25,6.85,yes,USA,"When I was younger, I would go to school and meet with my friends.","It's raining tomorrow, so it looks like our plans are canceled.",1763,None. Thank you.,Approved,33FOTY3KEMLBJ9K8NK76SRCU0I51CQ,7,1,5.6,yes,yes
A3NXT3OVGL7QNR,3WRAAIUSBJZTUBAAKXRLSLVLJD3AX2,0,108,1.25,6.85,yes,USA,"When I was younger, I would go to school and fall asleep at my desk.","It's raining tomorrow, so I think it's safe to assume we won't be going fishing.",1835,None. Thank you.,Approved,3DHE4R9OCWBVP6I98A33N17EPQ4G28,NA,1,5.6,NA,no
A3O5TJE0GU5TPB,35ZRNT9RUIY6GHXXARPFM0QM21VO39,0.018518519,54,3.2,6.8,yes,USA,"When I was younger, I would go to school and studied my syllabus","It's raining tomorrow, so I  took umbrella.",3469,Gathering more information,Approved,34J10VATJFYQDGQP09T74VIXLZGQIB,7,1,3.6,yes,yes
A3OHYXTHW11HS7,3J9UN9O9J3SWYE73BRFRC6BT0V1J0Q,0,54,1.75,6.625,yes,USA,"When I was younger, I would go to school and play with my friends and classmates.","It's raining tomorrow, so I need to be prepared with an umbrella.",1434,{},Approved,39LNWE0K4UWI59X6HIDCEWFMOKNIU9,7,1,4.875,yes,yes
A3OT9EHUD1UORR,3Y40HMYLL1ID9KO8Q28CSM7FRIKXUV,0,108,6.222222222,6.388888889,,USA,"When I was younger, IThis has been a long debated question in my life. I believe and study","It's raining tomorrow, so schools will be leave",665,good,Approved,3K5TEWLKGVBIIOM6M8NHAIH52RWIVY,6,1,0.166666667,NA,no
A3OT9EHUD1UORR,3PA41K45VN4620ALR35KOH7SG6O7PK,0,108,6.222222222,6.388888889,yes,USA,"When I was younger, I would go to school and study","It's raining tomorrow, so I cannot go to school",1276,good,Rejected,3G5F9DBFOPXIMTBMGQ5WA6GQ1LAVHO,7,1,0.166666667,,no
A3OZ8KF0HWSVWK,3OPLMF3EU5N5E0NAFIT23XKYCDHLN5,0,54,1,6.875,yes,USA,"When I was younger, I would go to school and learn about math and reading.","It's raining tomorrow, so I can't cut the grass.",491,{},Approved,3YDGXNSEOZUQZ5RETQA3O3NEMBU844,6,1,5.875,NA,no
A3PDR75KYPYK4Z,34HEO7RUG6U9XFOYBYLT339XJY7RAH,0,108,5.6875,5.6875,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so i will not come for training",3266,good,Approved,3JAOYWH7VI4MBIH94AFYAGK0S379LN,7,1,0,NA,no
A3PDR75KYPYK4Z,37SQU136V7OPAMCHHLDLMBYHB68118,0,108,5.6875,5.6875,yes,USA,"When I was younger, I would go to school and attending cultural activities","It's raining tomorrow, so i will not the class",880,good,Approved,3MYYFCXHJ375SKXWCOMRGG4CAU7G4S,7,1,0,NA,no
A3PLWSCPFLCEGI,3O4VWC1GEW6SF660UEXAE49037LJ3L,0,54,1.625,7,,,"When I was younger, I would go to school and educate the teachers.","It's raining tomorrow, so I will be out getting some sun.",517,{},Approved,3VAR3R6G1P1U3Y1WCAPC21TJ32U8OE,7,1,5.375,NA,no
A3PR7FCPPZ88JR,37M4O367VJILUTZPBUYV9TZ1LX85M2,0,54,5.1,4.8,yes,USA,"When I was younger, I would go to school and collage","It's raining tomorrow, so i don't go out",1626,good to work,Approved,3VNL7UK1XFJJV5GRG5HH63GSPEPTF3,7,1,-0.3,NA,no
A3PRQ2GSU42718,3CO05SML7V5DW2QGJWO0EXXKACVR0Q,0.018518519,54,1.125,7,yes,USA,"When I was younger, I would go to school and study and talk with friends.","It's raining tomorrow, so I will go to a movie.",494,{},Approved,3H8DHMCCW9BNU2C8VQ8ZHCQBUOHDK5,7,1,5.875,yes,yes
A3PYD7EU2WFST6,3VI0PC2ZAYKIWF4BUGW3TGFQ9WWXOI,0,108,2.4375,6.75,yes,USA,"When I was younger, I would go to school every day of the week except Sunday","It's raining tomorrow, so i have to carry with me an umbrella",2614,the study was really interesting though somewhat technical,Approved,30LB5CDZNCAOKDA0JFNEPKU548KZ0J,6,1,4.3125,NA,no
A3PYD7EU2WFST6,344M16OZKIFR8UDIYW6YQ2UE2ERENH,0,108,2.4375,6.75,yes,USA,"When I was younger, I would go to school and really enjoy the company of other students.","It's raining tomorrow, so i have to buy myself an umbrella",1944,The study was interesting and challenging at the same time,Approved,38F71OA9GTWFIAQ778G5KPL0UGLMF6,7,1,4.3125,yes,yes
A3QHX7BMC3RJYQ,3M47JKRKCX12S8XZMCYHWHC6XNU86X,0,54,3.4,4.6,yes,USA,"When I was younger, I would go to school and college.","It's raining tomorrow, so but someone told me that was wrong",2707,good,Approved,3P4RDNWND569RTMC5J9Y7U6B74QIJE,7,1,1.2,no,no
A3QRZPJT2CT2IK,38F60IALAGHQCH38NLTVECY2YXST05,0,54,1.75,6.375,yes,USA,"When I was younger, I would go to school and learn from the teacher.","It's raining tomorrow, so I need to take an umbrella.",1506,{},Approved,3W92K5RLWUH660RRFO4NL9D0X5Q5VB,7,1,4.625,yes,yes
A3RCX3IQ8L6HHW,3PCPFX4U40Q4H5Q69ZILCEAJKSIQFS,0,54,1.25,7,yes,USA,"When I was younger, I would go to school to learn how to read and write.","It's raining tomorrow, so I will stay inside and read.",870,{},Approved,3HMIGG0U4L66XC5YIXYA4SRLHCT8YP,7,1,5.75,yes,yes
A3RKG5PZN97RD5,3R15W654VDTQHX02VALJ7RF3HO4QLX,0,108,1.5,6.444444444,yes,USA,"When I was younger, I would go to school and learn all that I could.","It's raining tomorrow, so there won't be outdoor activities scheduled.",2248,{},Approved,3SB4CE2TJVVVGV83AZWMH5Q75UZAXP,7,1,4.944444444,yes,yes
A3RKG5PZN97RD5,3JTPR5MTZSCQ45ZMQILFUG7XVQN5K2,0,108,1.5,6.444444444,yes,USA,"When I was younger, I would go to school and learn my lessons.","It's raining tomorrow, so we can't play.",975,{},Approved,3IGI0VL647KF65O0ICEVKYJER4MNON,7,1,4.944444444,yes,yes
A3ROADR7T6811,3L55D8AUFAX6NVXI979EHUSIMO7YCS,0,108,1.6875,5.0625,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so i will take the day off.",2329,{},Approved,33FBRBDW6OZTU94TM5GL71Z2EOBC8L,7,1,3.375,yes,yes
A3ROADR7T6811,3UUSLRKAUL3XD37VMUEPONQ32NL7D6,0,108,1.6875,5.0625,yes,USA,"When I was younger, I would go to school and spend my day playing","It's raining tomorrow, so remember to wear the raincoat",1792,{},Approved,3LRKMWOKB5HVGNDEY2RS88NK0D22ZH,7,1,3.375,yes,yes
A3RVHUY67SVXQV,3HRWUH63QU2RCBKPNVDVM8O1QNI5N2,0,108,1.1875,6.875,yes,USA,"When I was younger, I would go to school and read a book at my desk.","It's raining tomorrow, so remember to bring an umbrella.",373,{},Approved,3P4RDNWND569RTMC5J9Y7U6B74PJIE,7,1,5.6875,yes,yes
A3RVHUY67SVXQV,3BDORL6HKKDXQULWVCHK9YZLIZ3CRA,0,108,1.1875,6.875,yes,USA,"When I was younger, I would go to school and meet up with my friends.","It's raining tomorrow, so be sure to dress appropriately.",1565,{},Approved,3OB0CAO74HPZQN6RL1SGH5KKJ2CYH0,7,1,5.6875,yes,yes
A3S0C974DF3EJY,371Q3BEXDH9MZ2WJ2F1XA652ELXSZ7,0,54,4.5,3.75,yes,USA,"When I was younger, I would go to school and college","It's raining tomorrow, so home",587,good,Approved,34FNN24DCM9NAUMWKZR7S8HUFMS5YK,7,1,-0.75,NA,no
A3S3WYVCVWW8IZ,3EGKVCRQFWSNDQ5CV7DJ6AM0437YBL,0,54,2.25,6.625,yes,USA,"When I was younger, I would go to school and see my friends.","It's raining tomorrow, so I'm staying inside.",626,{},Approved,3LEP4MGT3G0M1Z8EPDV6I97L7U8BDJ,7,1,4.375,yes,yes
A3U21PUMQ6NGT2,3RBI0I35XE3IAV1ZGEYDOROOGBUY3U,0,54,1,7,yes,USA,"When I was younger, I would go to school and eat lunch with my friends","It's raining tomorrow, so I better take an umbrella",475,{},Approved,3CTOC39K37QC295GMS51G5G2TOEJ7J,7,1,6,yes,yes
A3U2UNSYDPS933,3BA7SXOG1JQVERVJE01F7C32TA88RV,0.018518519,54,1.714285714,7,yes,USA,"When I was younger, I would go to school and play with all my friends.","It's raining tomorrow, so we won't be going to the park.",1717,{},Approved,3R2UR8A0IAGKIZ24KI14I0ACUB3OX2,7,1,5.285714286,yes,yes
A3UV55HC87DO9C,3V8JSVE8YYQLKTHW5YF97ISL70KYEL,0,108,1.8125,6.5,yes,USA,"When I was younger, I would go to school and sit at a desk.","It's raining tomorrow, so I will bring an umbrella.",1986,none,Approved,3TPZPLC3M0CQN17RFT7V0KQYXLYP3K,7,1,4.6875,yes,yes
A3UV55HC87DO9C,344M16OZKIFR8UDIYW6YQ2UE2ERENH,0,108,1.8125,6.5,yes,USA,"When I was younger, I would go to school and take notes in class.","It's raining tomorrow, so make sure to bring an umbrella.",2513,none! :),Approved,3OWEPKL089C8LZW11QXT9CXJ1FD7NI,7,6,4.6875,,no
A3UYWL2FM5U086,3EPG8DX9LKQRFWW23AQNQXTWQ2J5PY,0,54,4.375,4.875,yes,USA,"When I was younger, I would go to school and playing with my friends.","It's raining tomorrow, so i will not go to school.",750,thank you very much,Approved,34MAJL3QP4N4Y8L8H9F7XMF36P443A,7,1,0.5,NA,no
A3V2XCDF45VN9X,3WGZLY9VCHM1DHCEWZ6V2NMYE9H8DP,0,162,1.346153846,6.576923077,no,OTHER,"When I was younger, I would go to school and learn math and reading.","It's raining tomorrow, so I will take an umbrella.",2640,{},Approved,3IOEN3P9S7JM3SB7DTU36RKK4WU16Y,7,1,5.230769231,NA,no
A3V2XCDF45VN9X,309D674SHZLAAN47ZFVU9JUH067CBQ,0,162,1.346153846,6.576923077,no,OTHER,"When I was younger, I would go to school and then to class until 4 p.m.","It's raining tomorrow, so we need to take an umbrella.",1473,{},Approved,3ATPCQ38J8AKG0YDFVIO0JXG6MMAYV,7,1,5.230769231,yes,no
A3V2XCDF45VN9X,3ZFRE2BDQ9EUVJIIWP7K9EMUSX9ZXP,0,162,1.346153846,6.576923077,no,OTHER,"When I was younger, I would go to school and start to learn various subject.","It's raining tomorrow, so you may need to take an umbrella outside.",1281,None,Approved,37W3JXSD668HND1GG0EGI8U7YQPWYY,7,1,5.230769231,yes,no
A3V9JFVZQ2XF4Y,3H781YYV6TIP37I2VSSAZ106SY2TER,0,54,1.625,6.75,yes,USA,"When I was younger, I would go to school and attempt to learn as best I could.","It's raining tomorrow, so I am planning on staying inside.",494,{},Approved,3TMSXRD2X60KX7QD4B774LJXSYOW1V,7,1,5.125,yes,yes
A46VRWITPQESE,3DWGDA5POF45WYSFOZXATZ5X0AEV1Q,0.018518519,54,4.625,4.428571429,yes,USA,"When I was younger, I would go to school and complete my school","It's raining tomorrow, so i can go today",316,good,Approved,3F1567XTNW5X2FXMWFNUR2JU29U9QC,7,1,-0.196428571,NA,no
A4E1UYPDHE8D8,3JMNNNO3B14P08AGXD2KKKYGZPUW2I,0,54,1.75,7,yes,USA,"When I was younger, I would go to school and attend classes in various subjects.","It's raining tomorrow, so I will bring an umbrella with me.",1280,I have no additional comments.,Approved,3RXPCZQMQPBO0L0DP63PIIX9YAZG1H,7,4,5.25,NA,no
A4T4577P6JL6R,30F94FBDNRKRW46IL1QKYTULP1PTBR,0,54,2,6.7,yes,USA,"When I was younger, I would go to school and watch the teacher write on the chalk board.","It's raining tomorrow, so I am going to need a rain coat.",2100,some of these were tough because they used some words I never heard of before. But I tried my best!!!,Approved,3WRFBPLXRAOQKGVEZEU3WVL3X6X3N2,7,1,4.7,yes,yes
A4VAIK6L0GV7Y,30UZJB2POHCK87RF5CTGDUQVL6R35K,0,54,4.875,4.75,yes,USA,"When I was younger, I would go to school and much younger than today. I never needed anybody's help in any way.","It's raining tomorrow, so I am going out for take umbrella walk for road safety me all time.",1481,I am like the study and my answer very honest for all question so please paid this hit please thank yous o much.,Approved,3K3R2QNK8B3PU843DO7Z13GJ5U09UH,7,1,-0.125,NA,no
A4ZPIPBDO624H,3W0XM68YZPVRGNY3PVJ3RQUGKC81KB,0,54,2.125,5.75,yes,USA,"When I was younger, I would go to school and hang out with my friends.","It's raining tomorrow, so I would suggest bringing a coat.",667,{},Approved,37Z929RLG98SZALDMPHGD2Z7E4JSTL,7,1,3.625,yes,yes
A5BMKZRGHNSRT,3CKVGCS3PG5PXHQTYLO5472GWEF0SO,0,54,1,6.5,yes,USA,"When I was younger, I would go to school and  listen to the teacher during lessons.","It's raining tomorrow, so  remember to take your umbrella if you go out!",776,Thank you for the interesting task!,Approved,369J354OFDAJ771AVCF6DEOQ6LD6G3,7,1,5.5,yes,yes
A6KB4VHCZYTY2,31GN6YMHLPSI57RERSHQB2BKXJTSWH,0.018518519,108,1.75,5.875,yes,USA,"When I was younger, I would go to school and hang out with friends.","It's raining tomorrow, so I will stay home.",1206,{},Approved,3NGI5ARFTT5UDYTCSPTCCRB1Z1KP1S,6,1,4.125,NA,no
A6KB4VHCZYTY2,3NRZ1LDP7W6PMAGRAYX3F10RQY0ZP1,0.018518519,108,1.75,5.875,yes,USA,"When I was younger, I would go to school and play football at recess.","It's raining tomorrow, so I will carry an umbrella.",961,{},Approved,3UOUJI6MTDEFV4M1G4DDH621B4KUXR,7,1,4.125,yes,yes
A748N8WFG2HR4,382GHPVPHSR2CONFR7A682KHLAW34F,0.037037037,54,1,5.4,yes,USA,"When I was younger, I would go to school and sit at the lunch table by myself.","It's raining tomorrow, so make sure to bring an umbrella.",2692,This was a very interesting and lovely survey! I look forward to doing more of your surveys!,Approved,31Z0PCVWUKF6GC1LYMJ5IB3BRQ77TE,7,1,4.4,yes,yes
A7ERZELTAMWL5,3R6RZGK0XFC2M43I0O4J7MG77VNVYO,0.018518519,54,2.125,5.875,yes,USA,"When I was younger, I would go to school and play kick soccer with my friends.","It's raining tomorrow, so I will stay inside and work on completing surveys.",716,"I did this carefully, so feel free to contact me.  I can explain any choice that I made.",Approved,3R0T90IZ1SC8NOAB53S9ZEG027OGC5,7,1,3.75,yes,yes
A7KQP4VVA7DVE,3KVQ0UJWPXLHZ5T3FW4IIR1SJZM5WT,0,54,5.375,4.75,yes,USA,"When I was younger, I would go to school and play with friends","It's raining tomorrow, so i cant go out of my home",406,{},Approved,3FPRZHYEPY73SL4N15GU6CFGJ9Z3VJ,7,1,-0.625,NA,no
A7YUC0I3Y4LRG,3XQ4XW3OD9CWTRT7D8SJNVVVTCZ2SA,0,54,6,5,yes,USA,"When I was younger, I would go to school and teach","It's raining tomorrow, so office leave",1266,good,Approved,3A1PQ49WVHH20HVO9CL73I9ADAA1HZ,7,2,-1,NA,no
A8028AFBBS29G,3087LXLJ6MGGTCL7S1O6X8J17OL0F5,0,54,2.5,5.75,yes,USA,"When I was younger, I would go to school and spend time studying with my friends.","It's raining tomorrow, so I need to remember to bring my umbrella.",1836,{},Approved,3QEMNNSB2XZZZN5OCWJQD7LPO4HD7Z,7,1,3.25,yes,yes
A8C3WNWRBWUXO,38Z7YZ2SB32ORWSWA7O6FBNB0KAQIJ,0,54,1,6,yes,USA,"When I was younger, I would go to school and learn my mathematical tables.","It's raining tomorrow, so we go for a hike today.",574,none,Approved,3AAPLD8UCCH3917XBV5H9OS55T2TH1,7,1,5,yes,yes
