WorkerId,na.pct,n,implausible,plausible,Diff,<NA>,Answer.English,Answer.country,Answer.profcheck1,Answer.profcheck2,WorkTimeInSeconds,Answer.answer,filler.left,filler.right
A256FHXGSY0E5D,0.018518519,54,4.0625,6.885714286,2.823214286,4,yes,USA,Yes,Yes,2871,{},7,1
AMA18W8F60Y2J,0,54,1.5,4.323529412,2.823529412,4,yes,USA,Yes,Yes,887,{},7,1
ACRTRQ23XH20E,0.018518519,54,2.166666667,5,2.833333333,4,yes,USA,Yes,Yes,1309,{},7,1
A1SIUJEL2LS8UO,0,54,1.8125,4.666666667,2.854166667,4,yes,USA,Yes,Yes,2828,{},7,1
A1JJYY622DGE5L,0.018518519,54,1.625,4.485714286,2.860714286,4,yes,USA,Yes,Yes,1510,{},7,2
A1U4DNYKF6YUY3,0.037037037,54,3.8125,6.676470588,2.863970588,4,yes,USA,Yes,Yes,3063,{},7,1
A7I3G380E29VE,0,54,4.125,7,2.875,4,yes,USA,Yes,Yes,659,{},7,1
AUQ79MANVDU9B,0,54,4.0625,6.944444444,2.881944444,4,yes,USA,Yes,Yes,307,{},7,1
A3FGT6EU39C6S4,0,54,3,5.888888889,2.888888889,4,yes,USA,Yes,Yes,2747,A3FGT6EU39C6S4,7,1
A1Q0G8JA5EZ8EI,0.018518519,54,2.777777778,5.666666667,2.888888889,4,yes,USA,Yes,Yes,1226,{},7,1
A1U8RH67FLZW87,0,54,2.375,5.277777778,2.902777778,4,yes,USA,Yes,Yes,1633,{},7,1
A3CH1Z6J9R38G9,0,54,2.444444444,5.352941176,2.908496732,4,yes,USA,Yes,Yes,1920,{},7,1
A8UJNIY9R8S7W,0,54,3.9375,6.861111111,2.923611111,7,yes,USA,Yes,Yes,2363,{},7,1
A2MOKIEQZ0OF2M,0,54,2.888888889,5.823529412,2.934640523,4,yes,USA,Yes,Yes,555,"I enjoyed the survey, it was very interesting.",7,1
A2TVJTQ4VXATE6,0,54,3.111111111,6.058823529,2.947712418,4,yes,USA,Yes,Yes,672,{},7,1
A2OU924AC8XCYC,0,54,3.0625,6.027777778,2.965277778,4,yes,USA,Yes,Yes,1096,{},7,1
AXMPSUNKUBEIL,0,54,3.8125,6.777777778,2.965277778,4,yes,USA,Yes,Yes,881,Thank you!,7,1
A29IBNSV45WIMQ,0.018518519,54,3.666666667,6.636363636,2.96969697,4,yes,USA,Yes,Yes,863,{},7,1
A3RVHUY67SVXQV,0,54,2.555555556,5.529411765,2.973856209,4,yes,USA,Yes,Yes,1565,{},7,1
A1DCG37N0Y8BN0,0,54,3.4375,6.416666667,2.979166667,4,yes,USA,Yes,Yes,3001,{},7,1
A3LL096CAY5WHB,0.037037037,54,2.5625,5.558823529,2.996323529,4,yes,USA,Yes,Yes,1625,{},7,1
A4LCG4MSNJRUF,0,54,3,6,3,4,yes,USA,Yes,Yes,439,{},7,1
A3TOUB8313BPVS,0,54,3.75,6.75,3,3.5,yes,USA,Yes,Yes,2471,{},7,1
A149ROBL26JWPJ,0,54,2.6875,5.694444444,3.006944444,4,yes,USA,Yes,Yes,1748,{},7,1
A2ML0070M8FDK1,0,54,2.9375,5.944444444,3.006944444,4,yes,USA,Yes,Yes,1081,{},7,1
A2N2GFB33ZMYGF,0,54,2.9375,5.944444444,3.006944444,4,yes,USA,Yes,Yes,1575,{},7,1
A1KWC8TW8ANBQ8,0,54,3.222222222,6.235294118,3.013071895,4,yes,USA,Yes,Yes,1587,none,7,1
A3QLGMZOLGMBQ1,0,54,2.875,5.888888889,3.013888889,4,yes,USA,Yes,Yes,996,{},7,1
ALEE1QD4TW9G4,0,54,3.625,6.638888889,3.013888889,4,yes,USA,Yes,Yes,762,everything went fine,7,1
A3914P24XPNPY3,0,54,2,5.027777778,3.027777778,4,,USA,Yes,Yes,212,{},7,1
A2E0LU8V4EUX5C,0,54,2.055555556,5.088235294,3.032679739,4,yes,USA,Yes,Yes,1247,"page loaded fine, no technical issues",7,1
A1ODA3Q5H6HTDQ,0,54,2.111111111,5.147058824,3.035947712,4,yes,USA,Yes,Yes,2937,{},7,1
A3QSJY1FFN0N6V,0,54,3.625,6.666666667,3.041666667,4,yes,USA,Yes,Yes,370,None,7,1
A37KREDYGDTP4U,0,54,2.055555556,5.117647059,3.062091503,4,yes,USA,Yes,Yes,996,{},7,1
A1ZRK6K5JUPJAV,0,54,3.4375,6.5,3.0625,4,yes,USA,Yes,Yes,1008,{},7,1
AAQREZOK13OV7,0,54,3.6875,6.75,3.0625,4,yes,USA,Yes,Yes,2591,{},7,1
A2LT6KC1X51FVW,0,54,3.9375,7,3.0625,4,yes,USA,Yes,Yes,2924,{},NA,1
A2V27A9GZA1NR2,0,54,2.333333333,5.411764706,3.078431373,4,yes,USA,Yes,Yes,1567,Thank You,7,1
A351P2O6QGTCS,0,54,2.833333333,5.911764706,3.078431373,4,yes,USA,Yes,Yes,809,{},7,1
A3908297ZI3LES,0,54,2.9375,6.027777778,3.090277778,4,yes,USA,Yes,Yes,1023,Thank you,7,1
A3P7AXWF57BHNX,0,54,3.222222222,6.323529412,3.10130719,4,yes,USA,Yes,Yes,2559,Thanks for fair pay.,7,1
A98E8M4QLI9RS,0.018518519,54,3.833333333,6.939393939,3.106060606,4,yes,USA,Yes,Yes,1760,Thank you for the opportunity to participate in this study.,7,1
A207IHY6GERCFO,0,54,2.75,5.861111111,3.111111111,4,yes,USA,Yes,Yes,2719,n,NA,1
A1ZDR2UN7M92LI,0,54,3.888888889,7,3.111111111,4,yes,USA,Yes,Yes,432,Thanks!,7,1
A3EWR58W0SA885,0,54,2.444444444,5.558823529,3.114379085,4,yes,USA,Yes,Yes,1814,{},7,1
A3GPTSDDHJ2DBV,0,54,3.444444444,6.558823529,3.114379085,4,yes,USA,Yes,Yes,1213,{},7,1
A3EG4C9T4F5DUR,0,54,2.875,6,3.125,4,yes,USA,Yes,Yes,3390,{},7,1
A3DJJQP3ATMFKP,0,54,3.222222222,6.352941176,3.130718954,4,,,Yes,Yes,481,{},7,1
A2FOUSWQDYHIE0,0,54,3.3125,6.444444444,3.131944444,4,yes,USA,Yes,Yes,569,I hope my input helps! Thank you!,7,1
A2CHDWKAYZ3P3E,0,54,2.5,5.638888889,3.138888889,3.5,yes,USA,Yes,Yes,3130,NA,7,1
AU2RMH9IZP60M,0,54,2.444444444,5.588235294,3.14379085,4,yes,USA,Yes,Yes,2366,Thank you for having me.,7,2
A3L4JI1S352HB8,0,54,2.166666667,5.323529412,3.156862745,4,yes,USA,Yes,Yes,1328,"There were a few words used in the questions that I didn't know and had to look up online (mollified). I consider myself someone who has a rich, native English language and been speaking it since birth and found the vocabulary a bit hard to understand.",7,1
ARWF605I7RWM7,0,54,3.666666667,6.823529412,3.156862745,4,yes,USA,Yes,Yes,2340,No comments.,7,1
AOWW3URQNRJ6U,0,54,3.222222222,6.382352941,3.160130719,4,yes,USA,Yes,Yes,2218,{},7,1
A2Z6NL0CTXY0ZB,0,54,3.277777778,6.441176471,3.163398693,4,yes,USA,Yes,Yes,1235,{},7,1
A122LRCSBAD6DC,0,54,2.388888889,5.558823529,3.169934641,4,yes,USA,Yes,Yes,976,{},7,1
A2AU47UQON6TL9,0,54,3.6875,6.861111111,3.173611111,4,yes,USA,Yes,Yes,1017,{},7,2
A2LAMCJLVCRQ4T,0,54,3.277777778,6.470588235,3.192810458,4,yes,USA,Yes,Yes,1436,{},7,1
A2ONILC0LZKG6Y,0,54,2.25,5.444444444,3.194444444,4,yes,USA,Yes,Yes,519,{},7,1
A2JP9IKRHNLRPI,0,54,1.833333333,5.029411765,3.196078431,4,yes,USA,Yes,Yes,1494,{},7,1
A2ZJS73XSSMRTD,0,54,2.0625,5.277777778,3.215277778,4,yes,USA,Yes,Yes,589,{},7,1
A2KSAAQBU5R0F6,0,54,1.722222222,4.941176471,3.218954248,4,yes,USA,Yes,Yes,701,{},7,1
A3CP0DLCGX5J7O,0,54,1.888888889,5.117647059,3.22875817,4,yes,USA,Yes,Yes,389,{},7,1
A1DD23J1WBGQUU,0.018518519,54,2.888888889,6.121212121,3.232323232,4,yes,USA,Yes,Yes,2394,{},6,1
A2ZL5GAZK6S0H1,0,54,2.875,6.111111111,3.236111111,4,yes,USA,Yes,Yes,627,{},7,1
AU849EHZNGV2Z,0,54,2.9375,6.194444444,3.256944444,4,yes,USA,Yes,Yes,1072,No problems.,7,1
A2ZDEERVRN5AMC,0,54,3.4375,6.694444444,3.256944444,4,yes,USA,Yes,Yes,902,"thanks, tedlab! â˜º",7,1
A19WXS1CLVLEEX,0,54,2.944444444,6.205882353,3.261437908,4,yes,USA,Yes,Yes,550,{},6,1
A2NEFRREWF33YP,0,54,3.055555556,6.323529412,3.267973856,4,yes,USA,Yes,Yes,1569,{},7,1
A11FFJZ0C984W4,0,54,3.0625,6.333333333,3.270833333,4,yes,USA,Yes,Yes,2841,{},7,1
A5NE8TWS8ZV7B,0,54,3.666666667,6.941176471,3.274509804,4,yes,USA,Yes,Yes,1651,{},7,1
A2VFEDAK5C1E1O,0,54,2.5,5.777777778,3.277777778,4,yes,USA,Yes,Yes,1218,This was a very interesting study!  Thanks for some variety!,7,1
A3H8M155NBFE1L,0,54,3.25,6.527777778,3.277777778,4,yes,USA,Yes,Yes,983,{},7,1
A2BVVFXMQU8AC7,0,54,2.888888889,6.176470588,3.287581699,4,,USA,Yes,Yes,724,{},7,1
A3RDH0U2H6JCBC,0,54,3.375,6.666666667,3.291666667,4,yes,USA,Yes,Yes,3067,{},7,2
A2GTO3481Z6486,0,54,2,5.294117647,3.294117647,4,yes,USA,Yes,Yes,986,{},7,1
A353XKDTUX10NC,0,54,3.555555556,6.852941176,3.297385621,4,yes,USA,Yes,Yes,1340,Have a nice day.,7,1
A3L0DCUXI7X3A9,0,54,2.3125,5.611111111,3.298611111,4,yes,USA,Yes,Yes,898,no problems,7,1
A147F5PJTHOB8A,0,54,2.8125,6.111111111,3.298611111,4,yes,USA,Yes,Yes,2560,{},7,1
A2YIB84VKYNKWD,0,54,3.166666667,6.470588235,3.303921569,4,yes,USA,Yes,Yes,559,{},7,1
A2CJYS92WX7HN6,0.018518519,54,3,6.314285714,3.314285714,4,yes,USA,Yes,Yes,3464,{},7,5
A3AJJHOAV7WIUQ,0.018518519,54,2.133333333,5.472222222,3.338888889,4,,USA,Yes,Yes,297,{},7,1
A2RWB8JR7AGKXZ,0,54,2.6875,6.027777778,3.340277778,4,yes,USA,Yes,Yes,489,"It was very interesting, thank you!",7,1
A21UA6O7ZFAIQJ,0,54,3.625,6.972222222,3.347222222,4,yes,USA,Yes,Yes,684,"Sentence: The service rated the cheapskate.

This one used to be implausible, but now it happens often.",7,1
AU34T9OMHN4Z4,0,54,1,4.361111111,3.361111111,4,yes,USA,Yes,Yes,528,{},7,1
A2U45Y0OV3P7D8,0,54,2.666666667,6.029411765,3.362745098,4,yes,USA,Yes,Yes,642,{},7,1
ARI1EMAHUA9PO,0.018518519,54,3.375,6.742857143,3.367857143,4,yes,USA,Yes,Yes,2309,{},7,1
A2Y87M8V0N1M6P,0,54,1.777777778,5.147058824,3.369281046,4,yes,USA,Yes,Yes,3569,{},7,1
A36GO7YCYNTI1W,0,54,1.333333333,4.705882353,3.37254902,3.5,yes,USA,Yes,Yes,817,No comments,7,1
A2CEGS0NVDBCPT,0,54,2.333333333,5.705882353,3.37254902,4,yes,USA,Yes,Yes,1465,{},7,1
AYJGQBBK6KXZ7,0,54,2.375,5.75,3.375,4,yes,USA,Yes,Yes,398,{},7,1
A3D2U4QF7821ZW,0,54,2.625,6,3.375,4,yes,USA,Yes,Yes,2460,{},7,1
AVXEDARJC5HLU,0,54,2.625,6,3.375,4,yes,USA,Yes,Yes,3025,{},7,1
A1OW27AZS122X2,0,54,2.166666667,5.558823529,3.392156863,4,yes,USA,Yes,Yes,1662,None,7,1
A1QT7BQZVOBSY0,0,54,2.6875,6.083333333,3.395833333,4,yes,USA,Yes,Yes,897,{},7,1
A2HRUFTA09371Y,0,54,2.875,6.277777778,3.402777778,4,yes,USA,Yes,Yes,326,good luck with your research!,7,1
AQWH9UY6FVU21,0,54,1.75,5.166666667,3.416666667,4,yes,USA,Yes,Yes,2128,interesting,7,1
AFIK3VBMMX6G6,0,54,1.666666667,5.088235294,3.421568627,4,yes,USA,Yes,Yes,1103,{},7,1
A1Q56N80RJLQ7S,0,54,2.722222222,6.147058824,3.424836601,4,yes,USA,Yes,Yes,1966,"Thank you for allowing me to participate! Tried using the instructions of what is plausible of commonly occurring but some of the examples stumped me. Many were very clear though. Ones such as the president pardoned the traitor, might be viewed by many as not common, but as of recently especially in the past few years, others may say it is indeed common.",7,1
AIQ1I6ODSIO56,0,54,2.944444444,6.382352941,3.437908497,4,yes,USA,Yes,Yes,572,{},7,1
A11YS0T8MV3Q7C,0.018518519,54,2.705882353,6.147058824,3.441176471,4,yes,USA,Yes,Yes,579,Great HIT!,7,1
A3FK6CWJPUWEWH,0.018518519,54,3.222222222,6.696969697,3.474747475,4,yes,USA,Yes,Yes,276,{},7,1
AOIR8V07FYMH5,0,54,2.125,5.611111111,3.486111111,4,yes,USA,Yes,Yes,1602,{},7,1
A12FCLCVIM2CL3,0,54,2.625,6.111111111,3.486111111,4,yes,USA,Yes,Yes,1266,{},7,1
A12FTSX85NQ8N9,0,54,3.125,6.611111111,3.486111111,4,yes,USA,Yes,Yes,1196,"I don't have any comments really, I don't think! :)",6,1
AE015UO038LEC,0,54,3.333333333,6.823529412,3.490196078,4,yes,USA,Yes,Yes,511,{},7,1
A2YHOJLEZR8663,0,54,1.055555556,4.588235294,3.532679739,4,yes,USA,Yes,Yes,1641,{},7,1
A23KAJRDVCVGOE,0,54,1.722222222,5.264705882,3.54248366,4,yes,USA,Yes,Yes,1459,{},7,1
A2QX3YJXAAHHVV,0.018518519,54,2.4,5.944444444,3.544444444,3.5,yes,USA,Yes,Yes,394,"I think there was one ambiguous sentence, ""The confectioner was sprinkled by the sugar."" The sugar can't actively sprinkle itself on them, but this could be read in a passive tone.",7,1
A13GUTDMGGZZDL,0,54,2.277777778,5.823529412,3.545751634,4.5,yes,USA,Yes,Yes,520,{},7,1
A19UBZFVUWL1ES,0.037037037,54,3.125,6.676470588,3.551470588,4,yes,USA,Yes,Yes,319,{},7,1
A1V2H0UF94ATWY,0,54,2.75,6.305555556,3.555555556,4,,,Yes,Yes,2028,{},7,1
A1XVEKS9O73ERE,0,54,2.555555556,6.117647059,3.562091503,4,yes,USA,Yes,Yes,552,thank you,7,1
A2P53AN2M8IWFP,0.018518519,54,2.222222222,5.787878788,3.565656566,4,yes,USA,Yes,Yes,365,"I answered thoughtfully, good luck!",7,1
A15XX0WDRG29E7,0,54,3.222222222,6.794117647,3.571895425,4,yes,USA,Yes,Yes,1263,{},7,1
A1DMXEJGJY02E1,0,54,3.3125,6.888888889,3.576388889,4,yes,USA,Yes,Yes,506,{},7,1
A2FYQIZWV2UJHS,0,54,2.333333333,5.911764706,3.578431373,4,yes,USA,Yes,Yes,481,this was nicely paid. Thank you,7,1
A13FUEPWBCLBUY,0,54,3,6.583333333,3.583333333,4,yes,USA,Yes,Yes,1808,Very interesting and fun HIT!!!,7,1
A39MKVROUZ1UWR,0,54,3,6.588235294,3.588235294,4,yes,USA,Yes,Yes,1285,{},7,1
A2T7VIFQS647LC,0,54,2.6875,6.277777778,3.590277778,4,,,Yes,Yes,308,{},7,1
A3N4L5F7CEY0B2,0,54,1.111111111,4.705882353,3.594771242,4,yes,USA,Yes,Yes,1110,{},7,1
A4J4GGMKJ68L0,0,54,2.375,5.972222222,3.597222222,4,yes,USA,Yes,Yes,3150,{},7,1
A1U69QDM8UIXZ5,0,54,2.8125,6.416666667,3.604166667,4,yes,USA,Yes,Yes,963,"It seems like this should have been yes or no questions instead of a scale, but because it was a scale I tried using more that 1 or 7. Please know I tried on this and needed the dictionary to look up some words.",7,1
A12TSLY8GXWHB4,0,54,1.333333333,4.941176471,3.607843137,4,yes,USA,Yes,Yes,394,Thank you!,7,1
A1XUZFDVKP95VC,0,54,2.5,6.111111111,3.611111111,4,yes,USA,Yes,Yes,1087,{},7,1
A27W025UEXS1G0,0,54,2.1875,5.805555556,3.618055556,4,yes,USA,Yes,Yes,1319,I would've liked to see some examples of the correct answer.,7,1
A1H198MRIM37T1,0,54,2.125,5.75,3.625,4,yes,USA,Yes,Yes,1054,None,7,1
A3P6CVPYACUX43,0,54,2.777777778,6.411764706,3.633986928,4,yes,USA,Yes,Yes,1879,{},7,1
A2STMS163OI8TB,0.037037037,54,2.666666667,6.3125,3.645833333,4,yes,USA,Yes,Yes,1639,{},7,1
A1SHLWKA0UH1IS,0,54,3.111111111,6.764705882,3.653594771,4,yes,USA,Yes,Yes,1518,Thanks!,7,1
A3CD3C99T8S6ON,0,54,2.722222222,6.382352941,3.660130719,4,yes,USA,Yes,Yes,487,no comments,7,1
A18SXC3JEN1O0U,0,54,3.222222222,6.882352941,3.660130719,4,yes,USA,Yes,Yes,597,{},7,1
AJM4334V07JDQ,0.018518519,54,1.944444444,5.606060606,3.661616162,4,yes,USA,Yes,Yes,628,than you!,7,1
A3R5OJR60C6004,0,54,2.944444444,6.617647059,3.673202614,4,yes,USA,Yes,Yes,788,well organized and presented,7,1
A3RKG5PZN97RD5,0,54,3.055555556,6.735294118,3.679738562,4,yes,USA,Yes,Yes,975,{},7,1
A1PR74OHURJNTO,0.018518519,54,1.833333333,5.515151515,3.681818182,4,yes,USA,Yes,Yes,395,{},7,1
A1C5T9VNTCXU44,0,54,3.166666667,6.852941176,3.68627451,4,yes,UK,Yes,Yes,2149,{},7,1
A3CTXNQ2GXIQSP,0,54,3.0625,6.75,3.6875,4,yes,USA,Yes,Yes,1250,{},6,1
A6INY1UVFY5GB,0,54,3.0625,6.75,3.6875,4,yes,USA,Yes,Yes,1453,{},7,1
AZZA3J049G7R5,0,54,3.3125,7,3.6875,4,yes,USA,Yes,Yes,1247,{},7,1
AEF74ZYJTTEIA,0,54,3.277777778,6.970588235,3.692810458,4,yes,USA,Yes,Yes,285,{},7,1
A310N8EXJNXVCA,0,54,2.75,6.444444444,3.694444444,4,,,Yes,Yes,2685,{},5,1
A1N16ZU0FNQEY6,0,54,2.388888889,6.088235294,3.699346405,4,yes,USA,Yes,Yes,1009,Thank you!,7,1
AB09F0Q4T10TE,0,54,3.1875,6.888888889,3.701388889,4,yes,USA,Yes,Yes,450,Thank you.,7,1
AK3H5QRAROFGP,0,54,2.5,6.205882353,3.705882353,4,yes,USA,Yes,Yes,838,{},1,1
A2EJ06OGI9671Q,0,54,2.875,6.583333333,3.708333333,4,yes,USA,Yes,Yes,633,{},7,1
A26NGLGGFTATVN,0,54,2.0625,5.777777778,3.715277778,4,yes,USA,Yes,Yes,404,no issues,5,1
A7O82NXM2PI12,0,54,2.666666667,6.382352941,3.715686275,4,yes,USA,Yes,Yes,919,{},7,1
A2WWYVKGZZXBOB,0,54,2.222222222,5.941176471,3.718954248,4,yes,USA,Yes,Yes,2142,{},7,1
AYO9K8VF5A11I,0,54,2.75,6.472222222,3.722222222,4,yes,USA,Yes,Yes,1282,{},7,1
A48WNR6C4CI3J,0,54,3,6.735294118,3.735294118,4,yes,USA,Yes,Yes,264,{},7,1
A32QFJTK9LJXLR,0,54,2.75,6.5,3.75,4,yes,USA,Yes,Yes,1092,Love these!,7,1
A1A7HKFWGH77QH,0,54,3.25,7,3.75,4,yes,USA,Yes,Yes,636,{},7,1
A272X64FOZFYLB,0,54,1.388888889,5.147058824,3.758169935,4,yes,USA,Yes,Yes,2789,{},7,1
A2NHFSO7GMM8QR,0,54,2.888888889,6.647058824,3.758169935,4,yes,USA,Yes,Yes,1511,{},7,1
A3W2RRAUPHYRIO,0,54,1.625,5.388888889,3.763888889,4,yes,USA,Yes,Yes,529,{},7,1
A2VLTSW6CXIUMR,0,54,2.0625,5.833333333,3.770833333,4,yes,USA,Yes,Yes,1807,Happy To Participate.,7,1
A270HX8LH9LJ8W,0,54,2.833333333,6.617647059,3.784313725,4,yes,USA,Yes,Yes,988,{},7,1
A30HUZHJBOX1LK,0,54,3.125,6.916666667,3.791666667,4,yes,USA,Yes,Yes,864,{},6,1
A13WTEQ06V3B6D,0,54,2.5,6.294117647,3.794117647,4,yes,USA,Yes,Yes,2079,I have no additional comments.,7,1
A2P065E9CYMYJL,0,54,1.666666667,5.470588235,3.803921569,4,yes,USA,Yes,Yes,2849,{},7,1
ACSS93E03ZUGX,0,54,2.722222222,6.529411765,3.807189542,4,yes,USA,Yes,Yes,854,{},7,1
A2W5MSZP0O4Y2P,0,54,2.444444444,6.264705882,3.820261438,4,yes,USA,Yes,Yes,1392,{},7,1
A17NFI9O9H25MZ,0,54,2.3125,6.138888889,3.826388889,4,yes,USA,Yes,Yes,390,{},7,1
A3KP8KFGG6734Q,0,54,2.666666667,6.5,3.833333333,4,yes,USA,Yes,Yes,2180,"Nice hit, thanks.",7,1
A2HZPQDYHDZWBA,0,54,2.222222222,6.058823529,3.836601307,4,no,OTHER,Yes,Yes,859,{},7,1
A100Y89FZO4J0B,0,54,2.777777778,6.617647059,3.839869281,4,yes,USA,Yes,Yes,1096,{},7,1
A2I960JYUZ8KAV,0,54,1.8125,5.666666667,3.854166667,4,yes,USA,Yes,Yes,426,{},7,1
A1ZT30BGR3266K,0,54,2.333333333,6.205882353,3.87254902,4,yes,USA,Yes,Yes,2437,{},7,1
A2NELZYZFD4SSQ,0,54,2.0625,5.944444444,3.881944444,4,yes,USA,Yes,Yes,2804,{},7,1
A1VMPZVVVZUCS4,0,54,2.611111111,6.5,3.888888889,4,yes,USA,Yes,Yes,501,"I'm not sure about the sentences with the spirits/ghosts: those make sense grammatically and would make sense in context (e.g., a novel about the paranormal), but they're not plausible in the sense that ghosts aren't real. I wasn't sure how we were supposed to rate those questions.",7,1
AO32GL5867YY7,0,54,2.666666667,6.558823529,3.892156863,4,yes,USA,Yes,Yes,1309,Red Forest,7,1
A3I1W58P6SIV26,0,54,2.6875,6.583333333,3.895833333,4,yes,USA,Yes,Yes,3242,"Interesting study, I liked it!",7,1
A34U4186EW0B9X,0,54,1.833333333,5.735294118,3.901960784,4,yes,USA,Yes,Yes,627,{},7,1
A1OQIXAU1SEJ4P,0,54,2.333333333,6.235294118,3.901960784,4,yes,USA,Yes,Yes,411,{},7,1
A183WYXN12P2TJ,0,54,2.5,6.411764706,3.911764706,4,yes,USA,Yes,Yes,3178,{},4,1
A1K8QNLYYYX21W,0,54,1.611111111,5.529411765,3.918300654,4,yes,USA,Yes,Yes,2543,{},7,1
A2YVC1U50H2B4R,0,54,2.6875,6.611111111,3.923611111,4,yes,USA,Yes,Yes,275,{},7,1
A24LC97AU3QC7G,0,54,1.833333333,5.764705882,3.931372549,4,yes,USA,Yes,Yes,1250,{},7,1
A2CPI18KZN30KW,0,54,1.833333333,5.764705882,3.931372549,4,yes,USA,Yes,Yes,587,All the best,7,1
A2EPBSY0VPI38S,0,54,1.5,5.441176471,3.941176471,4,yes,USA,Yes,Yes,2586,n/a,7,7
A11S8IAAVDXCUS,0,54,2,5.941176471,3.941176471,4,yes,USA,Yes,Yes,2254,{},7,1
ACGGIBC0P38HU,0,54,2.666666667,6.617647059,3.950980392,4,yes,USA,Yes,Yes,1160,{},7,1
A1DKVUTOBPQH11,0,54,2.777777778,6.735294118,3.95751634,4,yes,USA,Yes,Yes,966,N/A -- Thank You!,7,1
A36IO8HVVL5WTZ,0,54,2.75,6.722222222,3.972222222,4,yes,USA,Yes,Yes,1383,"Some of these were pretty difficult to visualize, and I'm not sure that I got 100% but feel confident that I was able to do most correctly.",7,1
A1AZLJ3R5FQ9B7,0,54,2.666666667,6.647058824,3.980392157,4,yes,USA,Yes,Yes,294,{},7,1
A2REBBMVBFBWFD,0,54,1.722222222,5.705882353,3.983660131,4,yes,USA,Yes,Yes,507,{},7,1
A1BUNT3VJFLXD0,0,54,2.3125,6.305555556,3.993055556,4,yes,USA,Yes,Yes,1282,{},7,1
A2S96ZZ70YFPSK,0,54,2.3125,6.305555556,3.993055556,4,yes,USA,Yes,Yes,1322,{},7,1
A2IP3ZAFYGV8M9,0,54,2.666666667,6.676470588,4.009803922,4,yes,USA,Yes,Yes,400,{},7,1
A320QA9HJFUOZO,0,54,2.222222222,6.235294118,4.013071895,4,yes,USA,Yes,Yes,2502,thanks,7,1
A3H3BTRV6I3LYU,0,54,2.25,6.277777778,4.027777778,4,yes,USA,Yes,Yes,551,{},7,1
A3LRZX8477TYYZ,0,54,2.5,6.527777778,4.027777778,4,yes,USA,Yes,Yes,3346,{},7,1
AKHH4W14A6AN9,0.018518519,54,1.529411765,5.558823529,4.029411765,4,yes,USA,Yes,Yes,3260,{},7,1
A64JDJKE9DYCT,0,54,1.944444444,6,4.055555556,4,yes,USA,Yes,Yes,672,{},7,1
A2EI075XZT9Y2S,0,54,2,6.058823529,4.058823529,4,yes,USA,Yes,Yes,952,{},7,1
AN9MVFWRCF2OP,0,54,2.722222222,6.794117647,4.071895425,4,yes,USA,Yes,Yes,875,{},7,6
A3RQN5RZD1N2KP,0,54,2.277777778,6.352941176,4.075163399,4,yes,USA,Yes,Yes,2055,{},7,1
A2MS1GQLGAX9FZ,0,54,2.3125,6.388888889,4.076388889,4,yes,USA,Yes,Yes,891,{},7,1
AMIQGW2E3WYO4,0,54,1,5.088235294,4.088235294,4,yes,USA,Yes,Yes,812,{},7,1
A1VRG5HKZC0H0C,0,54,2.111111111,6.205882353,4.094771242,4,yes,USA,Yes,Yes,1681,N/A,7,1
AKSJ3C5O3V9RB,0,54,2.4375,6.555555556,4.118055556,4,yes,USA,Yes,Yes,1958,{},7,1
AXKTYKCT9NGHS,0,54,2.055555556,6.176470588,4.120915033,4,yes,USA,Yes,Yes,1516,The pay for this HIT was super fair for the time it took. I really appreciate that. Thanks so much!,7,1
A37S96RT1P1IT2,0,54,1.625,5.75,4.125,4,yes,USA,Yes,Yes,703,No comment.,7,1
AJRY9ALX8069Y,0,54,2.8125,6.944444444,4.131944444,4,yes,USA,Yes,Yes,470,{},7,1
A1SN0UU3V61IIM,0.018518519,54,1.833333333,5.96969697,4.136363636,4,yes,USA,Yes,Yes,558,{},7,1
A2NXMRPHG86N2T,0,54,2.333333333,6.470588235,4.137254902,4,yes,USA,Yes,Yes,3330,{},7,1
A2PIFMM4Q2I9ZS,0,54,2,6.147058824,4.147058824,4,yes,USA,Yes,Yes,1219,{},6,1
A2YGOORS5N9RW8,0,54,2.555555556,6.705882353,4.150326797,4,yes,USA,Yes,Yes,2277,{},7,1
A3I9FTHSULHPYS,0,54,1.611111111,5.764705882,4.153594771,4,yes,USA,Yes,Yes,279,none,7,1
A2JTSH1VPJQ8FR,0,54,1.833333333,6,4.166666667,4,yes,USA,Yes,Yes,1735,none,7,2
A3FOKP72T5I4FR,0,54,2.388888889,6.558823529,4.169934641,4,,USA,Yes,Yes,764,{},7,1
A3JI3B5GTVA95F,0,54,1.375,5.555555556,4.180555556,4,no,USA,Yes,Yes,1756,"Thank you for the opportunity. Some of these scenarios were a bit more tricky, but I hope I did alright.",7,1
AFKB7F09OVKV7,0,54,1.875,6.055555556,4.180555556,4,yes,USA,Yes,Yes,1347,"I hope I didn't miss any attention checks and answered enough correctly. Some were obviously not just black and white, so I hope leaning one way or the other factors in too. Thank you for letting me take this!",7,1
AAASQIW3J32OL,0,54,2.625,6.805555556,4.180555556,4,yes,USA,Yes,Yes,546,{},7,1
A1O57XVTTB1PNZ,0,54,1.6875,5.888888889,4.201388889,4,yes,USA,Yes,Yes,987,{},7,1
A18E16UFE351U6,0,54,1.9375,6.138888889,4.201388889,4,yes,USA,Yes,Yes,1668,{},7,1
A19ZWBQT8A3LIR,0,54,2.5,6.705882353,4.205882353,4,yes,USA,Yes,Yes,656,{},7,1
