"ItemNum","Sentence","Plausibility","Voice","SynonymPair","NumSyn"
124,"The craftsman taught the trainee.","Plausible","active",62,"Version2"
124,"The trainee taught the craftsman.","Implausible","active",62,"Version2"
124,"The trainee was taught by the craftsman.","Plausible","passive",62,"Version2"
124,"The craftsman was taught by the trainee.","Implausible","passive",62,"Version2"
125,"The biker defied the trainer.","Plausible","active",63,"Version1"
125,"The trainer defied the biker.","Implausible","active",63,"Version1"
125,"The trainer was defied by the biker.","Plausible","passive",63,"Version1"
125,"The biker was defied by the trainer.","Implausible","passive",63,"Version1"
126,"The cyclist disobeyed the coach.","Plausible","active",63,"Version2"
126,"The coach disobeyed the cyclist.","Implausible","active",63,"Version2"
126,"The coach was disobeyed by the cyclist.","Plausible","passive",63,"Version2"
126,"The cyclist was disobeyed by the coach.","Implausible","passive",63,"Version2"
129,"The genius shocked the cousin.","Plausible","active",65,"Version1"
129,"The cousin shocked the genius.","Implausible","active",65,"Version1"
129,"The cousin was shocked by the genius.","Plausible","passive",65,"Version1"
129,"The genius was shocked by the cousin.","Implausible","passive",65,"Version1"
130,"The prodigy surprised the relative.","Plausible","active",65,"Version2"
130,"The relative surprised the prodigy.","Implausible","active",65,"Version2"
130,"The relative was surprised by the prodigy.","Plausible","passive",65,"Version2"
130,"The prodigy was surprised by the relative.","Implausible","passive",65,"Version2"
132,"The amateur irked the maestro.","Plausible","active",66,"Version2"
132,"The maestro irked the amateur.","Implausible","active",66,"Version2"
132,"The maestro was irked by the amateur.","Plausible","passive",66,"Version2"
132,"The amateur was irked by the maestro.","Implausible","passive",66,"Version2"
133,"The novice irritated the virtuoso.","Plausible","active",67,"Version1"
133,"The virtuoso irritated the novice.","Implausible","active",67,"Version1"
133,"The virtuoso was irritated by the novice.","Plausible","passive",67,"Version1"
133,"The novice was irritated by the virtuoso.","Implausible","passive",67,"Version1"
134,"The lawyer questioned the witness.","Plausible","active",67,"Version2"
134,"The witness questioned the lawyer.","Implausible","active",67,"Version2"
134,"The witness was questioned by the lawyer.","Plausible","passive",67,"Version2"
134,"The lawyer was questioned by the witness.","Implausible","passive",67,"Version2"
135,"The attorney interrogated the bystander.","Plausible","active",68,"Version1"
135,"The bystander interrogated the attorney.","Implausible","active",68,"Version1"
135,"The bystander was interrogated by the attorney.","Plausible","passive",68,"Version1"
135,"The attorney was interrogated by the bystander.","Implausible","passive",68,"Version1"
136,"The singer disappointed the enthusiast.","Plausible","active",68,"Version2"
136,"The enthusiast disappointed the singer.","Implausible","active",68,"Version2"
136,"The enthusiast was disappointed by the singer.","Plausible","passive",68,"Version2"
136,"The singer was disappointed by the enthusiast.","Implausible","passive",68,"Version2"
137,"The vocalist disillusioned the connoisseur.","Plausible","active",69,"Version1"
137,"The connoisseur disillusioned the vocalist.","Implausible","active",69,"Version1"
137,"The connoisseur was disillusioned by the vocalist.","Plausible","passive",69,"Version1"
137,"The vocalist was disillusioned by the connoisseur.","Implausible","passive",69,"Version1"
138,"The chauffeur drove the diplomat.","Plausible","active",69,"Version2"
138,"The diplomat drove the chauffeur.","Implausible","active",69,"Version2"
138,"The diplomat was driven by the chauffeur.","Plausible","passive",69,"Version2"
138,"The chauffeur was driven by the diplomat.","Implausible","passive",69,"Version2"
139,"The driver transported the ambassador.","Plausible","active",70,"Version1"
139,"The ambassador transported the driver.","Implausible","active",70,"Version1"
139,"The ambassador was transported by the driver.","Plausible","passive",70,"Version1"
139,"The driver was transported by the ambassador.","Implausible","passive",70,"Version1"
140,"The guard apprehended the prisoner.","Plausible","active",70,"Version2"
140,"The prisoner apprehended the guard.","Implausible","active",70,"Version2"
140,"The prisoner was apprehended by the guard.","Plausible","passive",70,"Version2"
140,"The guard was apprehended by the prisoner.","Implausible","passive",70,"Version2"
141,"The warden caught the inmate.","Plausible","active",71,"Version1"
141,"The inmate caught the warden.","Implausible","active",71,"Version1"
141,"The inmate was caught by the warden.","Plausible","passive",71,"Version1"
141,"The warden was caught by the inmate.","Implausible","passive",71,"Version1"
142,"The tailor costumed the dancer.","Plausible","active",71,"Version2"
142,"The dancer costumed the tailor.","Implausible","active",71,"Version2"
142,"The dancer was costumed by the tailor.","Plausible","passive",71,"Version2"
142,"The tailor was costumed by the dancer.","Implausible","passive",71,"Version2"
143,"The dressmaker attired the ballerina.","Plausible","active",72,"Version1"
143,"The ballerina attired the dressmaker.","Implausible","active",72,"Version1"
143,"The ballerina was attired by the dressmaker.","Plausible","passive",72,"Version1"
143,"The dressmaker was attired by the ballerina.","Implausible","passive",72,"Version1"
144,"The principal scolded the child.","Plausible","active",72,"Version2"
144,"The child scolded the principal.","Implausible","active",72,"Version2"
144,"The child was scolded by the principal.","Plausible","passive",72,"Version2"
144,"The principal was scolded by the child.","Implausible","passive",72,"Version2"
145,"The headmaster reprimanded the kid.","Plausible","active",73,"Version1"
145,"The kid reprimanded the headmaster.","Implausible","active",73,"Version1"
145,"The kid was reprimanded by the headmaster.","Plausible","passive",73,"Version1"
145,"The headmaster was reprimanded by the kid.","Implausible","passive",73,"Version1"
146,"The lord named the heir.","Plausible","active",73,"Version2"
146,"The heir named the lord.","Implausible","active",73,"Version2"
146,"The heir was named by the lord.","Plausible","passive",73,"Version2"
146,"The lord was named by the heir.","Implausible","passive",73,"Version2"
147,"The baron chose the successor.","Plausible","active",74,"Version1"
147,"The successor chose the baron.","Implausible","active",74,"Version1"
147,"The successor was chosen by the baron.","Plausible","passive",74,"Version1"
147,"The baron was chosen by the successor.","Implausible","passive",74,"Version1"
148,"The cop restrained the rioter.","Plausible","active",74,"Version2"
148,"The rioter restrained the cop.","Implausible","active",74,"Version2"
148,"The rioter was restrained by the cop.","Plausible","passive",74,"Version2"
148,"The cop was restrained by the rioter.","Implausible","passive",74,"Version2"
149,"The policeman subdued the rabble-rouser.","Plausible","active",75,"Version1"
149,"The rabble-rouser subdued the policeman.","Implausible","active",75,"Version1"
149,"The rabble-rouser was subdued by the policeman.","Plausible","passive",75,"Version1"
149,"The policeman was subdued by the rabble-rouser.","Implausible","passive",75,"Version1"
150,"The dad coddled the baby.","Plausible","active",75,"Version2"
150,"The baby coddled the dad.","Implausible","active",75,"Version2"
150,"The baby was coddled by the dad.","Plausible","passive",75,"Version2"
150,"The dad was coddled by the baby.","Implausible","passive",75,"Version2"
151,"The father pampered the infant.","Plausible","active",76,"Version1"
151,"The infant pampered the father.","Implausible","active",76,"Version1"
151,"The infant was pampered by the father.","Plausible","passive",76,"Version1"
151,"The father was pampered by the infant.","Implausible","passive",76,"Version1"
152,"The king exiled the rebel.","Plausible","active",76,"Version2"
152,"The rebel exiled the king.","Implausible","active",76,"Version2"
152,"The rebel was exiled by the king.","Plausible","passive",76,"Version2"
152,"The king was exiled by the rebel.","Implausible","passive",76,"Version2"
153,"The monarch banished the insurgent.","Plausible","active",77,"Version1"
153,"The insurgent banished the monarch.","Implausible","active",77,"Version1"
153,"The insurgent was banished by the monarch.","Plausible","passive",77,"Version1"
153,"The monarch was banished by the insurgent.","Implausible","passive",77,"Version1"
154,"The thief robbed the manufacturer.","Plausible","active",77,"Version2"
154,"The manufacturer robbed the thief.","Implausible","active",77,"Version2"
154,"The manufacturer was robbed by the thief.","Plausible","passive",77,"Version2"
154,"The thief was robbed by the manufacturer.","Implausible","passive",77,"Version2"
155,"The robber burgled the industrialist.","Plausible","active",78,"Version1"
155,"The industrialist burgled the robber.","Implausible","active",78,"Version1"
155,"The industrialist was burgled by the robber.","Plausible","passive",78,"Version1"
155,"The robber was burgled by the industrialist.","Implausible","passive",78,"Version1"
156,"The pessimist discouraged the contestant.","Plausible","active",78,"Version2"
156,"The contestant discouraged the pessimist.","Implausible","active",78,"Version2"
156,"The contestant was discouraged by the pessimist.","Plausible","passive",78,"Version2"
156,"The pessimist was discouraged by the contestant.","Implausible","passive",78,"Version2"
157,"The cynic dissuaded the participant.","Plausible","active",79,"Version1"
157,"The participant dissuaded the cynic.","Implausible","active",79,"Version1"
157,"The participant was dissuaded by the cynic.","Plausible","passive",79,"Version1"
157,"The cynic was dissuaded by the participant.","Implausible","passive",79,"Version1"
158,"The loudmouth tormented the loner.","Plausible","active",79,"Version2"
158,"The loner tormented the loudmouth.","Implausible","active",79,"Version2"
158,"The loner was tormented by the loudmouth.","Plausible","passive",79,"Version2"
158,"The loudmouth was tormented by the loner.","Implausible","passive",79,"Version2"
159,"The windbag taunted the recluse.","Plausible","active",80,"Version1"
159,"The recluse taunted the windbag.","Implausible","active",80,"Version1"
159,"The recluse was taunted by the windbag.","Plausible","passive",80,"Version1"
159,"The windbag was taunted by the recluse.","Implausible","passive",80,"Version1"
160,"The imitator fooled the investigator.","Plausible","active",80,"Version2"
160,"The investigator fooled the imitator.","Implausible","active",80,"Version2"
160,"The investigator was fooled by the imitator.","Plausible","passive",80,"Version2"
160,"The imitator was fooled by the investigator.","Implausible","passive",80,"Version2"
161,"The impersonator conned the inspector.","Plausible","active",81,"Version1"
161,"The inspector conned the impersonator.","Implausible","active",81,"Version1"
161,"The inspector was conned by the impersonator.","Plausible","passive",81,"Version1"
161,"The impersonator was conned by the inspector.","Implausible","passive",81,"Version1"
163,"The pyromaniac unnerved the shopkeeper.","Plausible","active",82,"Version1"
163,"The shopkeeper unnerved the pyromaniac.","Implausible","active",82,"Version1"
163,"The shopkeeper was unnerved by the pyromaniac.","Plausible","passive",82,"Version1"
163,"The pyromaniac was unnerved by the shopkeeper.","Implausible","passive",82,"Version1"
164,"The arsonist alarmed the vendor.","Plausible","active",82,"Version2"
164,"The vendor alarmed the arsonist.","Implausible","active",82,"Version2"
164,"The vendor was alarmed by the arsonist.","Plausible","passive",82,"Version2"
164,"The arsonist was alarmed by the vendor.","Implausible","passive",82,"Version2"
165,"The professional supported the beginner.","Plausible","active",83,"Version1"
165,"The beginner supported the professional.","Implausible","active",83,"Version1"
165,"The beginner was supported by the professional.","Plausible","passive",83,"Version1"
165,"The professional was supported by the beginner.","Implausible","passive",83,"Version1"
166,"The master encouraged the rookie.","Plausible","active",83,"Version2"
166,"The rookie encouraged the master.","Implausible","active",83,"Version2"
166,"The rookie was encouraged by the master.","Plausible","passive",83,"Version2"
166,"The master was encouraged by the rookie.","Implausible","passive",83,"Version2"
169,"The businessman employed the expert.","Plausible","active",85,"Version1"
169,"The expert employed the businessman.","Implausible","active",85,"Version1"
169,"The expert was employed by the businessman.","Plausible","passive",85,"Version1"
169,"The businessman was employed by the expert.","Implausible","passive",85,"Version1"
170,"The entrepreneur hired the specialist.","Plausible","active",85,"Version2"
170,"The specialist hired the entrepreneur.","Implausible","active",85,"Version2"
170,"The specialist was hired by the entrepreneur.","Plausible","passive",85,"Version2"
170,"The entrepreneur was hired by the specialist.","Implausible","passive",85,"Version2"
171,"The terrorist petrified the first lady.","Plausible","active",86,"Version1"
171,"The first lady petrified the terrorist.","Implausible","active",86,"Version1"
171,"The first lady was petrified by the terrorist.","Plausible","passive",86,"Version1"
171,"The terrorist was petrified by the first lady.","Implausible","passive",86,"Version1"
172,"The hijacker terrified the president's wife.","Plausible","active",86,"Version2"
172,"The president's wife terrified the hijacker.","Implausible","active",86,"Version2"
172,"The president's wife was terrified by the hijacker.","Plausible","passive",86,"Version2"
172,"The hijacker was terrified by the president's wife.","Implausible","passive",86,"Version2"
173,"The judge praised the gold medalist.","Plausible","active",87,"Version1"
173,"The gold medalist praised the judge.","Implausible","active",87,"Version1"
173,"The gold medalist was praised by the judge.","Plausible","passive",87,"Version1"
173,"The judge was praised by the gold medalist.","Implausible","passive",87,"Version1"
174,"The panelist congratulated the winner.","Plausible","active",87,"Version2"
174,"The winner congratulated the panelist.","Implausible","active",87,"Version2"
174,"The winner was congratulated by the panelist.","Plausible","passive",87,"Version2"
174,"The panelist was congratulated by the winner.","Implausible","passive",87,"Version2"
175,"The liar emulated the victor.","Plausible","active",88,"Version1"
175,"The victor emulated the liar.","Implausible","active",88,"Version1"
175,"The victor was emulated by the liar.","Plausible","passive",88,"Version1"
175,"The liar was emulated by the victor.","Implausible","passive",88,"Version1"
176,"The deceiver imitated the conqueror.","Plausible","active",88,"Version2"
176,"The conqueror imitated the deceiver.","Implausible","active",88,"Version2"
176,"The conqueror was imitated by the deceiver.","Plausible","passive",88,"Version2"
176,"The deceiver was imitated by the conqueror.","Implausible","passive",88,"Version2"
177,"The environmentalist cautioned the tobacconist.","Plausible","active",89,"Version1"
177,"The tobacconist cautioned the environmentalist.","Implausible","active",89,"Version1"
177,"The tobacconist was cautioned by the environmentalist.","Plausible","passive",89,"Version1"
177,"The environmentalist was cautioned by the tobacconist.","Implausible","passive",89,"Version1"
178,"The ecologist warned the cigar-maker.","Plausible","active",89,"Version2"
178,"The cigar-maker warned the ecologist.","Implausible","active",89,"Version2"
178,"The cigar-maker was warned by the ecologist.","Plausible","passive",89,"Version2"
178,"The ecologist was warned by the cigar-maker.","Implausible","passive",89,"Version2"
181,"The alcoholic hassled the guest.","Plausible","active",91,"Version1"
181,"The guest hassled the alcoholic.","Implausible","active",91,"Version1"
181,"The guest was hassled by the alcoholic.","Plausible","passive",91,"Version1"
181,"The alcoholic was hassled by the guest.","Implausible","passive",91,"Version1"
182,"The drunk bothered the visitor.","Plausible","active",91,"Version2"
182,"The visitor bothered the drunk.","Implausible","active",91,"Version2"
182,"The visitor was bothered by the drunk.","Plausible","passive",91,"Version2"
182,"The drunk was bothered by the visitor.","Implausible","passive",91,"Version2"
183,"The commentator vexed the athlete.","Plausible","active",92,"Version1"
183,"The athlete vexed the commentator.","Implausible","active",92,"Version1"
183,"The athlete was vexed by the commentator.","Plausible","passive",92,"Version1"
183,"The commentator was vexed by the athlete.","Implausible","passive",92,"Version1"
184,"The sportscaster peeved the jock.","Plausible","active",92,"Version2"
184,"The jock peeved the sportscaster.","Implausible","active",92,"Version2"
184,"The jock was peeved by the sportscaster.","Plausible","passive",92,"Version2"
184,"The sportscaster was peeved by the jock.","Implausible","passive",92,"Version2"
185,"The preacher hugged the churchgoer.","Plausible","active",93,"Version1"
185,"The churchgoer hugged the preacher.","Implausible","active",93,"Version1"
185,"The churchgoer was hugged by the preacher.","Plausible","passive",93,"Version1"
185,"The preacher was hugged by the churchgoer.","Implausible","passive",93,"Version1"
186,"The pastor embraced the parishioner.","Plausible","active",93,"Version2"
186,"The parishioner embraced the pastor.","Implausible","active",93,"Version2"
186,"The parishioner was embraced by the pastor.","Plausible","passive",93,"Version2"
186,"The pastor was embraced by the parishioner.","Implausible","passive",93,"Version2"
187,"The maniac mocked the clown.","Plausible","active",94,"Version1"
187,"The clown mocked the maniac.","Implausible","active",94,"Version1"
187,"The clown was mocked by the maniac.","Plausible","passive",94,"Version1"
187,"The maniac was mocked by the clown.","Implausible","passive",94,"Version1"
188,"The lunatic ridiculed the jester.","Plausible","active",94,"Version2"
188,"The jester ridiculed the lunatic.","Implausible","active",94,"Version2"
188,"The jester was ridiculed by the lunatic.","Plausible","passive",94,"Version2"
188,"The lunatic was ridiculed by the jester.","Implausible","passive",94,"Version2"
189,"The archivist contacted the inventor.","Plausible","active",95,"Version1"
189,"The inventor contacted the archivist.","Implausible","active",95,"Version1"
189,"The inventor was contacted by the archivist.","Plausible","passive",95,"Version1"
189,"The archivist was contacted by the inventor.","Implausible","passive",95,"Version1"
190,"The historian approached the innovator.","Plausible","active",95,"Version2"
190,"The innovator approached the historian.","Implausible","active",95,"Version2"
190,"The innovator was approached by the historian.","Plausible","passive",95,"Version2"
190,"The historian was approached by the innovator.","Implausible","passive",95,"Version2"
191,"The janitor called the landscaper.","Plausible","active",96,"Version1"
191,"The landscaper called the janitor.","Implausible","active",96,"Version1"
191,"The landscaper was called by the janitor.","Plausible","passive",96,"Version1"
191,"The janitor was called by the landscaper.","Implausible","passive",96,"Version1"
192,"The custodian phoned the gardener.","Plausible","active",96,"Version2"
192,"The gardener phoned the custodian.","Implausible","active",96,"Version2"
192,"The gardener was phoned by the custodian.","Plausible","passive",96,"Version2"
192,"The custodian was phoned by the gardener.","Implausible","passive",96,"Version2"
193,"The drummer annoyed the weatherman.","Plausible","active",97,"Version1"
193,"The weatherman annoyed the drummer.","Implausible","active",97,"Version1"
193,"The weatherman was annoyed by the drummer.","Plausible","passive",97,"Version1"
193,"The drummer was annoyed by the weatherman.","Implausible","passive",97,"Version1"
194,"The percussionist displeased the meteorologist.","Plausible","active",97,"Version2"
194,"The meteorologist displeased the percussionist.","Implausible","active",97,"Version2"
194,"The meteorologist was displeased by the percussionist.","Plausible","passive",97,"Version2"
194,"The percussionist was displeased by the meteorologist.","Implausible","passive",97,"Version2"
195,"The go-between belittled the defendant.","Plausible","active",98,"Version1"
195,"The defendant belittled the go-between.","Implausible","active",98,"Version1"
195,"The defendant was belittled by the go-between.","Plausible","passive",98,"Version1"
195,"The go-between was belittled by the defendant.","Implausible","passive",98,"Version1"
196,"The intermediary deprecated the felon.","Plausible","active",98,"Version2"
196,"The felon deprecated the intermediary.","Implausible","active",98,"Version2"
196,"The felon was deprecated by the intermediary.","Plausible","passive",98,"Version2"
196,"The intermediary was deprecated by the felon.","Implausible","passive",98,"Version2"
197,"The valet entertained the envoy.","Plausible","active",99,"Version1"
197,"The envoy entertained the valet.","Implausible","active",99,"Version1"
197,"The envoy was entertained by the valet.","Plausible","passive",99,"Version1"
197,"The valet was entertained by the envoy.","Implausible","passive",99,"Version1"
198,"The manservant amused the emissary.","Plausible","active",99,"Version2"
198,"The emissary amused the manservant.","Implausible","active",99,"Version2"
198,"The emissary was amused by the manservant.","Plausible","passive",99,"Version2"
198,"The manservant was amused by the emissary.","Implausible","passive",99,"Version2"
199,"The acrobat pushed the stranger.","Plausible","active",100,"Version1"
199,"The stranger pushed the acrobat.","Implausible","active",100,"Version1"
199,"The stranger was pushed by the acrobat.","Plausible","passive",100,"Version1"
199,"The acrobat was pushed by the stranger.","Implausible","passive",100,"Version1"
200,"The gymnast shoved the outsider.","Plausible","active",100,"Version2"
200,"The outsider shoved the gymnast.","Implausible","active",100,"Version2"
200,"The outsider was shoved by the gymnast.","Plausible","passive",100,"Version2"
200,"The gymnast was shoved by the outsider.","Implausible","passive",100,"Version2"
201,"The benefactor calmed the architect.","Plausible","active",101,"Version1"
201,"The architect calmed the benefactor.","Implausible","active",101,"Version1"
201,"The architect was calmed by the benefactor.","Plausible","passive",101,"Version1"
201,"The benefactor was calmed by the architect.","Implausible","passive",101,"Version1"
202,"The patron soothed the draftsman.","Plausible","active",101,"Version2"
202,"The draftsman soothed the patron.","Implausible","active",101,"Version2"
202,"The draftsman was soothed by the patron.","Plausible","passive",101,"Version2"
202,"The patron was soothed by the draftsman.","Implausible","passive",101,"Version2"
203,"The therapist lauded the hairdresser.","Plausible","active",102,"Version1"
203,"The hairdresser lauded the therapist.","Implausible","active",102,"Version1"
203,"The hairdresser was lauded by the therapist.","Plausible","passive",102,"Version1"
203,"The therapist was lauded by the hairdresser.","Implausible","passive",102,"Version1"
204,"The psychologist extolled the hairstylist.","Plausible","active",102,"Version2"
204,"The hairstylist extolled the psychologist.","Implausible","active",102,"Version2"
204,"The hairstylist was extolled by the psychologist.","Plausible","passive",102,"Version2"
204,"The psychologist was extolled by the hairstylist.","Implausible","passive",102,"Version2"
205,"The nobleman married the baroness.","Plausible","active",103,"Version1"
205,"The baroness married the nobleman.","Implausible","active",103,"Version1"
205,"The baroness was married by the nobleman.","Plausible","passive",103,"Version1"
205,"The nobleman was married by the baroness.","Implausible","passive",103,"Version1"
206,"The aristocrat wed the countess.","Plausible","active",103,"Version2"
206,"The countess wed the aristocrat.","Implausible","active",103,"Version2"
206,"The countess was wed by the aristocrat.","Plausible","passive",103,"Version2"
206,"The aristocrat was wed by the countess.","Implausible","passive",103,"Version2"
207,"The actuary assuaged the creditor.","Plausible","active",104,"Version1"
207,"The creditor assuaged the actuary.","Implausible","active",104,"Version1"
207,"The creditor was assuaged by the actuary.","Plausible","passive",104,"Version1"
207,"The actuary was assuaged by the creditor.","Implausible","passive",104,"Version1"
208,"The analyst relieved the investor.","Plausible","active",104,"Version2"
208,"The investor relieved the analyst.","Implausible","active",104,"Version2"
208,"The investor was relieved by the analyst.","Plausible","passive",104,"Version2"
208,"The analyst was relieved by the investor.","Implausible","passive",104,"Version2"
209,"The sailor frightened the psychic.","Plausible","active",105,"Version1"
209,"The psychic frightened the sailor.","Implausible","active",105,"Version1"
209,"The psychic was frightened by the sailor.","Plausible","passive",105,"Version1"
209,"The sailor was frightened by the psychic.","Implausible","passive",105,"Version1"
210,"The mariner scared the fortune-teller.","Plausible","active",105,"Version2"
210,"The fortune-teller scared the mariner.","Implausible","active",105,"Version2"
210,"The fortune-teller was scared by the mariner.","Plausible","passive",105,"Version2"
210,"The mariner was scared by the fortune-teller.","Implausible","passive",105,"Version2"
211,"The assistant flattered the auditor.","Plausible","active",106,"Version1"
211,"The auditor flattered the assistant.","Implausible","active",106,"Version1"
211,"The auditor was flattered by the assistant.","Plausible","passive",106,"Version1"
211,"The assistant was flattered by the auditor.","Implausible","passive",106,"Version1"
212,"The helper complimented the appraiser.","Plausible","active",106,"Version2"
212,"The appraiser complimented the helper.","Implausible","active",106,"Version2"
212,"The appraiser was complimented by the helper.","Plausible","passive",106,"Version2"
212,"The helper was complimented by the appraiser.","Implausible","passive",106,"Version2"
213,"The immigrant believed the trooper.","Plausible","active",107,"Version1"
213,"The trooper believed the immigrant.","Implausible","active",107,"Version1"
213,"The trooper was believed by the immigrant.","Plausible","passive",107,"Version1"
213,"The immigrant was believed by the trooper.","Implausible","passive",107,"Version1"
214,"The foreigner trusted the patrolman.","Plausible","active",107,"Version2"
214,"The patrolman trusted the foreigner.","Implausible","active",107,"Version2"
214,"The patrolman was trusted by the foreigner.","Plausible","passive",107,"Version2"
214,"The foreigner was trusted by the patrolman.","Implausible","passive",107,"Version2"
215,"The mapmaker affronted the farmer.","Plausible","active",108,"Version1"
215,"The farmer affronted the mapmaker.","Implausible","active",108,"Version1"
215,"The farmer was affronted by the mapmaker.","Plausible","passive",108,"Version1"
215,"The mapmaker was affronted by the farmer.","Implausible","passive",108,"Version1"
216,"The cartographer insulted the rancher.","Plausible","active",108,"Version2"
216,"The rancher insulted the cartographer.","Implausible","active",108,"Version2"
216,"The rancher was insulted by the cartographer.","Plausible","passive",108,"Version2"
216,"The cartographer was insulted by the rancher.","Implausible","passive",108,"Version2"
217,"The poet awed the entertainer.","Plausible","active",109,"Version1"
217,"The entertainer awed the poet.","Implausible","active",109,"Version1"
217,"The entertainer was awed by the poet.","Plausible","passive",109,"Version1"
217,"The poet was awed by the entertainer.","Implausible","passive",109,"Version1"
218,"The lyricist dazzled the performer.","Plausible","active",109,"Version2"
218,"The performer dazzled the lyricist.","Implausible","active",109,"Version2"
218,"The performer was dazzled by the lyricist.","Plausible","passive",109,"Version2"
218,"The lyricist was dazzled by the performer.","Implausible","passive",109,"Version2"
219,"The peddler tested the manager.","Plausible","active",110,"Version1"
219,"The manager tested the peddler.","Implausible","active",110,"Version1"
219,"The manager was tested by the peddler.","Plausible","passive",110,"Version1"
219,"The peddler was tested by the manager.","Implausible","passive",110,"Version1"
220,"The traveling salesman challenged the executive.","Plausible","active",110,"Version2"
220,"The executive challenged the traveling salesman.","Implausible","active",110,"Version2"
220,"The executive was challenged by the traveling salesman.","Plausible","passive",110,"Version2"
220,"The traveling salesman was challenged by the executive.","Implausible","passive",110,"Version2"
221,"The musician admired the diva.","Plausible","active",111,"Version1"
221,"The diva admired the musician.","Implausible","active",111,"Version1"
221,"The diva was admired by the musician.","Plausible","passive",111,"Version1"
221,"The musician was admired by the diva.","Implausible","passive",111,"Version1"
222,"The instrumentalist adored the prima donna.","Plausible","active",111,"Version2"
222,"The prima donna adored the instrumentalist.","Implausible","active",111,"Version2"
222,"The prima donna was adored by the instrumentalist.","Plausible","passive",111,"Version2"
222,"The instrumentalist was adored by the prima donna.","Implausible","passive",111,"Version2"
223,"The general welcomed the hero.","Plausible","active",112,"Version1"
223,"The hero welcomed the general.","Implausible","active",112,"Version1"
223,"The hero was welcomed by the general.","Plausible","passive",112,"Version1"
223,"The general was welcomed by the hero.","Implausible","passive",112,"Version1"
224,"The commander greeted the champion.","Plausible","active",112,"Version2"
224,"The champion greeted the commander.","Implausible","active",112,"Version2"
224,"The champion was greeted by the commander.","Plausible","passive",112,"Version2"
224,"The commander was greeted by the champion.","Implausible","passive",112,"Version2"
225,"The cobbler disdained the stonecutter.","Plausible","active",113,"Version1"
225,"The stonecutter disdained the cobbler.","Implausible","active",113,"Version1"
225,"The stonecutter was disdained by the cobbler.","Plausible","passive",113,"Version1"
225,"The cobbler was disdained by the stonecutter.","Implausible","passive",113,"Version1"
226,"The shoemaker scorned the mason.","Plausible","active",113,"Version2"
226,"The mason scorned the shoemaker.","Implausible","active",113,"Version2"
226,"The mason was scorned by the shoemaker.","Plausible","passive",113,"Version2"
226,"The shoemaker was scorned by the mason.","Implausible","passive",113,"Version2"
227,"The postman noticed the chaplain.","Plausible","active",114,"Version1"
227,"The chaplain noticed the postman.","Implausible","active",114,"Version1"
227,"The chaplain was noticed by the postman.","Plausible","passive",114,"Version1"
227,"The postman was noticed by the chaplain.","Implausible","passive",114,"Version1"
228,"The mailman saw the minister.","Plausible","active",114,"Version2"
228,"The minister saw the mailman.","Implausible","active",114,"Version2"
228,"The minister was seen by the mailman.","Plausible","passive",114,"Version2"
228,"The mailman was seen by the minister.","Implausible","passive",114,"Version2"
229,"The composer begrudged the playwright.","Plausible","active",115,"Version1"
229,"The playwright begrudged the composer.","Implausible","active",115,"Version1"
229,"The playwright was begrudged by the composer.","Plausible","passive",115,"Version1"
229,"The composer was begrudged by the playwright.","Implausible","passive",115,"Version1"
230,"The songwriter envied the dramatist.","Plausible","active",115,"Version2"
230,"The dramatist envied the songwriter.","Implausible","active",115,"Version2"
230,"The dramatist was envied by the songwriter.","Plausible","passive",115,"Version2"
230,"The songwriter was envied by the dramatist.","Implausible","passive",115,"Version2"
233,"The missionary baffled the oracle.","Plausible","active",117,"Version1"
233,"The oracle baffled the missionary.","Implausible","active",117,"Version1"
233,"The oracle was baffled by the missionary.","Plausible","passive",117,"Version1"
233,"The missionary was baffled by the oracle.","Implausible","passive",117,"Version1"
234,"The evangelist mystified the soothsayer.","Plausible","active",117,"Version2"
234,"The soothsayer mystified the evangelist.","Implausible","active",117,"Version2"
234,"The soothsayer was mystified by the evangelist.","Plausible","passive",117,"Version2"
234,"The evangelist was mystified by the soothsayer.","Implausible","passive",117,"Version2"
235,"The trespasser choked the fighter.","Plausible","active",118,"Version1"
235,"The fighter choked the trespasser.","Implausible","active",118,"Version1"
235,"The fighter was choked by the trespasser.","Plausible","passive",118,"Version1"
235,"The trespasser was choked by the fighter.","Implausible","passive",118,"Version1"
236,"The encroacher strangled the warrior.","Plausible","active",118,"Version2"
236,"The warrior strangled the encroacher.","Implausible","active",118,"Version2"
236,"The warrior was strangled by the encroacher.","Plausible","passive",118,"Version2"
236,"The encroacher was strangled by the warrior.","Implausible","passive",118,"Version2"
237,"The broker introduced the donor.","Plausible","active",119,"Version1"
237,"The donor introduced the broker.","Implausible","active",119,"Version1"
237,"The donor was introduced by the broker.","Plausible","passive",119,"Version1"
237,"The broker was introduced by the donor.","Implausible","passive",119,"Version1"
238,"The dealer presented the sponsor.","Plausible","active",119,"Version2"
238,"The sponsor presented the dealer.","Implausible","active",119,"Version2"
238,"The sponsor was presented by the dealer.","Plausible","passive",119,"Version2"
238,"The dealer was presented by the sponsor.","Implausible","passive",119,"Version2"
239,"The shrink commended the dean.","Plausible","active",120,"Version1"
239,"The dean commended the shrink.","Implausible","active",120,"Version1"
239,"The dean was commended by the shrink.","Plausible","passive",120,"Version1"
239,"The shrink was commended by the dean.","Implausible","passive",120,"Version1"
