Input.list,Answer.English,Answer.answer,Answer.country,WorkerId,TrialNum,Answer.Rating,Plausibility,Item,Input.trial
1,yes,NA,USA,A1F3XD5WEK7H7E,3,2,implaus,20,The lady is cooking for the chef.
1,yes,NA,USA,A1F3XD5WEK7H7E,4,1,implaus,3,The patient is using a stethoscope on the doctor.
1,yes,NA,USA,A1F3XD5WEK7H7E,5,6,plaus,14,The priest is blessing the bride.
1,yes,NA,USA,A1F3XD5WEK7H7E,6,1,implaus,8,The businessman is painting the artist.
1,yes,NA,USA,A1F3XD5WEK7H7E,7,7,plaus,18,The waiter is serving the customer.
1,yes,NA,USA,A1F3XD5WEK7H7E,8,5,plaus,2,The babysitter is scolding the child.
1,yes,NA,USA,A1F3XD5WEK7H7E,9,1,implaus,19,The beggar is giving money to the lawyer.
1,yes,NA,USA,A1F3XD5WEK7H7E,10,7,plaus,7,The mother is feeding the baby.
1,yes,NA,USA,A1F3XD5WEK7H7E,11,2,implaus,6,The girl is frightening the ghost.
1,yes,NA,USA,A1F3XD5WEK7H7E,12,3,implaus,33,The worker is yelling at the boss.
1,yes,NA,USA,A1F3XD5WEK7H7E,13,1,implaus,1,The criminal is arresting the cop.
1,yes,NA,USA,A1F3XD5WEK7H7E,14,1,implaus,35,The woman is preventing the bouncer from entering.
1,yes,NA,USA,A1F3XD5WEK7H7E,15,7,plaus,25,Santa is giving the girl a present.
1,yes,NA,USA,A1F3XD5WEK7H7E,16,7,plaus,16,The professor is lecturing to the student.
1,yes,NA,USA,A1F3XD5WEK7H7E,17,7,plaus,4,The fireman is rescuing the grandmother.
1,yes,NA,USA,A1F3XD5WEK7H7E,18,1,implaus,15,The snorkeler is biting the shark.
1,yes,NA,USA,A1F3XD5WEK7H7E,19,7,plaus,12,The photographer is taking a picture of the model.
1,yes,NA,USA,A1F3XD5WEK7H7E,20,1,plaus,41,Please select the leftmost response option.
1,yes,NA,USA,A1F3XD5WEK7H7E,21,7,plaus,5,The dentist is treating the patient.
1,yes,NA,USA,A1F3XD5WEK7H7E,22,4,implaus,24,The child is pulling the father on the sled.
1,yes,NA,USA,A1F3XD5WEK7H7E,23,7,plaus,30,The cat is chasing the mouse.
1,yes,NA,USA,A1F3XD5WEK7H7E,24,2,implaus,13,The princess is kidnapping the pirate.
1,yes,NA,USA,A1F3XD5WEK7H7E,25,7,plaus,27,The lady is applauding the athlete.
1,yes,NA,USA,A1F3XD5WEK7H7E,26,7,plaus,29,The thief is stealing the purse from the grandma.
1,yes,NA,USA,A1F3XD5WEK7H7E,27,5,plaus,21,The ballerina is dancing for the grandpa.
1,yes,NA,USA,A1F3XD5WEK7H7E,28,3,plaus,38,The tailor is measuring the princess.
1,yes,NA,USA,A1F3XD5WEK7H7E,29,2,implaus,22,The sportsstar is interviewing the journalist.
1,yes,NA,USA,A1F3XD5WEK7H7E,30,5,implaus,37,The woman is proposing to the man.
1,yes,NA,USA,A1F3XD5WEK7H7E,31,7,plaus,9,The groom is carrying the bride.
1,yes,NA,USA,A1F3XD5WEK7H7E,32,1,implaus,11,The Safari guide is pouncing on the lion.
1,yes,NA,USA,A1F3XD5WEK7H7E,33,7,plaus,36,The dog is licking the girl on the face.
1,yes,NA,USA,A1F3XD5WEK7H7E,34,2,implaus,40,The lady is opening the door for the chauffeur.
1,yes,NA,USA,A1F3XD5WEK7H7E,35,7,implaus,42,Please select the rightmost response option.
1,yes,NA,USA,A1F3XD5WEK7H7E,36,7,plaus,32,The relative is bringing flowers to the patient.
1,yes,NA,USA,A1F3XD5WEK7H7E,37,1,implaus,26,The queen is bowing to the peasant.
1,yes,NA,USA,A1F3XD5WEK7H7E,38,1,implaus,39,The grandmother is saving the lifeguard.
1,yes,NA,USA,A1F3XD5WEK7H7E,39,3,implaus,31,The patient is pushing the visitor.
1,yes,NA,USA,A1F3XD5WEK7H7E,40,4,implaus,28,The son is tying the father's shoes.
1,yes,NA,USA,A1F3XD5WEK7H7E,41,7,plaus,10,The jester is entertaining the king.
1,yes,NA,USA,A1F3XD5WEK7H7E,42,7,plaus,34,The dog is leading the blind person.
2,yes,{},USA,A147F5PJTHOB8A,1,7,implaus,32,The patient is bringing flowers to the relative.
2,yes,{},USA,A147F5PJTHOB8A,2,1,implaus,34,The blind person is leading the dog.
2,yes,{},USA,A147F5PJTHOB8A,3,3,implaus,36,The girl is licking the dog on the face.
2,yes,{},USA,A147F5PJTHOB8A,4,7,plaus,39,The lifeguard is saving the grandmother.
2,yes,{},USA,A147F5PJTHOB8A,5,7,plaus,6,The ghost is frightening the girl.
2,yes,{},USA,A147F5PJTHOB8A,6,7,plaus,22,The journalist is interviewng the sportsstar.
2,yes,{},USA,A147F5PJTHOB8A,7,7,plaus,1,The cop is arresting the criminal.
2,yes,{},USA,A147F5PJTHOB8A,8,1,implaus,38,The princess is measuring the tailor.
2,yes,{},USA,A147F5PJTHOB8A,9,1,implaus,25,The girl is giving Santa a present.
2,yes,{},USA,A147F5PJTHOB8A,10,2,implaus,9,The bride is carrying the groom.
2,yes,{},USA,A147F5PJTHOB8A,11,7,plaus,13,The pirate is kidnapping the princess.
2,yes,{},USA,A147F5PJTHOB8A,12,7,plaus,17,The vampire is biting the woman.
2,yes,{},USA,A147F5PJTHOB8A,13,7,plaus,20,The chef is cooking for the lady.
2,yes,{},USA,A147F5PJTHOB8A,14,1,implaus,29,The grandma is stealing the purse from the thief.
2,yes,{},USA,A147F5PJTHOB8A,15,1,implaus,10,The king is entertaining the jester.
2,yes,{},USA,A147F5PJTHOB8A,16,1,implaus,21,The grandpa is dancing for the ballerina.
2,yes,{},USA,A147F5PJTHOB8A,17,1,implaus,23,The criminal is sentencing the judge.
2,yes,{},USA,A147F5PJTHOB8A,18,1,implaus,2,The child is scolding the babysitter.
2,yes,{},USA,A147F5PJTHOB8A,19,7,plaus,3,The doctor is using a stethoscope on the patient.
2,yes,{},USA,A147F5PJTHOB8A,20,1,implaus,18,The customer is serving the waiter.
2,yes,{},USA,A147F5PJTHOB8A,21,5,plaus,19,The lawyer is giving money to the beggar.
2,yes,{},USA,A147F5PJTHOB8A,22,7,plaus,26,The peasant is bowing to the queen.
2,yes,{},USA,A147F5PJTHOB8A,23,2,implaus,12,The model is taking a picture of the photographer.
2,yes,{},USA,A147F5PJTHOB8A,24,7,plaus,37,The man is proposing to the woman.
2,yes,{},USA,A147F5PJTHOB8A,25,3,implaus,27,The athlete is applauding the lady.
2,yes,{},USA,A147F5PJTHOB8A,26,1,implaus,41,Please select the leftmost response option.
2,yes,{},USA,A147F5PJTHOB8A,27,7,plaus,24,The father is pulling the child on the sled.
2,yes,{},USA,A147F5PJTHOB8A,28,1,implaus,4,The grandmother is rescuing the fireman.
2,yes,{},USA,A147F5PJTHOB8A,29,7,plaus,15,The shark is biting the snorkeler.
2,yes,{},USA,A147F5PJTHOB8A,30,1,implaus,7,The baby is feeding the mother.
2,yes,{},USA,A147F5PJTHOB8A,31,7,plaus,8,The artist is painting the businessman.
2,yes,{},USA,A147F5PJTHOB8A,32,1,implaus,16,The student is lecturing to the professor.
2,yes,{},USA,A147F5PJTHOB8A,33,1,implaus,30,The mouse is chasing the cat.
2,yes,{},USA,A147F5PJTHOB8A,34,1,implaus,5,The patient is treating the dentist.
2,yes,{},USA,A147F5PJTHOB8A,35,7,plaus,28,The father is tying the son's shoes.
2,yes,{},USA,A147F5PJTHOB8A,36,7,plaus,33,The boss is yelling at the worker.
2,yes,{},USA,A147F5PJTHOB8A,37,7,plaus,31,The visitor is pushing the patient.
2,yes,{},USA,A147F5PJTHOB8A,38,7,implaus,14,The bride is blessing the priest.
2,yes,{},USA,A147F5PJTHOB8A,39,7,plaus,42,Please select the rightmost response option.
2,yes,{},USA,A147F5PJTHOB8A,40,7,plaus,40,The chauffeur is opening the door for the lady.
2,yes,{},USA,A147F5PJTHOB8A,41,7,plaus,11,The lion is pouncing on the Safari guide.
2,yes,{},USA,A147F5PJTHOB8A,42,7,plaus,35,The bouncer is preventing the woman from entering.
2,yes,{},USA,A23KAJRDVCVGOE,1,7,implaus,32,The patient is bringing flowers to the relative.
2,yes,{},USA,A23KAJRDVCVGOE,2,2,implaus,34,The blind person is leading the dog.
2,yes,{},USA,A23KAJRDVCVGOE,3,5,implaus,36,The girl is licking the dog on the face.
2,yes,{},USA,A23KAJRDVCVGOE,4,7,plaus,39,The lifeguard is saving the grandmother.
2,yes,{},USA,A23KAJRDVCVGOE,5,6,plaus,6,The ghost is frightening the girl.
2,yes,{},USA,A23KAJRDVCVGOE,6,7,plaus,22,The journalist is interviewng the sportsstar.
2,yes,{},USA,A23KAJRDVCVGOE,7,7,plaus,1,The cop is arresting the criminal.
2,yes,{},USA,A23KAJRDVCVGOE,8,1,implaus,38,The princess is measuring the tailor.
2,yes,{},USA,A23KAJRDVCVGOE,9,1,implaus,25,The girl is giving Santa a present.
2,yes,{},USA,A23KAJRDVCVGOE,10,3,implaus,9,The bride is carrying the groom.
2,yes,{},USA,A23KAJRDVCVGOE,11,7,plaus,13,The pirate is kidnapping the princess.
2,yes,{},USA,A23KAJRDVCVGOE,12,7,plaus,17,The vampire is biting the woman.
2,yes,{},USA,A23KAJRDVCVGOE,13,7,plaus,20,The chef is cooking for the lady.
2,yes,{},USA,A23KAJRDVCVGOE,14,2,implaus,29,The grandma is stealing the purse from the thief.
2,yes,{},USA,A23KAJRDVCVGOE,15,3,implaus,10,The king is entertaining the jester.
2,yes,{},USA,A23KAJRDVCVGOE,16,1,implaus,21,The grandpa is dancing for the ballerina.
2,yes,{},USA,A23KAJRDVCVGOE,17,1,implaus,23,The criminal is sentencing the judge.
2,yes,{},USA,A23KAJRDVCVGOE,18,4,implaus,2,The child is scolding the babysitter.
2,yes,{},USA,A23KAJRDVCVGOE,19,7,plaus,3,The doctor is using a stethoscope on the patient.
2,yes,{},USA,A23KAJRDVCVGOE,20,1,implaus,18,The customer is serving the waiter.
2,yes,{},USA,A23KAJRDVCVGOE,21,7,plaus,19,The lawyer is giving money to the beggar.
2,yes,{},USA,A23KAJRDVCVGOE,22,7,plaus,26,The peasant is bowing to the queen.
2,yes,{},USA,A23KAJRDVCVGOE,23,2,implaus,12,The model is taking a picture of the photographer.
2,yes,{},USA,A23KAJRDVCVGOE,24,7,plaus,37,The man is proposing to the woman.
2,yes,{},USA,A23KAJRDVCVGOE,25,1,implaus,27,The athlete is applauding the lady.
2,yes,{},USA,A23KAJRDVCVGOE,26,1,implaus,41,Please select the leftmost response option.
2,yes,{},USA,A23KAJRDVCVGOE,27,7,plaus,24,The father is pulling the child on the sled.
2,yes,{},USA,A23KAJRDVCVGOE,28,1,implaus,4,The grandmother is rescuing the fireman.
2,yes,{},USA,A23KAJRDVCVGOE,29,7,plaus,15,The shark is biting the snorkeler.
2,yes,{},USA,A23KAJRDVCVGOE,30,1,implaus,7,The baby is feeding the mother.
2,yes,{},USA,A23KAJRDVCVGOE,31,4,plaus,8,The artist is painting the businessman.
2,yes,{},USA,A23KAJRDVCVGOE,32,3,implaus,16,The student is lecturing to the professor.
2,yes,{},USA,A23KAJRDVCVGOE,33,1,implaus,30,The mouse is chasing the cat.
2,yes,{},USA,A23KAJRDVCVGOE,34,1,implaus,5,The patient is treating the dentist.
2,yes,{},USA,A23KAJRDVCVGOE,35,7,plaus,28,The father is tying the son's shoes.
2,yes,{},USA,A23KAJRDVCVGOE,36,7,plaus,33,The boss is yelling at the worker.
2,yes,{},USA,A23KAJRDVCVGOE,37,5,plaus,31,The visitor is pushing the patient.
2,yes,{},USA,A23KAJRDVCVGOE,38,1,implaus,14,The bride is blessing the priest.
2,yes,{},USA,A23KAJRDVCVGOE,39,7,plaus,42,Please select the rightmost response option.
2,yes,{},USA,A23KAJRDVCVGOE,40,7,plaus,40,The chauffeur is opening the door for the lady.
2,yes,{},USA,A23KAJRDVCVGOE,41,7,plaus,11,The lion is pouncing on the Safari guide.
2,yes,{},USA,A23KAJRDVCVGOE,42,7,plaus,35,The bouncer is preventing the woman from entering.
2,yes,{},USA,A2541C8MY0BYV3,1,1,implaus,32,The patient is bringing flowers to the relative.
2,yes,{},USA,A2541C8MY0BYV3,2,1,implaus,34,The blind person is leading the dog.
2,yes,{},USA,A2541C8MY0BYV3,3,1,implaus,36,The girl is licking the dog on the face.
2,yes,{},USA,A2541C8MY0BYV3,4,7,plaus,39,The lifeguard is saving the grandmother.
2,yes,{},USA,A2541C8MY0BYV3,5,7,plaus,6,The ghost is frightening the girl.
2,yes,{},USA,A2541C8MY0BYV3,6,7,plaus,22,The journalist is interviewng the sportsstar.
2,yes,{},USA,A2541C8MY0BYV3,7,7,plaus,1,The cop is arresting the criminal.
2,yes,{},USA,A2541C8MY0BYV3,8,1,implaus,38,The princess is measuring the tailor.
2,yes,{},USA,A2541C8MY0BYV3,9,1,implaus,25,The girl is giving Santa a present.
2,yes,{},USA,A2541C8MY0BYV3,10,1,implaus,9,The bride is carrying the groom.
2,yes,{},USA,A2541C8MY0BYV3,11,7,plaus,13,The pirate is kidnapping the princess.
2,yes,{},USA,A2541C8MY0BYV3,12,7,plaus,17,The vampire is biting the woman.
2,yes,{},USA,A2541C8MY0BYV3,13,7,plaus,20,The chef is cooking for the lady.
2,yes,{},USA,A2541C8MY0BYV3,14,1,implaus,29,The grandma is stealing the purse from the thief.
2,yes,{},USA,A2541C8MY0BYV3,15,1,implaus,10,The king is entertaining the jester.
2,yes,{},USA,A2541C8MY0BYV3,16,1,implaus,21,The grandpa is dancing for the ballerina.
2,yes,{},USA,A2541C8MY0BYV3,17,1,implaus,23,The criminal is sentencing the judge.
2,yes,{},USA,A2541C8MY0BYV3,18,1,implaus,2,The child is scolding the babysitter.
2,yes,{},USA,A2541C8MY0BYV3,19,7,plaus,3,The doctor is using a stethoscope on the patient.
2,yes,{},USA,A2541C8MY0BYV3,20,1,implaus,18,The customer is serving the waiter.
2,yes,{},USA,A2541C8MY0BYV3,21,1,plaus,19,The lawyer is giving money to the beggar.
2,yes,{},USA,A2541C8MY0BYV3,22,7,plaus,26,The peasant is bowing to the queen.
2,yes,{},USA,A2541C8MY0BYV3,23,1,implaus,12,The model is taking a picture of the photographer.
2,yes,{},USA,A2541C8MY0BYV3,24,7,plaus,37,The man is proposing to the woman.
2,yes,{},USA,A2541C8MY0BYV3,25,1,implaus,27,The athlete is applauding the lady.
2,yes,{},USA,A2541C8MY0BYV3,26,1,implaus,41,Please select the leftmost response option.
2,yes,{},USA,A2541C8MY0BYV3,27,7,plaus,24,The father is pulling the child on the sled.
2,yes,{},USA,A2541C8MY0BYV3,28,1,implaus,4,The grandmother is rescuing the fireman.
2,yes,{},USA,A2541C8MY0BYV3,29,7,plaus,15,The shark is biting the snorkeler.
2,yes,{},USA,A2541C8MY0BYV3,30,1,implaus,7,The baby is feeding the mother.
2,yes,{},USA,A2541C8MY0BYV3,31,7,plaus,8,The artist is painting the businessman.
2,yes,{},USA,A2541C8MY0BYV3,32,1,implaus,16,The student is lecturing to the professor.
2,yes,{},USA,A2541C8MY0BYV3,33,1,implaus,30,The mouse is chasing the cat.
2,yes,{},USA,A2541C8MY0BYV3,34,1,implaus,5,The patient is treating the dentist.
2,yes,{},USA,A2541C8MY0BYV3,35,7,plaus,28,The father is tying the son's shoes.
2,yes,{},USA,A2541C8MY0BYV3,36,7,plaus,33,The boss is yelling at the worker.
2,yes,{},USA,A2541C8MY0BYV3,37,7,plaus,31,The visitor is pushing the patient.
2,yes,{},USA,A2541C8MY0BYV3,38,1,implaus,14,The bride is blessing the priest.
2,yes,{},USA,A2541C8MY0BYV3,39,7,plaus,42,Please select the rightmost response option.
2,yes,{},USA,A2541C8MY0BYV3,40,7,plaus,40,The chauffeur is opening the door for the lady.
2,yes,{},USA,A2541C8MY0BYV3,41,7,plaus,11,The lion is pouncing on the Safari guide.
2,yes,{},USA,A2541C8MY0BYV3,42,7,plaus,35,The bouncer is preventing the woman from entering.
2,yes,{},USA,A2EI9E6EBZEZO1,1,7,implaus,32,The patient is bringing flowers to the relative.
2,yes,{},USA,A2EI9E6EBZEZO1,2,1,implaus,34,The blind person is leading the dog.
2,yes,{},USA,A2EI9E6EBZEZO1,3,3,implaus,36,The girl is licking the dog on the face.
2,yes,{},USA,A2EI9E6EBZEZO1,4,7,plaus,39,The lifeguard is saving the grandmother.
2,yes,{},USA,A2EI9E6EBZEZO1,5,5,plaus,6,The ghost is frightening the girl.
2,yes,{},USA,A2EI9E6EBZEZO1,6,7,plaus,22,The journalist is interviewng the sportsstar.
2,yes,{},USA,A2EI9E6EBZEZO1,7,7,plaus,1,The cop is arresting the criminal.
2,yes,{},USA,A2EI9E6EBZEZO1,8,1,implaus,38,The princess is measuring the tailor.
2,yes,{},USA,A2EI9E6EBZEZO1,9,3,implaus,25,The girl is giving Santa a present.
2,yes,{},USA,A2EI9E6EBZEZO1,10,2,implaus,9,The bride is carrying the groom.
2,yes,{},USA,A2EI9E6EBZEZO1,11,7,plaus,13,The pirate is kidnapping the princess.
2,yes,{},USA,A2EI9E6EBZEZO1,12,6,plaus,17,The vampire is biting the woman.
2,yes,{},USA,A2EI9E6EBZEZO1,13,7,plaus,20,The chef is cooking for the lady.
2,yes,{},USA,A2EI9E6EBZEZO1,14,2,implaus,29,The grandma is stealing the purse from the thief.
2,yes,{},USA,A2EI9E6EBZEZO1,15,1,implaus,10,The king is entertaining the jester.
2,yes,{},USA,A2EI9E6EBZEZO1,16,3,implaus,21,The grandpa is dancing for the ballerina.
2,yes,{},USA,A2EI9E6EBZEZO1,17,1,implaus,23,The criminal is sentencing the judge.
2,yes,{},USA,A2EI9E6EBZEZO1,18,2,implaus,2,The child is scolding the babysitter.
2,yes,{},USA,A2EI9E6EBZEZO1,19,7,plaus,3,The doctor is using a stethoscope on the patient.
2,yes,{},USA,A2EI9E6EBZEZO1,20,1,implaus,18,The customer is serving the waiter.
2,yes,{},USA,A2EI9E6EBZEZO1,21,6,plaus,19,The lawyer is giving money to the beggar.
2,yes,{},USA,A2EI9E6EBZEZO1,22,7,plaus,26,The peasant is bowing to the queen.
2,yes,{},USA,A2EI9E6EBZEZO1,23,2,implaus,12,The model is taking a picture of the photographer.
2,yes,{},USA,A2EI9E6EBZEZO1,24,7,plaus,37,The man is proposing to the woman.
2,yes,{},USA,A2EI9E6EBZEZO1,25,2,implaus,27,The athlete is applauding the lady.
2,yes,{},USA,A2EI9E6EBZEZO1,26,1,implaus,41,Please select the leftmost response option.
2,yes,{},USA,A2EI9E6EBZEZO1,27,7,plaus,24,The father is pulling the child on the sled.
2,yes,{},USA,A2EI9E6EBZEZO1,28,1,implaus,4,The grandmother is rescuing the fireman.
2,yes,{},USA,A2EI9E6EBZEZO1,29,7,plaus,15,The shark is biting the snorkeler.
2,yes,{},USA,A2EI9E6EBZEZO1,30,2,implaus,7,The baby is feeding the mother.
2,yes,{},USA,A2EI9E6EBZEZO1,31,7,plaus,8,The artist is painting the businessman.
2,yes,{},USA,A2EI9E6EBZEZO1,32,1,implaus,16,The student is lecturing to the professor.
2,yes,{},USA,A2EI9E6EBZEZO1,33,2,implaus,30,The mouse is chasing the cat.
2,yes,{},USA,A2EI9E6EBZEZO1,34,1,implaus,5,The patient is treating the dentist.
2,yes,{},USA,A2EI9E6EBZEZO1,35,7,plaus,28,The father is tying the son's shoes.
2,yes,{},USA,A2EI9E6EBZEZO1,36,7,plaus,33,The boss is yelling at the worker.
2,yes,{},USA,A2EI9E6EBZEZO1,37,7,plaus,31,The visitor is pushing the patient.
2,yes,{},USA,A2EI9E6EBZEZO1,38,1,implaus,14,The bride is blessing the priest.
2,yes,{},USA,A2EI9E6EBZEZO1,39,7,plaus,42,Please select the rightmost response option.
2,yes,{},USA,A2EI9E6EBZEZO1,40,7,plaus,40,The chauffeur is opening the door for the lady.
2,yes,{},USA,A2EI9E6EBZEZO1,41,6,plaus,11,The lion is pouncing on the Safari guide.
2,yes,{},USA,A2EI9E6EBZEZO1,42,7,plaus,35,The bouncer is preventing the woman from entering.
2,yes,{},USA,A3PLWSCPFLCEGI,1,7,implaus,32,The patient is bringing flowers to the relative.
2,yes,{},USA,A3PLWSCPFLCEGI,2,2,implaus,34,The blind person is leading the dog.
2,yes,{},USA,A3PLWSCPFLCEGI,3,2,implaus,36,The girl is licking the dog on the face.
2,yes,{},USA,A3PLWSCPFLCEGI,4,7,plaus,39,The lifeguard is saving the grandmother.
2,yes,{},USA,A3PLWSCPFLCEGI,5,1,plaus,6,The ghost is frightening the girl.
2,yes,{},USA,A3PLWSCPFLCEGI,6,7,plaus,22,The journalist is interviewng the sportsstar.
2,yes,{},USA,A3PLWSCPFLCEGI,7,7,plaus,1,The cop is arresting the criminal.
2,yes,{},USA,A3PLWSCPFLCEGI,8,1,implaus,38,The princess is measuring the tailor.
2,yes,{},USA,A3PLWSCPFLCEGI,9,1,implaus,25,The girl is giving Santa a present.
2,yes,{},USA,A3PLWSCPFLCEGI,10,1,implaus,9,The bride is carrying the groom.
2,yes,{},USA,A3PLWSCPFLCEGI,11,6,plaus,13,The pirate is kidnapping the princess.
2,yes,{},USA,A3PLWSCPFLCEGI,12,7,plaus,17,The vampire is biting the woman.
2,yes,{},USA,A3PLWSCPFLCEGI,13,7,plaus,20,The chef is cooking for the lady.
2,yes,{},USA,A3PLWSCPFLCEGI,14,1,implaus,29,The grandma is stealing the purse from the thief.
2,yes,{},USA,A3PLWSCPFLCEGI,15,1,implaus,10,The king is entertaining the jester.
2,yes,{},USA,A3PLWSCPFLCEGI,16,2,implaus,21,The grandpa is dancing for the ballerina.
2,yes,{},USA,A3PLWSCPFLCEGI,17,1,implaus,23,The criminal is sentencing the judge.
2,yes,{},USA,A3PLWSCPFLCEGI,18,2,implaus,2,The child is scolding the babysitter.
2,yes,{},USA,A3PLWSCPFLCEGI,19,7,plaus,3,The doctor is using a stethoscope on the patient.
2,yes,{},USA,A3PLWSCPFLCEGI,20,1,implaus,18,The customer is serving the waiter.
2,yes,{},USA,A3PLWSCPFLCEGI,21,4,plaus,19,The lawyer is giving money to the beggar.
2,yes,{},USA,A3PLWSCPFLCEGI,22,7,plaus,26,The peasant is bowing to the queen.
2,yes,{},USA,A3PLWSCPFLCEGI,23,1,implaus,12,The model is taking a picture of the photographer.
2,yes,{},USA,A3PLWSCPFLCEGI,24,7,plaus,37,The man is proposing to the woman.
2,yes,{},USA,A3PLWSCPFLCEGI,25,1,implaus,27,The athlete is applauding the lady.
2,yes,{},USA,A3PLWSCPFLCEGI,26,1,implaus,41,Please select the leftmost response option.
2,yes,{},USA,A3PLWSCPFLCEGI,27,7,plaus,24,The father is pulling the child on the sled.
2,yes,{},USA,A3PLWSCPFLCEGI,28,1,implaus,4,The grandmother is rescuing the fireman.
2,yes,{},USA,A3PLWSCPFLCEGI,29,7,plaus,15,The shark is biting the snorkeler.
2,yes,{},USA,A3PLWSCPFLCEGI,30,1,implaus,7,The baby is feeding the mother.
2,yes,{},USA,A3PLWSCPFLCEGI,31,7,plaus,8,The artist is painting the businessman.
2,yes,{},USA,A3PLWSCPFLCEGI,32,1,implaus,16,The student is lecturing to the professor.
2,yes,{},USA,A3PLWSCPFLCEGI,33,1,implaus,30,The mouse is chasing the cat.
2,yes,{},USA,A3PLWSCPFLCEGI,34,1,implaus,5,The patient is treating the dentist.
2,yes,{},USA,A3PLWSCPFLCEGI,35,7,plaus,28,The father is tying the son's shoes.
2,yes,{},USA,A3PLWSCPFLCEGI,36,7,plaus,33,The boss is yelling at the worker.
2,yes,{},USA,A3PLWSCPFLCEGI,37,7,plaus,31,The visitor is pushing the patient.
2,yes,{},USA,A3PLWSCPFLCEGI,38,1,implaus,14,The bride is blessing the priest.
2,yes,{},USA,A3PLWSCPFLCEGI,39,7,plaus,42,Please select the rightmost response option.
2,yes,{},USA,A3PLWSCPFLCEGI,40,7,plaus,40,The chauffeur is opening the door for the lady.
2,yes,{},USA,A3PLWSCPFLCEGI,41,7,plaus,11,The lion is pouncing on the Safari guide.
2,yes,{},USA,A3PLWSCPFLCEGI,42,7,plaus,35,The bouncer is preventing the woman from entering.
2,yes,{},USA,AFDC9A6Z60W2Z,1,2,implaus,32,The patient is bringing flowers to the relative.
2,yes,{},USA,AFDC9A6Z60W2Z,2,1,implaus,34,The blind person is leading the dog.
2,yes,{},USA,AFDC9A6Z60W2Z,3,3,implaus,36,The girl is licking the dog on the face.
2,yes,{},USA,AFDC9A6Z60W2Z,4,7,plaus,39,The lifeguard is saving the grandmother.
2,yes,{},USA,AFDC9A6Z60W2Z,5,7,plaus,6,The ghost is frightening the girl.
2,yes,{},USA,AFDC9A6Z60W2Z,6,7,plaus,22,The journalist is interviewng the sportsstar.
2,yes,{},USA,AFDC9A6Z60W2Z,7,7,plaus,1,The cop is arresting the criminal.
2,yes,{},USA,AFDC9A6Z60W2Z,8,3,implaus,38,The princess is measuring the tailor.
2,yes,{},USA,AFDC9A6Z60W2Z,9,2,implaus,25,The girl is giving Santa a present.
2,yes,{},USA,AFDC9A6Z60W2Z,10,3,implaus,9,The bride is carrying the groom.
2,yes,{},USA,AFDC9A6Z60W2Z,11,6,plaus,13,The pirate is kidnapping the princess.
2,yes,{},USA,AFDC9A6Z60W2Z,12,7,plaus,17,The vampire is biting the woman.
2,yes,{},USA,AFDC9A6Z60W2Z,13,7,plaus,20,The chef is cooking for the lady.
2,yes,{},USA,AFDC9A6Z60W2Z,14,2,implaus,29,The grandma is stealing the purse from the thief.
2,yes,{},USA,AFDC9A6Z60W2Z,15,2,implaus,10,The king is entertaining the jester.
2,yes,{},USA,AFDC9A6Z60W2Z,16,2,implaus,21,The grandpa is dancing for the ballerina.
2,yes,{},USA,AFDC9A6Z60W2Z,17,1,implaus,23,The criminal is sentencing the judge.
2,yes,{},USA,AFDC9A6Z60W2Z,18,2,implaus,2,The child is scolding the babysitter.
2,yes,{},USA,AFDC9A6Z60W2Z,19,7,plaus,3,The doctor is using a stethoscope on the patient.
2,yes,{},USA,AFDC9A6Z60W2Z,20,2,implaus,18,The customer is serving the waiter.
2,yes,{},USA,AFDC9A6Z60W2Z,21,7,plaus,19,The lawyer is giving money to the beggar.
2,yes,{},USA,AFDC9A6Z60W2Z,22,7,plaus,26,The peasant is bowing to the queen.
2,yes,{},USA,AFDC9A6Z60W2Z,23,3,implaus,12,The model is taking a picture of the photographer.
2,yes,{},USA,AFDC9A6Z60W2Z,24,7,plaus,37,The man is proposing to the woman.
2,yes,{},USA,AFDC9A6Z60W2Z,25,3,implaus,27,The athlete is applauding the lady.
2,yes,{},USA,AFDC9A6Z60W2Z,26,1,implaus,41,Please select the leftmost response option.
2,yes,{},USA,AFDC9A6Z60W2Z,27,7,plaus,24,The father is pulling the child on the sled.
2,yes,{},USA,AFDC9A6Z60W2Z,28,2,implaus,4,The grandmother is rescuing the fireman.
2,yes,{},USA,AFDC9A6Z60W2Z,29,7,plaus,15,The shark is biting the snorkeler.
2,yes,{},USA,AFDC9A6Z60W2Z,30,2,implaus,7,The baby is feeding the mother.
2,yes,{},USA,AFDC9A6Z60W2Z,31,6,plaus,8,The artist is painting the businessman.
2,yes,{},USA,AFDC9A6Z60W2Z,32,3,implaus,16,The student is lecturing to the professor.
2,yes,{},USA,AFDC9A6Z60W2Z,33,2,implaus,30,The mouse is chasing the cat.
2,yes,{},USA,AFDC9A6Z60W2Z,34,1,implaus,5,The patient is treating the dentist.
2,yes,{},USA,AFDC9A6Z60W2Z,35,7,plaus,28,The father is tying the son's shoes.
2,yes,{},USA,AFDC9A6Z60W2Z,36,7,plaus,33,The boss is yelling at the worker.
2,yes,{},USA,AFDC9A6Z60W2Z,37,6,plaus,31,The visitor is pushing the patient.
2,yes,{},USA,AFDC9A6Z60W2Z,38,2,implaus,14,The bride is blessing the priest.
