"WorkerId","Score","Plausibility","ItemNum","Sentence","TrialType","Voice"
"A33Z6BHAJUGCHY",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"A36GU3OHGLDS8R",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"A3HOBJ4PJUOCUN",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"A3L4JI1S352HB8",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"A3P6CVPYACUX43",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"A3QS96739O5M6F",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"A3UP4PP3ZF1J39",5,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"ACGHHDT7RY1AH",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"ACSS93E03ZUGX",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"ADVJB810K4OYR",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"AEF74ZYJTTEIA",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"AH4CXTYVNHRJK",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"AIQ1I6ODSIO56",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"AK3H5QRAROFGP",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"AOWW3URQNRJ6U",1,"Implausible",20,"The squid sauteed the chef.","AI","active"
"AYDILOZLKOAS8",1,"Implausible",20,"The chef was sauteed by the squid.","AI","passive"
"A1EDMN0J522ATZ",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1OW27AZS122X2",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1ROEDVMTO9Y3X",6,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1VR1XQEQQXYUE",4,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A23EWFNNOUS10B",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2EI075XZT9Y2S",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2NT3OQZUUZPEO",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2NXHJ905WLGAA",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2T1LNI80EPOQR",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2UISTPVTDPOOG",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A304UJAE051J89",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A30UE6DWFNUCWX",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A320QA9HJFUOZO",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A3686GG56DXS8W",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A3CI73EFDLS3OF",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A3KF6O09H04SP7",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A3KK1BNF5H0N1Z",5,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A3O5TJE0GU5TPB",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A3U21PUMQ6NGT2",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"ABO9F0JD9NN54",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"ACRTRQ23XH20E",6,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"AZZA3J049G7R5",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A19WXS1CLVLEEX",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1YH2I4Y2SYAXJ",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A11S8IAAVDXCUS",6,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A15XX0WDRG29E7",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A17ZTBC2843EBM",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1IKK576F8WY0N",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1P6OXEJ86HQRM",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A1S88VQY8G8CNC",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2AVJV2HSJ6KW",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2B0FLA55RH047",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2BDNO754C8EMN",6,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2GDXQGEQT8RJJ",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2GTO3481Z6486",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2MOKIEQZ0OF2M",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2NHFSO7GMM8QR",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2NXMRPHG86N2T",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A2P53AN2M8IWFP",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A2RGHUEITGT0MG",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A37KREDYGDTP4U",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A3HK6YK0OK13X2",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A5NE8TWS8ZV7B",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A64JDJKE9DYCT",7,"Plausible",21,"The cook grilled the octopus.","AI","active"
"A90G0G4SJ26BM",6,"Plausible",21,"The cook grilled the octopus.","AI","active"
"AFIK3VBMMX6G6",7,"Plausible",21,"The octopus was grilled by the cook.","AI","passive"
"A11YS0T8MV3Q7C",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A13GUTDMGGZZDL",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A13LKWKNDRONU7",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A1FBI9CPTNYMMR",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A1ROEDVMTO9Y3X",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A24PRZS7ANKGO3",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A28ZPY6D5AS7GZ",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A2RVFMCKSSEHDV",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A36ZKMRJCHF2HX",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A3FNC8ELMK8YJA",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A3I1W58P6SIV26",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A3ICFB5LP54FO2",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A3K9GTQBOI7O5A",7,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A3QHX7BMC3RJYQ",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A748N8WFG2HR4",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AFERIASET17LW",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AKFFOAIBV3FJ6",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AN9MVFWRCF2OP",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"APLBF6JY2C1QZ",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AQAXDL1INQC9Q",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"ARLGZWN6W91WD",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A270HX8LH9LJ8W",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A12TSLY8GXWHB4",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A13WTEQ06V3B6D",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A1CE2XPYCDRHVZ",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A1DKVUTOBPQH11",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A1IL2HYSSL4ZMV",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A1ODA3Q5H6HTDQ",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A1OQIXAU1SEJ4P",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A1SHLWKA0UH1IS",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A1VMPZVVVZUCS4",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A23BWWRR7J5XLS",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A248QG4DPULP46",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A272X64FOZFYLB",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A2IMAGGCST8170",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A2JTSH1VPJQ8FR",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A2P065E9CYMYJL",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A2YGOORS5N9RW8",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A2ZHBK2MDL2L51",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A3CD3C99T8S6ON",2,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A3CGQOJC28OVGN",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A3CP0DLCGX5J7O",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A3GPTSDDHJ2DBV",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A3LL096CAY5WHB",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"A3RQN5RZD1N2KP",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AE015UO038LEC",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"AMA18W8F60Y2J",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AO32GL5867YY7",1,"Implausible",21,"The cook was grilled by the octopus.","AI","passive"
"AY7WPVKHVNBLG",1,"Implausible",21,"The octopus grilled the cook.","AI","active"
"A107RJSS561Y7R",3,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A1FKRZKU1H9YFC",1,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A1SOFLJOEQB591",1,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A1TARNH07A75CG",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A24M9OW53CLT94",4,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A2EI075XZT9Y2S",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A2FEPNA8OA1UE",7,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A2J5N770I859WE",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A2UETT92P31OCW",7,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A2Y0WNHMT4PZ4C",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A36UFZOEMNO9GJ",3,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A3CTXNQ2GXIQSP",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"AUZXHSWDT1PYQ",3,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A12FCLCVIM2CL3",6,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A133QG754CGS3I",1,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A1F9KLZGHE9DTA",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A1JJYY622DGE5L",3,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A1O57XVTTB1PNZ",7,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A1QT7BQZVOBSY0",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A1UOIJJQTPB7M5",3,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A1X53DM4NR6P07",7,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A28VB70F9S8TJ9",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A2C84POENS2UNY",4,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A2FMEIDYEIWJA8",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A2JI5RNPPXE8QE",5,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A2NHP55T9ZX86Q",4,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A2S96ZZ70YFPSK",6,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A344LLSZXN3WL6",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A3EG4C9T4F5DUR",3,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A3H3BTRV6I3LYU",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A3I30I5FLRFZTL",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A3KK5FKG3L0Q66",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"A3RI9RLBGPG2B6",7,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A6INY1UVFY5GB",7,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"AOOLS8280CL0Z",7,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"AQMLJYUQCSG22",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"AU34T9OMHN4Z4",3,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"AVEJOYXMU4K25",1,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"AXPZAP62ZYWP8",6,"Plausible",22,"The triumph was promised by the ship captain.","AI","passive"
"AYJGQBBK6KXZ7",6,"Plausible",22,"The ship captain promised the triumph.","AI","active"
"A1K8VUKRL53OX",3,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A1PF01FF85HUY4",6,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A1R0HUJFW46OV9",2,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A1R1E7TZ9OHFIG",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A1SOFLJOEQB591",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A1TW2BZRRS874Z",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A24LB89P1BPKKF",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A25MM8IKSW3G19",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2AAFWAAS9C1QC",2,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A2MLHV64M4T90H",2,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A2OVX9UW5WANQE",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A2VE2JM0RFYIOU",NA,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2YTQDLACTLIBA",2,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2ZZW6KME1FUDU",6,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A3PRQ2GSU42718",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A3RVHUY67SVXQV",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"AJXIC6Q5EM76P",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"AMYURTQIMAC8T",7,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"AUQ79MANVDU9B",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A17AMTRIYI2Z2D",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A1BIJGB7XA0GME",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A1E8PIR82KIJEP",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A1H198MRIM37T1",3,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A1SX8IVV82M0LW",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A26NGLGGFTATVN",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A273DS7TQWR9M1",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A27W025UEXS1G0",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2EJ06OGI9671Q",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2HRUFTA09371Y",2,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A2ML0070M8FDK1",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2VNSNAN1LZBAM",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2YHF0DPCO832L",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A2YVC1U50H2B4R",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A2ZJS73XSSMRTD",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A32QFJTK9LJXLR",2,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A37S96RT1P1IT2",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"A3MD34XEB4H6JF",2,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A3W2RRAUPHYRIO",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"ABW8U1U74P8MI",6,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"AF6WFN2THVM4A",1,"Implausible",22,"The triumph promised the ship captain.","AI","active"
"ARI1EMAHUA9PO",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"AYO9K8VF5A11I",1,"Implausible",22,"The ship captain was promised by the triumph.","AI","passive"
"A11YS0T8MV3Q7C",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A13GUTDMGGZZDL",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A13LKWKNDRONU7",6,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A1FBI9CPTNYMMR",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1ROEDVMTO9Y3X",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A24PRZS7ANKGO3",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A28ZPY6D5AS7GZ",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A2RVFMCKSSEHDV",5,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A36ZKMRJCHF2HX",4,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A3FNC8ELMK8YJA",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A3I1W58P6SIV26",5,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A3ICFB5LP54FO2",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A3K9GTQBOI7O5A",3,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A3QHX7BMC3RJYQ",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A748N8WFG2HR4",1,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AFERIASET17LW",6,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AKFFOAIBV3FJ6",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AN9MVFWRCF2OP",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"APLBF6JY2C1QZ",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AQAXDL1INQC9Q",4,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"ARLGZWN6W91WD",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A270HX8LH9LJ8W",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A12TSLY8GXWHB4",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A13WTEQ06V3B6D",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A1CE2XPYCDRHVZ",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1DKVUTOBPQH11",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1IL2HYSSL4ZMV",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1ODA3Q5H6HTDQ",2,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1OQIXAU1SEJ4P",5,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A1SHLWKA0UH1IS",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1VMPZVVVZUCS4",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A23BWWRR7J5XLS",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A248QG4DPULP46",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A272X64FOZFYLB",3,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A2IMAGGCST8170",4,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A2JTSH1VPJQ8FR",5,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A2P065E9CYMYJL",6,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A2YGOORS5N9RW8",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A2ZHBK2MDL2L51",7,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A3CD3C99T8S6ON",6,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A3CGQOJC28OVGN",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A3CP0DLCGX5J7O",4,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A3GPTSDDHJ2DBV",4,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A3LL096CAY5WHB",2,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"A3RQN5RZD1N2KP",7,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AE015UO038LEC",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"AMA18W8F60Y2J",5,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AO32GL5867YY7",5,"Plausible",23,"The victory was guaranteed by the skipper.","AI","passive"
"AY7WPVKHVNBLG",6,"Plausible",23,"The skipper guaranteed the victory.","AI","active"
"A1EDMN0J522ATZ",2,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1OW27AZS122X2",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1ROEDVMTO9Y3X",2,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1VR1XQEQQXYUE",5,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A23EWFNNOUS10B",2,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2EI075XZT9Y2S",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2NT3OQZUUZPEO",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2NXHJ905WLGAA",3,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2T1LNI80EPOQR",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2UISTPVTDPOOG",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A304UJAE051J89",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A30UE6DWFNUCWX",6,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A320QA9HJFUOZO",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A3686GG56DXS8W",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A3CI73EFDLS3OF",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A3KF6O09H04SP7",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A3KK1BNF5H0N1Z",3,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A3O5TJE0GU5TPB",7,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A3U21PUMQ6NGT2",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"ABO9F0JD9NN54",6,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"ACRTRQ23XH20E",2,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"AZZA3J049G7R5",4,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A19WXS1CLVLEEX",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1YH2I4Y2SYAXJ",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A11S8IAAVDXCUS",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A15XX0WDRG29E7",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A17ZTBC2843EBM",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1IKK576F8WY0N",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1P6OXEJ86HQRM",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A1S88VQY8G8CNC",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2AVJV2HSJ6KW",2,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2B0FLA55RH047",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2BDNO754C8EMN",7,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2GDXQGEQT8RJJ",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2GTO3481Z6486",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2MOKIEQZ0OF2M",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2NHFSO7GMM8QR",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2NXMRPHG86N2T",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A2P53AN2M8IWFP",2,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A2RGHUEITGT0MG",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A37KREDYGDTP4U",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A3HK6YK0OK13X2",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A5NE8TWS8ZV7B",2,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A64JDJKE9DYCT",1,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"A90G0G4SJ26BM",NA,"Implausible",23,"The skipper was guaranteed by the victory.","AI","passive"
"AFIK3VBMMX6G6",1,"Implausible",23,"The victory guaranteed the skipper.","AI","active"
"A002160837SWJFPIAI7L7",7,"Plausible",24,"The milliner adorned the fedora.","AI","active"
"A11FFJZ0C984W4",7,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A1ESLDCYJIENVI",4,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A1EUBMQ86K32XE",6,"Plausible",24,"The milliner adorned the fedora.","AI","active"
"A1F2APQMJSQVFK",6,"Plausible",24,"The milliner adorned the fedora.","AI","active"
"A1YSYI926BBOHW",5,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A1Z1O6MMOB3UWW",6,"Plausible",24,"The milliner adorned the fedora.","AI","active"
"A256FHXGSY0E5D",7,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A2DCKE7398C0XV",2,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A3A7HDHB9NTFGR",3,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A3B2YRXL26RPVH",7,"Plausible",24,"The fedora was adorned by the milliner.","AI","passive"
"A3N0QZ9ZKUCTCQ",6,"Plausible",24,"The milliner adorned the fedora.","AI","active"
"A3PYD7EU2WFST6",6,"Plausible",24,"The milliner adorned the fedora.","AI","active"
