"ItemNum","Sentence","Plausibility","Voice","TrialType","SynonymPair","NumSyn"
"106","The fan pestered the filmmaker.","Plausible","active","AAN",49,"Version2"
"106","The filmmaker pestered the fan.","Implausible","active","AAN",49,"Version2"
"106","The filmmaker was pestered by the fan.","Plausible","passive","AAN",49,"Version2"
"106","The fan was pestered by the filmmaker.","Implausible","passive","AAN",49,"Version2"
"107","The paramedic revived the youth.","Plausible","active","AAN",50,"Version1"
"107","The youth revived the paramedic.","Implausible","active","AAN",50,"Version1"
"107","The youth was revived by the paramedic.","Plausible","passive","AAN",50,"Version1"
"107","The paramedic was revived by the youth.","Implausible","passive","AAN",50,"Version1"
"108","The EMT resuscitated the youngster.","Plausible","active","AAN",50,"Version2"
"108","The youngster resuscitated the EMT.","Implausible","active","AAN",50,"Version2"
"108","The youngster was resuscitated by the EMT.","Plausible","passive","AAN",50,"Version2"
"108","The EMT was resuscitated by the youngster.","Implausible","passive","AAN",50,"Version2"
"109","The prankster duped the marketer.","Plausible","active","AAN",51,"Version1"
"109","The marketer duped the prankster.","Implausible","active","AAN",51,"Version1"
"109","The marketer was duped by the prankster.","Plausible","passive","AAN",51,"Version1"
"109","The prankster was duped by the marketer.","Implausible","passive","AAN",51,"Version1"
"110","The joker tricked the distributor.","Plausible","active","AAN",51,"Version2"
"110","The distributor tricked the joker.","Implausible","active","AAN",51,"Version2"
"110","The distributor was tricked by the joker.","Plausible","passive","AAN",51,"Version2"
"110","The joker was tricked by the distributor.","Implausible","passive","AAN",51,"Version2"
"111","The playboy courted the damsel.","Plausible","active","AAN",52,"Version1"
"111","The damsel courted the playboy.","Implausible","active","AAN",52,"Version1"
"111","The damsel was courted by the playboy.","Plausible","passive","AAN",52,"Version1"
"111","The playboy was courted by the damsel.","Implausible","passive","AAN",52,"Version1"
"112","The womanizer wooed the maiden.","Plausible","active","AAN",52,"Version2"
"112","The maiden wooed the womanizer.","Implausible","active","AAN",52,"Version2"
"112","The maiden was wooed by the womanizer.","Plausible","passive","AAN",52,"Version2"
"112","The womanizer was wooed by the maiden.","Implausible","passive","AAN",52,"Version2"
"113","The nomad cherished the clergyman.","Plausible","active","AAN",53,"Version1"
"113","The clergyman cherished the nomad.","Implausible","active","AAN",53,"Version1"
"113","The clergyman was cherished by the nomad.","Plausible","passive","AAN",53,"Version1"
"113","The nomad was cherished by the clergyman.","Implausible","passive","AAN",53,"Version1"
"114","The vagabond revered the priest.","Plausible","active","AAN",53,"Version2"
"114","The priest revered the vagabond.","Implausible","active","AAN",53,"Version2"
"114","The priest was revered by the vagabond.","Plausible","passive","AAN",53,"Version2"
"114","The vagabond was revered by the priest.","Implausible","passive","AAN",53,"Version2"
"115","The assassin shot the statesman.","Plausible","active","AAN",54,"Version1"
"115","The statesman shot the assassin.","Implausible","active","AAN",54,"Version1"
"115","The statesman was shot by the assassin.","Plausible","passive","AAN",54,"Version1"
"115","The assassin was shot by the statesman.","Implausible","passive","AAN",54,"Version1"
"116","The hit man killed the politician.","Plausible","active","AAN",54,"Version2"
"116","The politician killed the hit man.","Implausible","active","AAN",54,"Version2"
"116","The politician was killed by the hit man.","Plausible","passive","AAN",54,"Version2"
"116","The hit man was killed by the politician.","Implausible","passive","AAN",54,"Version2"
"117","The clerk charged the elderly person.","Plausible","active","AAN",55,"Version1"
"117","The elderly person charged the clerk.","Implausible","active","AAN",55,"Version1"
"117","The elderly person was charged by the clerk.","Plausible","passive","AAN",55,"Version1"
"117","The clerk was charged by the elderly person.","Implausible","passive","AAN",55,"Version1"
"118","The cashier billed the senior citizen.","Plausible","active","AAN",55,"Version2"
"118","The senior citizen billed the cashier.","Implausible","active","AAN",55,"Version2"
"118","The senior citizen was billed by the cashier.","Plausible","passive","AAN",55,"Version2"
"118","The cashier was billed by the senior citizen.","Implausible","passive","AAN",55,"Version2"
"119","The mediator rescued the hostage.","Plausible","active","AAN",56,"Version1"
"119","The hostage rescued the mediator.","Implausible","active","AAN",56,"Version1"
"119","The hostage was rescued by the mediator.","Plausible","passive","AAN",56,"Version1"
"119","The mediator was rescued by the hostage.","Implausible","passive","AAN",56,"Version1"
"120","The negotiator saved the captive.","Plausible","active","AAN",56,"Version2"
"120","The captive saved the negotiator.","Implausible","active","AAN",56,"Version2"
"120","The captive was saved by the negotiator.","Plausible","passive","AAN",56,"Version2"
"120","The negotiator was saved by the captive.","Implausible","passive","AAN",56,"Version2"
"121","The detective found the assailant.","Plausible","active","AAN",57,"Version1"
"121","The assailant found the detective.","Implausible","active","AAN",57,"Version1"
"121","The assailant was found by the detective.","Plausible","passive","AAN",57,"Version1"
"121","The detective was found by the assailant.","Implausible","passive","AAN",57,"Version1"
"122","The sleuth located the attacker.","Plausible","active","AAN",57,"Version2"
"122","The attacker located the sleuth.","Implausible","active","AAN",57,"Version2"
"122","The attacker was located by the sleuth.","Plausible","passive","AAN",57,"Version2"
"122","The sleuth was located by the attacker.","Implausible","passive","AAN",57,"Version2"
"123","The artisan trained the apprentice.","Plausible","active","AAN",58,"Version1"
"123","The apprentice trained the artisan.","Implausible","active","AAN",58,"Version1"
"123","The apprentice was trained by the artisan.","Plausible","passive","AAN",58,"Version1"
"123","The artisan was trained by the apprentice.","Implausible","passive","AAN",58,"Version1"
"124","The craftsman taught the trainee.","Plausible","active","AAN",58,"Version2"
"124","The trainee taught the craftsman.","Implausible","active","AAN",58,"Version2"
"124","The trainee was taught by the craftsman.","Plausible","passive","AAN",58,"Version2"
"124","The craftsman was taught by the trainee.","Implausible","passive","AAN",58,"Version2"
"125","The biker defied the trainer.","Plausible","active","AAN",59,"Version1"
"125","The trainer defied the biker.","Implausible","active","AAN",59,"Version1"
"125","The trainer was defied by the biker.","Plausible","passive","AAN",59,"Version1"
"125","The biker was defied by the trainer.","Implausible","passive","AAN",59,"Version1"
"126","The cyclist disobeyed the coach.","Plausible","active","AAN",59,"Version2"
"126","The coach disobeyed the cyclist.","Implausible","active","AAN",59,"Version2"
"126","The coach was disobeyed by the cyclist.","Plausible","passive","AAN",59,"Version2"
"126","The cyclist was disobeyed by the coach.","Implausible","passive","AAN",59,"Version2"
"127","The speaker engrossed the audience.","Plausible","active","AAN",60,"Version1"
"127","The audience engrossed the speaker.","Implausible","active","AAN",60,"Version1"
"127","The audience was engrossed by the speaker.","Plausible","passive","AAN",60,"Version1"
"127","The speaker was engrossed by the audience.","Implausible","passive","AAN",60,"Version1"
"129","The genius shocked the cousin.","Plausible","active","AAN",61,"Version1"
"129","The cousin shocked the genius.","Implausible","active","AAN",61,"Version1"
"129","The cousin was shocked by the genius.","Plausible","passive","AAN",61,"Version1"
"129","The genius was shocked by the cousin.","Implausible","passive","AAN",61,"Version1"
"130","The prodigy surprised the relative.","Plausible","active","AAN",61,"Version2"
"130","The relative surprised the prodigy.","Implausible","active","AAN",61,"Version2"
"130","The relative was surprised by the prodigy.","Plausible","passive","AAN",61,"Version2"
"130","The prodigy was surprised by the relative.","Implausible","passive","AAN",61,"Version2"
"131","The smuggler bribed the bureaucrat.","Plausible","active","AAN",NA,NA
"131","The bureaucrat bribed the smuggler.","Implausible","active","AAN",NA,NA
"131","The bureaucrat was bribed by the smuggler.","Plausible","passive","AAN",NA,NA
"131","The smuggler was bribed by the bureaucrat.","Implausible","passive","AAN",NA,NA
"132","The amateur irked the maestro.","Plausible","active","AAN",62,"Version1"
"132","The maestro irked the amateur.","Implausible","active","AAN",62,"Version1"
"132","The maestro was irked by the amateur.","Plausible","passive","AAN",62,"Version1"
"132","The amateur was irked by the maestro.","Implausible","passive","AAN",62,"Version1"
"133","The novice irritated the virtuoso.","Plausible","active","AAN",62,"Version2"
"133","The virtuoso irritated the novice.","Implausible","active","AAN",62,"Version2"
"133","The virtuoso was irritated by the novice.","Plausible","passive","AAN",62,"Version2"
"133","The novice was irritated by the virtuoso.","Implausible","passive","AAN",62,"Version2"
"134","The lawyer questioned the witness.","Plausible","active","AAN",63,"Version1"
"134","The witness questioned the lawyer.","Implausible","active","AAN",63,"Version1"
"134","The witness was questioned by the lawyer.","Plausible","passive","AAN",63,"Version1"
"134","The lawyer was questioned by the witness.","Implausible","passive","AAN",63,"Version1"
"135","The attorney interrogated the bystander.","Plausible","active","AAN",63,"Version2"
"135","The bystander interrogated the attorney.","Implausible","active","AAN",63,"Version2"
"135","The bystander was interrogated by the attorney.","Plausible","passive","AAN",63,"Version2"
"135","The attorney was interrogated by the bystander.","Implausible","passive","AAN",63,"Version2"
"136","The singer disappointed the enthusiast.","Plausible","active","AAN",64,"Version1"
"136","The enthusiast disappointed the singer.","Implausible","active","AAN",64,"Version1"
"136","The enthusiast was disappointed by the singer.","Plausible","passive","AAN",64,"Version1"
"136","The singer was disappointed by the enthusiast.","Implausible","passive","AAN",64,"Version1"
"137","The vocalist disillusioned the connoisseur.","Plausible","active","AAN",64,"Version2"
"137","The connoisseur disillusioned the vocalist.","Implausible","active","AAN",64,"Version2"
"137","The connoisseur was disillusioned by the vocalist.","Plausible","passive","AAN",64,"Version2"
"137","The vocalist was disillusioned by the connoisseur.","Implausible","passive","AAN",64,"Version2"
"138","The chauffeur drove the diplomat.","Plausible","active","AAN",65,"Version1"
"138","The diplomat drove the chauffeur.","Implausible","active","AAN",65,"Version1"
"138","The diplomat was driven by the chauffeur.","Plausible","passive","AAN",65,"Version1"
"138","The chauffeur was driven by the diplomat.","Implausible","passive","AAN",65,"Version1"
"139","The driver transported the ambassador.","Plausible","active","AAN",65,"Version2"
"139","The ambassador transported the driver.","Implausible","active","AAN",65,"Version2"
"139","The ambassador was transported by the driver.","Plausible","passive","AAN",65,"Version2"
"139","The driver was transported by the ambassador.","Implausible","passive","AAN",65,"Version2"
"140","The guard apprehended the prisoner.","Plausible","active","AAN",66,"Version1"
"140","The prisoner apprehended the guard.","Implausible","active","AAN",66,"Version1"
"140","The prisoner was apprehended by the guard.","Plausible","passive","AAN",66,"Version1"
"140","The guard was apprehended by the prisoner.","Implausible","passive","AAN",66,"Version1"
"141","The warden caught the inmate.","Plausible","active","AAN",66,"Version2"
"141","The inmate caught the warden.","Implausible","active","AAN",66,"Version2"
"141","The inmate was caught by the warden.","Plausible","passive","AAN",66,"Version2"
"141","The warden was caught by the inmate.","Implausible","passive","AAN",66,"Version2"
"142","The tailor costumed the dancer.","Plausible","active","AAN",67,"Version1"
"142","The dancer costumed the tailor.","Implausible","active","AAN",67,"Version1"
"142","The dancer was costumed by the tailor.","Plausible","passive","AAN",67,"Version1"
"142","The tailor was costumed by the dancer.","Implausible","passive","AAN",67,"Version1"
"143","The dressmaker attired the ballerina.","Plausible","active","AAN",67,"Version2"
"143","The ballerina attired the dressmaker.","Implausible","active","AAN",67,"Version2"
"143","The ballerina was attired by the dressmaker.","Plausible","passive","AAN",67,"Version2"
"143","The dressmaker was attired by the ballerina.","Implausible","passive","AAN",67,"Version2"
"144","The principal scolded the child.","Plausible","active","AAN",68,"Version1"
"144","The child scolded the principal.","Implausible","active","AAN",68,"Version1"
"144","The child was scolded by the principal.","Plausible","passive","AAN",68,"Version1"
"144","The principal was scolded by the child.","Implausible","passive","AAN",68,"Version1"
"145","The headmaster reprimanded the kid.","Plausible","active","AAN",68,"Version2"
"145","The kid reprimanded the headmaster.","Implausible","active","AAN",68,"Version2"
"145","The kid was reprimanded by the headmaster.","Plausible","passive","AAN",68,"Version2"
"145","The headmaster was reprimanded by the kid.","Implausible","passive","AAN",68,"Version2"
"146","The lord named the heir.","Plausible","active","AAN",69,"Version1"
"146","The heir named the lord.","Implausible","active","AAN",69,"Version1"
"146","The heir was named by the lord.","Plausible","passive","AAN",69,"Version1"
"146","The lord was named by the heir.","Implausible","passive","AAN",69,"Version1"
"147","The baron chose the successor.","Plausible","active","AAN",69,"Version2"
"147","The successor chose the baron.","Implausible","active","AAN",69,"Version2"
"147","The successor was chosen by the baron.","Plausible","passive","AAN",69,"Version2"
"147","The baron was chosen by the successor.","Implausible","passive","AAN",69,"Version2"
"148","The cop restrained the rioter.","Plausible","active","AAN",70,"Version1"
"148","The rioter restrained the cop.","Implausible","active","AAN",70,"Version1"
"148","The rioter was restrained by the cop.","Plausible","passive","AAN",70,"Version1"
"148","The cop was restrained by the rioter.","Implausible","passive","AAN",70,"Version1"
"149","The policeman subdued the rabble-rouser.","Plausible","active","AAN",70,"Version2"
"149","The rabble-rouser subdued the policeman.","Implausible","active","AAN",70,"Version2"
"149","The rabble-rouser was subdued by the policeman.","Plausible","passive","AAN",70,"Version2"
"149","The policeman was subdued by the rabble-rouser.","Implausible","passive","AAN",70,"Version2"
"150","The dad coddled the baby.","Plausible","active","AAN",71,"Version1"
"150","The baby coddled the dad.","Implausible","active","AAN",71,"Version1"
"150","The baby was coddled by the dad.","Plausible","passive","AAN",71,"Version1"
"150","The dad was coddled by the baby.","Implausible","passive","AAN",71,"Version1"
"151","The father pampered the infant.","Plausible","active","AAN",71,"Version2"
"151","The infant pampered the father.","Implausible","active","AAN",71,"Version2"
"151","The infant was pampered by the father.","Plausible","passive","AAN",71,"Version2"
"151","The father was pampered by the infant.","Implausible","passive","AAN",71,"Version2"
"152","The king exiled the rebel.","Plausible","active","AAN",72,"Version1"
"152","The rebel exiled the king.","Implausible","active","AAN",72,"Version1"
"152","The rebel was exiled by the king.","Plausible","passive","AAN",72,"Version1"
"152","The king was exiled by the rebel.","Implausible","passive","AAN",72,"Version1"
"153","The monarch banished the insurgent.","Plausible","active","AAN",72,"Version2"
"153","The insurgent banished the monarch.","Implausible","active","AAN",72,"Version2"
"153","The insurgent was banished by the monarch.","Plausible","passive","AAN",72,"Version2"
"153","The monarch was banished by the insurgent.","Implausible","passive","AAN",72,"Version2"
"154","The thief robbed the manufacturer.","Plausible","active","AAN",73,"Version1"
"154","The manufacturer robbed the thief.","Implausible","active","AAN",73,"Version1"
"154","The manufacturer was robbed by the thief.","Plausible","passive","AAN",73,"Version1"
"154","The thief was robbed by the manufacturer.","Implausible","passive","AAN",73,"Version1"
"155","The robber burgled the industrialist.","Plausible","active","AAN",73,"Version2"
"155","The industrialist burgled the robber.","Implausible","active","AAN",73,"Version2"
"155","The industrialist was burgled by the robber.","Plausible","passive","AAN",73,"Version2"
"155","The robber was burgled by the industrialist.","Implausible","passive","AAN",73,"Version2"
"156","The pessimist discouraged the contestant.","Plausible","active","AAN",74,"Version1"
"156","The contestant discouraged the pessimist.","Implausible","active","AAN",74,"Version1"
"156","The contestant was discouraged by the pessimist.","Plausible","passive","AAN",74,"Version1"
"156","The pessimist was discouraged by the contestant.","Implausible","passive","AAN",74,"Version1"
"157","The cynic dissuaded the participant.","Plausible","active","AAN",74,"Version2"
"157","The participant dissuaded the cynic.","Implausible","active","AAN",74,"Version2"
"157","The participant was dissuaded by the cynic.","Plausible","passive","AAN",74,"Version2"
"157","The cynic was dissuaded by the participant.","Implausible","passive","AAN",74,"Version2"
"158","The loudmouth tormented the loner.","Plausible","active","AAN",75,"Version1"
"158","The loner tormented the loudmouth.","Implausible","active","AAN",75,"Version1"
"158","The loner was tormented by the loudmouth.","Plausible","passive","AAN",75,"Version1"
"158","The loudmouth was tormented by the loner.","Implausible","passive","AAN",75,"Version1"
"159","The windbag taunted the recluse.","Plausible","active","AAN",75,"Version2"
"159","The recluse taunted the windbag.","Implausible","active","AAN",75,"Version2"
"159","The recluse was taunted by the windbag.","Plausible","passive","AAN",75,"Version2"
"159","The windbag was taunted by the recluse.","Implausible","passive","AAN",75,"Version2"
"160","The imitator fooled the investigator.","Plausible","active","AAN",76,"Version1"
"160","The investigator fooled the imitator.","Implausible","active","AAN",76,"Version1"
"160","The investigator was fooled by the imitator.","Plausible","passive","AAN",76,"Version1"
"160","The imitator was fooled by the investigator.","Implausible","passive","AAN",76,"Version1"
"161","The impersonator conned the inspector.","Plausible","active","AAN",76,"Version2"
"161","The inspector conned the impersonator.","Implausible","active","AAN",76,"Version2"
"161","The inspector was conned by the impersonator.","Plausible","passive","AAN",76,"Version2"
"161","The impersonator was conned by the inspector.","Implausible","passive","AAN",76,"Version2"
"162","The boss fired the worker.","Plausible","active","AAN",NA,NA
"162","The worker fired the boss.","Implausible","active","AAN",NA,NA
"162","The worker was fired by the boss.","Plausible","passive","AAN",NA,NA
"162","The boss was fired by the worker.","Implausible","passive","AAN",NA,NA
"163","The pyromaniac unnerved the shopkeeper.","Plausible","active","AAN",77,"Version1"
"163","The shopkeeper unnerved the pyromaniac.","Implausible","active","AAN",77,"Version1"
"163","The shopkeeper was unnerved by the pyromaniac.","Plausible","passive","AAN",77,"Version1"
"163","The pyromaniac was unnerved by the shopkeeper.","Implausible","passive","AAN",77,"Version1"
"164","The arsonist alarmed the vendor.","Plausible","active","AAN",77,"Version2"
"164","The vendor alarmed the arsonist.","Implausible","active","AAN",77,"Version2"
"164","The vendor was alarmed by the arsonist.","Plausible","passive","AAN",77,"Version2"
"164","The arsonist was alarmed by the vendor.","Implausible","passive","AAN",77,"Version2"
"165","The professional supported the beginner.","Plausible","active","AAN",78,"Version1"
"165","The beginner supported the professional.","Implausible","active","AAN",78,"Version1"
"165","The beginner was supported by the professional.","Plausible","passive","AAN",78,"Version1"
"165","The professional was supported by the beginner.","Implausible","passive","AAN",78,"Version1"
"166","The master encouraged the rookie.","Plausible","active","AAN",78,"Version2"
"166","The rookie encouraged the master.","Implausible","active","AAN",78,"Version2"
"166","The rookie was encouraged by the master.","Plausible","passive","AAN",78,"Version2"
"166","The master was encouraged by the rookie.","Implausible","passive","AAN",78,"Version2"
"167","The magician hypnotized the crowd.","Plausible","active","AAN",79,"Version1"
"167","The crowd hypnotized the magician.","Implausible","active","AAN",79,"Version1"
"167","The crowd was hypnotized by the magician.","Plausible","passive","AAN",79,"Version1"
"167","The magician was hypnotized by the crowd.","Implausible","passive","AAN",79,"Version1"
"169","The businessman employed the expert.","Plausible","active","AAN",80,"Version1"
"169","The expert employed the businessman.","Implausible","active","AAN",80,"Version1"
"169","The expert was employed by the businessman.","Plausible","passive","AAN",80,"Version1"
"169","The businessman was employed by the expert.","Implausible","passive","AAN",80,"Version1"
"170","The entrepreneur hired the specialist.","Plausible","active","AAN",80,"Version2"
"170","The specialist hired the entrepreneur.","Implausible","active","AAN",80,"Version2"
"170","The specialist was hired by the entrepreneur.","Plausible","passive","AAN",80,"Version2"
"170","The entrepreneur was hired by the specialist.","Implausible","passive","AAN",80,"Version2"
"171","The terrorist petrified the first lady.","Plausible","active","AAN",81,"Version1"
"171","The first lady petrified the terrorist.","Implausible","active","AAN",81,"Version1"
"171","The first lady was petrified by the terrorist.","Plausible","passive","AAN",81,"Version1"
"171","The terrorist was petrified by the first lady.","Implausible","passive","AAN",81,"Version1"
"172","The hijacker terrified the president's wife.","Plausible","active","AAN",81,"Version2"
"172","The president's wife terrified the hijacker.","Implausible","active","AAN",81,"Version2"
"172","The president's wife was terrified by the hijacker.","Plausible","passive","AAN",81,"Version2"
"172","The hijacker was terrified by the president's wife.","Implausible","passive","AAN",81,"Version2"
"173","The judge praised the gold medalist.","Plausible","active","AAN",82,"Version1"
"173","The gold medalist praised the judge.","Implausible","active","AAN",82,"Version1"
"173","The gold medalist was praised by the judge.","Plausible","passive","AAN",82,"Version1"
"173","The judge was praised by the gold medalist.","Implausible","passive","AAN",82,"Version1"
"174","The panelist congratulated the winner.","Plausible","active","AAN",82,"Version2"
"174","The winner congratulated the panelist.","Implausible","active","AAN",82,"Version2"
"174","The winner was congratulated by the panelist.","Plausible","passive","AAN",82,"Version2"
"174","The panelist was congratulated by the winner.","Implausible","passive","AAN",82,"Version2"
"175","The liar emulated the victor.","Plausible","active","AAN",83,"Version1"
"175","The victor emulated the liar.","Implausible","active","AAN",83,"Version1"
"175","The victor was emulated by the liar.","Plausible","passive","AAN",83,"Version1"
"175","The liar was emulated by the victor.","Implausible","passive","AAN",83,"Version1"
"176","The deceiver imitated the conqueror.","Plausible","active","AAN",83,"Version2"
"176","The conqueror imitated the deceiver.","Implausible","active","AAN",83,"Version2"
"176","The conqueror was imitated by the deceiver.","Plausible","passive","AAN",83,"Version2"
"176","The deceiver was imitated by the conqueror.","Implausible","passive","AAN",83,"Version2"
"177","The environmentalist cautioned the tobacconist.","Plausible","active","AAN",84,"Version1"
"177","The tobacconist cautioned the environmentalist.","Implausible","active","AAN",84,"Version1"
"177","The tobacconist was cautioned by the environmentalist.","Plausible","passive","AAN",84,"Version1"
"177","The environmentalist was cautioned by the tobacconist.","Implausible","passive","AAN",84,"Version1"
"181","The alcoholic hassled the guest.","Plausible","active","AAN",86,"Version1"
"181","The guest hassled the alcoholic.","Implausible","active","AAN",86,"Version1"
"181","The guest was hassled by the alcoholic.","Plausible","passive","AAN",86,"Version1"
"181","The alcoholic was hassled by the guest.","Implausible","passive","AAN",86,"Version1"
"182","The drunk bothered the visitor.","Plausible","active","AAN",86,"Version2"
"182","The visitor bothered the drunk.","Implausible","active","AAN",86,"Version2"
"182","The visitor was bothered by the drunk.","Plausible","passive","AAN",86,"Version2"
"182","The drunk was bothered by the visitor.","Implausible","passive","AAN",86,"Version2"
"183","The commentator vexed the athlete.","Plausible","active","AAR",87,"Version1"
"183","The athlete vexed the commentator.","Implausible","active","AAR",87,"Version1"
"183","The athlete was vexed by the commentator.","Plausible","passive","AAR",87,"Version1"
"183","The commentator was vexed by the athlete.","Implausible","passive","AAR",87,"Version1"
"184","The sportscaster peeved the jock.","Plausible","active","AAR",87,"Version2"
"184","The jock peeved the sportscaster.","Implausible","active","AAR",87,"Version2"
"184","The jock was peeved by the sportscaster.","Plausible","passive","AAR",87,"Version2"
"184","The sportscaster was peeved by the jock.","Implausible","passive","AAR",87,"Version2"
"185","The preacher hugged the churchgoer.","Plausible","active","AAR",88,"Version1"
"185","The churchgoer hugged the preacher.","Implausible","active","AAR",88,"Version1"
"185","The churchgoer was hugged by the preacher.","Plausible","passive","AAR",88,"Version1"
"185","The preacher was hugged by the churchgoer.","Implausible","passive","AAR",88,"Version1"
"186","The pastor embraced the parishioner.","Plausible","active","AAR",88,"Version2"
"186","The parishioner embraced the pastor.","Implausible","active","AAR",88,"Version2"
"186","The parishioner was embraced by the pastor.","Plausible","passive","AAR",88,"Version2"
"186","The pastor was embraced by the parishioner.","Implausible","passive","AAR",88,"Version2"
"187","The maniac mocked the clown.","Plausible","active","AAR",89,"Version1"
"187","The clown mocked the maniac.","Implausible","active","AAR",89,"Version1"
"187","The clown was mocked by the maniac.","Plausible","passive","AAR",89,"Version1"
"187","The maniac was mocked by the clown.","Implausible","passive","AAR",89,"Version1"
"188","The lunatic ridiculed the jester.","Plausible","active","AAR",89,"Version2"
"188","The jester ridiculed the lunatic.","Implausible","active","AAR",89,"Version2"
"188","The jester was ridiculed by the lunatic.","Plausible","passive","AAR",89,"Version2"
"188","The lunatic was ridiculed by the jester.","Implausible","passive","AAR",89,"Version2"
"189","The archivist contacted the inventor.","Plausible","active","AAR",90,"Version1"
"189","The inventor contacted the archivist.","Implausible","active","AAR",90,"Version1"
"189","The inventor was contacted by the archivist.","Plausible","passive","AAR",90,"Version1"
"189","The archivist was contacted by the inventor.","Implausible","passive","AAR",90,"Version1"
"190","The historian approached the innovator.","Plausible","active","AAR",90,"Version2"
"190","The innovator approached the historian.","Implausible","active","AAR",90,"Version2"
"190","The innovator was approached by the historian.","Plausible","passive","AAR",90,"Version2"
"190","The historian was approached by the innovator.","Implausible","passive","AAR",90,"Version2"
"191","The janitor called the landscaper.","Plausible","active","AAR",91,"Version1"
"191","The landscaper called the janitor.","Implausible","active","AAR",91,"Version1"
"191","The landscaper was called by the janitor.","Plausible","passive","AAR",91,"Version1"
"191","The janitor was called by the landscaper.","Implausible","passive","AAR",91,"Version1"
"192","The custodian phoned the gardener.","Plausible","active","AAR",91,"Version2"
"192","The gardener phoned the custodian.","Implausible","active","AAR",91,"Version2"
"192","The gardener was phoned by the custodian.","Plausible","passive","AAR",91,"Version2"
"192","The custodian was phoned by the gardener.","Implausible","passive","AAR",91,"Version2"
"193","The drummer annoyed the weatherman.","Plausible","active","AAR",92,"Version1"
"193","The weatherman annoyed the drummer.","Implausible","active","AAR",92,"Version1"
"193","The weatherman was annoyed by the drummer.","Plausible","passive","AAR",92,"Version1"
"193","The drummer was annoyed by the weatherman.","Implausible","passive","AAR",92,"Version1"
"194","The percussionist displeased the meteorologist.","Plausible","active","AAR",92,"Version2"
"194","The meteorologist displeased the percussionist.","Implausible","active","AAR",92,"Version2"
"194","The meteorologist was displeased by the percussionist.","Plausible","passive","AAR",92,"Version2"
"194","The percussionist was displeased by the meteorologist.","Implausible","passive","AAR",92,"Version2"
"195","The go-between belittled the defendant.","Plausible","active","AAR",93,"Version1"
"195","The defendant belittled the go-between.","Implausible","active","AAR",93,"Version1"
"195","The defendant was belittled by the go-between.","Plausible","passive","AAR",93,"Version1"
"195","The go-between was belittled by the defendant.","Implausible","passive","AAR",93,"Version1"
"196","The intermediary deprecated the felon.","Plausible","active","AAR",93,"Version2"
"196","The felon deprecated the intermediary.","Implausible","active","AAR",93,"Version2"
"196","The felon was deprecated by the intermediary.","Plausible","passive","AAR",93,"Version2"
"196","The intermediary was deprecated by the felon.","Implausible","passive","AAR",93,"Version2"
"197","The valet entertained the envoy.","Plausible","active","AAR",94,"Version1"
"197","The envoy entertained the valet.","Implausible","active","AAR",94,"Version1"
"197","The envoy was entertained by the valet.","Plausible","passive","AAR",94,"Version1"
"197","The valet was entertained by the envoy.","Implausible","passive","AAR",94,"Version1"
"198","The manservant amused the emissary.","Plausible","active","AAR",94,"Version2"
"198","The emissary amused the manservant.","Implausible","active","AAR",94,"Version2"
"198","The emissary was amused by the manservant.","Plausible","passive","AAR",94,"Version2"
"198","The manservant was amused by the emissary.","Implausible","passive","AAR",94,"Version2"
"199","The acrobat pushed the stranger.","Plausible","active","AAR",95,"Version1"
"199","The stranger pushed the acrobat.","Implausible","active","AAR",95,"Version1"
"199","The stranger was pushed by the acrobat.","Plausible","passive","AAR",95,"Version1"
"199","The acrobat was pushed by the stranger.","Implausible","passive","AAR",95,"Version1"
"200","The gymnast shoved the outsider.","Plausible","active","AAR",95,"Version2"
"200","The outsider shoved the gymnast.","Implausible","active","AAR",95,"Version2"
"200","The outsider was shoved by the gymnast.","Plausible","passive","AAR",95,"Version2"
"200","The gymnast was shoved by the outsider.","Implausible","passive","AAR",95,"Version2"
"201","The benefactor calmed the architect.","Plausible","active","AAR",96,"Version1"
"201","The architect calmed the benefactor.","Implausible","active","AAR",96,"Version1"
"201","The architect was calmed by the benefactor.","Plausible","passive","AAR",96,"Version1"
"201","The benefactor was calmed by the architect.","Implausible","passive","AAR",96,"Version1"
"202","The patron soothed the draftsman.","Plausible","active","AAR",96,"Version2"
"202","The draftsman soothed the patron.","Implausible","active","AAR",96,"Version2"
"202","The draftsman was soothed by the patron.","Plausible","passive","AAR",96,"Version2"
"202","The patron was soothed by the draftsman.","Implausible","passive","AAR",96,"Version2"
"203","The therapist lauded the hairdresser.","Plausible","active","AAR",97,"Version1"
"203","The hairdresser lauded the therapist.","Implausible","active","AAR",97,"Version1"
"203","The hairdresser was lauded by the therapist.","Plausible","passive","AAR",97,"Version1"
"203","The therapist was lauded by the hairdresser.","Implausible","passive","AAR",97,"Version1"
"204","The psychologist extolled the hairstylist.","Plausible","active","AAR",97,"Version2"
"204","The hairstylist extolled the psychologist.","Implausible","active","AAR",97,"Version2"
"204","The hairstylist was extolled by the psychologist.","Plausible","passive","AAR",97,"Version2"
"204","The psychologist was extolled by the hairstylist.","Implausible","passive","AAR",97,"Version2"
"205","The nobleman married the baroness.","Plausible","active","AAR",98,"Version1"
"205","The baroness married the nobleman.","Implausible","active","AAR",98,"Version1"
"205","The baroness was married by the nobleman.","Plausible","passive","AAR",98,"Version1"
"205","The nobleman was married by the baroness.","Implausible","passive","AAR",98,"Version1"
