"WorkerId","Score","Plausibility","ItemNum","Sentence"
"A2541C8MY0BYV3",7,"Plausible",8,"The artist is painting the businessman."
"A2EI9E6EBZEZO1",7,"Plausible",8,"The artist is painting the businessman."
"A2FGKKWP33DFWS",5,"Plausible",8,"The artist is painting the businessman."
"A2JDYN6QM8M5UN",7,"Plausible",8,"The artist is painting the businessman."
"A2Y6K5DW6G7H0T",7,"Plausible",8,"The artist is painting the businessman."
"A3908297ZI3LES",1,"Plausible",8,"The artist is painting the businessman."
"A3PLWSCPFLCEGI",7,"Plausible",8,"The artist is painting the businessman."
"AFDC9A6Z60W2Z",6,"Plausible",8,"The artist is painting the businessman."
"AQMJMYR9MANOG",7,"Plausible",8,"The artist is painting the businessman."
"AVZOC3OGBQRX2",7,"Plausible",8,"The artist is painting the businessman."
"AZOT44NUTXOYT",7,"Plausible",8,"The artist is painting the businessman."
"A11YS0T8MV3Q7C",7,"Plausible",8,"The artist is painting the businessman."
"A18VIO909RWY6D",7,"Plausible",8,"The artist is painting the businessman."
"A2CWJRAEFZ44HU",7,"Plausible",8,"The artist is painting the businessman."
"A2GTJ0BD4CG1A2",7,"Plausible",8,"The artist is painting the businessman."
"A2QD7QFGCUNF5N",5,"Plausible",8,"The artist is painting the businessman."
"A2V27A9GZA1NR2",7,"Plausible",8,"The artist is painting the businessman."
"A2XPWASDT8AYXH",4,"Plausible",8,"The artist is painting the businessman."
"A2YGOORS5N9RW8",7,"Plausible",8,"The artist is painting the businessman."
"A2ZA3X3DBEMBCD",4,"Plausible",8,"The artist is painting the businessman."
"A3D2GO0IFRFN6R",7,"Plausible",8,"The artist is painting the businessman."
"A3FT3XPTOWHJMY",6,"Plausible",8,"The artist is painting the businessman."
"A3PYD7EU2WFST6",7,"Plausible",8,"The artist is painting the businessman."
"AAOEHS9LFB8KA",7,"Plausible",8,"The artist is painting the businessman."
"AC5UD8N187QD6",2,"Plausible",8,"The artist is painting the businessman."
"AKMIORNF40ST7",4,"Plausible",8,"The artist is painting the businessman."
"ARWN6TT8EWCFJ",4,"Plausible",8,"The artist is painting the businessman."
"AUQ79MANVDU9B",7,"Plausible",8,"The artist is painting the businessman."
"A1FKRZKU1H9YFC",7,"Plausible",8,"The artist is painting the businessman."
"A1KWC8TW8ANBQ8",7,"Plausible",8,"The artist is painting the businessman."
"A1QIR3JFR56TKL",7,"Plausible",8,"The artist is painting the businessman."
"A1YH2I4Y2SYAXJ",7,"Plausible",8,"The artist is painting the businessman."
"A2VNSNAN1LZBAM",1,"Plausible",8,"The artist is painting the businessman."
"A3CQDCNYJAX2X3",7,"Plausible",8,"The artist is painting the businessman."
"A3KSTXZKLRE3UC",2,"Plausible",8,"The artist is painting the businessman."
"A3QZEKY53Y1IC6",7,"Plausible",8,"The artist is painting the businessman."
"A4E818Z7A5FST",7,"Plausible",8,"The artist is painting the businessman."
"AMPMTF5IAAMK8",6,"Plausible",8,"The artist is painting the businessman."
"AZ69TBTDH7AZS",7,"Plausible",8,"The artist is painting the businessman."
"A2M5OXOREG5HYY",3,"Implausible",8,"The businessman is painting the artist."
"A1945USNZHTROX",1,"Implausible",8,"The businessman is painting the artist."
"A1B5SSGMTAQ9B5",2,"Implausible",8,"The businessman is painting the artist."
"A1BNYBF79IQ89T",1,"Implausible",8,"The businessman is painting the artist."
"A1F3XD5WEK7H7E",1,"Implausible",8,"The businessman is painting the artist."
"A1F9KLZGHE9DTA",2,"Implausible",8,"The businessman is painting the artist."
"A1KS9LITOVPAT8",1,"Implausible",8,"The businessman is painting the artist."
"A1M682B2WUSYJP",1,"Implausible",8,"The businessman is painting the artist."
"A1P6OXEJ86HQRM",3,"Implausible",8,"The businessman is painting the artist."
"A1VR1XQEQQXYUE",4,"Implausible",8,"The businessman is painting the artist."
"A1WS9UHL45VZ0X",2,"Implausible",8,"The businessman is painting the artist."
"A1Z26KLD8VFYUD",5,"Implausible",8,"The businessman is painting the artist."
"A2E0LU8V4EUX5C",2,"Implausible",8,"The businessman is painting the artist."
"A2XQ3CFB5HT2ZQ",1,"Implausible",8,"The businessman is painting the artist."
"A30HUZHJBOX1LK",3,"Implausible",8,"The businessman is painting the artist."
"A3FOKP72T5I4FR",1,"Implausible",8,"The businessman is painting the artist."
"A3K9GTQBOI7O5A",7,"Implausible",8,"The businessman is painting the artist."
"A3UPZ88FI1EJC",1,"Implausible",8,"The businessman is painting the artist."
"A8028AFBBS29G",1,"Implausible",8,"The businessman is painting the artist."
"A12FTSX85NQ8N9",2,"Implausible",8,"The businessman is painting the artist."
"A1JJYY622DGE5L",1,"Implausible",8,"The businessman is painting the artist."
"A1JVO7FLPATHUB",1,"Implausible",8,"The businessman is painting the artist."
"A1P2RQ166VS5BT",1,"Implausible",8,"The businessman is painting the artist."
"A1ZDR2UN7M92LI",6,"Implausible",8,"The businessman is painting the artist."
"A20X14OMRL0YPZ",2,"Implausible",8,"The businessman is painting the artist."
"A2DVJ6OMVVYTC7",1,"Implausible",8,"The businessman is painting the artist."
"A2OVWCQ4B9AHFY",7,"Implausible",8,"The businessman is painting the artist."
"A2VB8KX3XUA6WU",1,"Implausible",8,"The businessman is painting the artist."
"A2YAYHZYI7M3HD",1,"Implausible",8,"The businessman is painting the artist."
"A2YCMT5BPA0AG9",2,"Implausible",8,"The businessman is painting the artist."
"A3DS5B06ZCD3E3",3,"Implausible",8,"The businessman is painting the artist."
"A3KF6O09H04SP7",2,"Implausible",8,"The businessman is painting the artist."
"A3MFK5UEUG95M3",1,"Implausible",8,"The businessman is painting the artist."
"A3SH7B3UK915FC",1,"Implausible",8,"The businessman is painting the artist."
"A64JDJKE9DYCT",2,"Implausible",8,"The businessman is painting the artist."
"AJRY9ALX8069Y",2,"Implausible",8,"The businessman is painting the artist."
"A13I3UTEFM8852",7,"Implausible",8,"The businessman is painting the artist."
"A1AS4S7BOJPOEY",1,"Implausible",8,"The businessman is painting the artist."
"A1XXNB42VP10RB",2,"Implausible",8,"The businessman is painting the artist."
"A1Z1O6MMOB3UWW",1,"Implausible",8,"The businessman is painting the artist."
"A28RAZB2S5TF4N",6,"Implausible",8,"The businessman is painting the artist."
"A29SJZ0IEOHGMB",4,"Implausible",8,"The businessman is painting the artist."
"A2PXJTMWGUE5DC",2,"Implausible",8,"The businessman is painting the artist."
"A2ZL7BZA7RRMIN",2,"Implausible",8,"The businessman is painting the artist."
"A326O3VWP8TO8N",2,"Implausible",8,"The businessman is painting the artist."
"A3D3MQ814FCE0W",2,"Implausible",8,"The businessman is painting the artist."
"A3MYPYBVHX7FQ2",2,"Implausible",8,"The businessman is painting the artist."
"AVPKE76DJLWK6",3,"Implausible",8,"The businessman is painting the artist."
"A2M5OXOREG5HYY",6,"Plausible",9,"The groom is carrying the bride."
"A1945USNZHTROX",7,"Plausible",9,"The groom is carrying the bride."
"A1B5SSGMTAQ9B5",7,"Plausible",9,"The groom is carrying the bride."
"A1BNYBF79IQ89T",7,"Plausible",9,"The groom is carrying the bride."
"A1F3XD5WEK7H7E",7,"Plausible",9,"The groom is carrying the bride."
"A1F9KLZGHE9DTA",7,"Plausible",9,"The groom is carrying the bride."
"A1KS9LITOVPAT8",7,"Plausible",9,"The groom is carrying the bride."
"A1M682B2WUSYJP",NA,"Plausible",9,"The groom is carrying the bride."
"A1P6OXEJ86HQRM",7,"Plausible",9,"The groom is carrying the bride."
"A1VR1XQEQQXYUE",7,"Plausible",9,"The groom is carrying the bride."
"A1WS9UHL45VZ0X",5,"Plausible",9,"The groom is carrying the bride."
"A1Z26KLD8VFYUD",4,"Plausible",9,"The groom is carrying the bride."
"A2E0LU8V4EUX5C",7,"Plausible",9,"The groom is carrying the bride."
"A2XQ3CFB5HT2ZQ",7,"Plausible",9,"The groom is carrying the bride."
"A30HUZHJBOX1LK",7,"Plausible",9,"The groom is carrying the bride."
"A3FOKP72T5I4FR",7,"Plausible",9,"The groom is carrying the bride."
"A3K9GTQBOI7O5A",7,"Plausible",9,"The groom is carrying the bride."
"A3UPZ88FI1EJC",7,"Plausible",9,"The groom is carrying the bride."
"A8028AFBBS29G",7,"Plausible",9,"The groom is carrying the bride."
"A12FTSX85NQ8N9",7,"Plausible",9,"The groom is carrying the bride."
"A1JJYY622DGE5L",7,"Plausible",9,"The groom is carrying the bride."
"A1JVO7FLPATHUB",7,"Plausible",9,"The groom is carrying the bride."
"A1P2RQ166VS5BT",7,"Plausible",9,"The groom is carrying the bride."
"A1ZDR2UN7M92LI",7,"Plausible",9,"The groom is carrying the bride."
"A20X14OMRL0YPZ",7,"Plausible",9,"The groom is carrying the bride."
"A2DVJ6OMVVYTC7",7,"Plausible",9,"The groom is carrying the bride."
"A2OVWCQ4B9AHFY",7,"Plausible",9,"The groom is carrying the bride."
"A2VB8KX3XUA6WU",7,"Plausible",9,"The groom is carrying the bride."
"A2YAYHZYI7M3HD",7,"Plausible",9,"The groom is carrying the bride."
"A2YCMT5BPA0AG9",7,"Plausible",9,"The groom is carrying the bride."
"A3DS5B06ZCD3E3",7,"Plausible",9,"The groom is carrying the bride."
"A3KF6O09H04SP7",7,"Plausible",9,"The groom is carrying the bride."
"A3MFK5UEUG95M3",6,"Plausible",9,"The groom is carrying the bride."
"A3SH7B3UK915FC",7,"Plausible",9,"The groom is carrying the bride."
"A64JDJKE9DYCT",7,"Plausible",9,"The groom is carrying the bride."
"AJRY9ALX8069Y",7,"Plausible",9,"The groom is carrying the bride."
"A13I3UTEFM8852",7,"Plausible",9,"The groom is carrying the bride."
"A1AS4S7BOJPOEY",7,"Plausible",9,"The groom is carrying the bride."
"A1XXNB42VP10RB",7,"Plausible",9,"The groom is carrying the bride."
"A1Z1O6MMOB3UWW",7,"Plausible",9,"The groom is carrying the bride."
"A28RAZB2S5TF4N",5,"Plausible",9,"The groom is carrying the bride."
"A29SJZ0IEOHGMB",7,"Plausible",9,"The groom is carrying the bride."
"A2PXJTMWGUE5DC",7,"Plausible",9,"The groom is carrying the bride."
"A2ZL7BZA7RRMIN",7,"Plausible",9,"The groom is carrying the bride."
"A326O3VWP8TO8N",7,"Plausible",9,"The groom is carrying the bride."
"A3D3MQ814FCE0W",5,"Plausible",9,"The groom is carrying the bride."
"A3MYPYBVHX7FQ2",7,"Plausible",9,"The groom is carrying the bride."
"AVPKE76DJLWK6",7,"Plausible",9,"The groom is carrying the bride."
"A27VFM67RPD2L5",3,"Implausible",9,"The bride is carrying the groom."
"A3F3A89U4ZXJJD",5,"Implausible",9,"The bride is carrying the groom."
"A147F5PJTHOB8A",2,"Implausible",9,"The bride is carrying the groom."
"A1B1Y6OBCA7XTZ",5,"Implausible",9,"The bride is carrying the groom."
"A1LTJHPUTL7WM9",4,"Implausible",9,"The bride is carrying the groom."
"A1SISJL5ST2PWH",4,"Implausible",9,"The bride is carrying the groom."
"A1XVEKS9O73ERE",4,"Implausible",9,"The bride is carrying the groom."
"A23KAJRDVCVGOE",3,"Implausible",9,"The bride is carrying the groom."
"A248QG4DPULP46",1,"Implausible",9,"The bride is carrying the groom."
"A2541C8MY0BYV3",1,"Implausible",9,"The bride is carrying the groom."
"A2EI9E6EBZEZO1",2,"Implausible",9,"The bride is carrying the groom."
"A2FGKKWP33DFWS",1,"Implausible",9,"The bride is carrying the groom."
"A2JDYN6QM8M5UN",2,"Implausible",9,"The bride is carrying the groom."
"A2Y6K5DW6G7H0T",1,"Implausible",9,"The bride is carrying the groom."
"A3908297ZI3LES",2,"Implausible",9,"The bride is carrying the groom."
"A3PLWSCPFLCEGI",1,"Implausible",9,"The bride is carrying the groom."
"AFDC9A6Z60W2Z",3,"Implausible",9,"The bride is carrying the groom."
"AQMJMYR9MANOG",6,"Implausible",9,"The bride is carrying the groom."
"AVZOC3OGBQRX2",5,"Implausible",9,"The bride is carrying the groom."
"AZOT44NUTXOYT",1,"Implausible",9,"The bride is carrying the groom."
"A11YS0T8MV3Q7C",2,"Implausible",9,"The bride is carrying the groom."
"A18VIO909RWY6D",2,"Implausible",9,"The bride is carrying the groom."
"A2CWJRAEFZ44HU",3,"Implausible",9,"The bride is carrying the groom."
"A2GTJ0BD4CG1A2",2,"Implausible",9,"The bride is carrying the groom."
"A2QD7QFGCUNF5N",5,"Implausible",9,"The bride is carrying the groom."
"A2V27A9GZA1NR2",1,"Implausible",9,"The bride is carrying the groom."
"A2XPWASDT8AYXH",1,"Implausible",9,"The bride is carrying the groom."
"A2YGOORS5N9RW8",5,"Implausible",9,"The bride is carrying the groom."
"A2ZA3X3DBEMBCD",3,"Implausible",9,"The bride is carrying the groom."
"A3D2GO0IFRFN6R",3,"Implausible",9,"The bride is carrying the groom."
"A3FT3XPTOWHJMY",3,"Implausible",9,"The bride is carrying the groom."
"A3PYD7EU2WFST6",3,"Implausible",9,"The bride is carrying the groom."
"AAOEHS9LFB8KA",3,"Implausible",9,"The bride is carrying the groom."
"AC5UD8N187QD6",5,"Implausible",9,"The bride is carrying the groom."
"AKMIORNF40ST7",1,"Implausible",9,"The bride is carrying the groom."
"ARWN6TT8EWCFJ",6,"Implausible",9,"The bride is carrying the groom."
"AUQ79MANVDU9B",5,"Implausible",9,"The bride is carrying the groom."
"A1FKRZKU1H9YFC",2,"Implausible",9,"The bride is carrying the groom."
"A1KWC8TW8ANBQ8",6,"Implausible",9,"The bride is carrying the groom."
"A1QIR3JFR56TKL",4,"Implausible",9,"The bride is carrying the groom."
"A1YH2I4Y2SYAXJ",2,"Implausible",9,"The bride is carrying the groom."
"A2VNSNAN1LZBAM",1,"Implausible",9,"The bride is carrying the groom."
"A3CQDCNYJAX2X3",2,"Implausible",9,"The bride is carrying the groom."
"A3KSTXZKLRE3UC",2,"Implausible",9,"The bride is carrying the groom."
"A3QZEKY53Y1IC6",1,"Implausible",9,"The bride is carrying the groom."
"A4E818Z7A5FST",6,"Implausible",9,"The bride is carrying the groom."
"AMPMTF5IAAMK8",2,"Implausible",9,"The bride is carrying the groom."
"AZ69TBTDH7AZS",4,"Implausible",9,"The bride is carrying the groom."
"A2M5OXOREG5HYY",7,"Plausible",10,"The jester is entertaining the king."
"A1945USNZHTROX",7,"Plausible",10,"The jester is entertaining the king."
"A1B5SSGMTAQ9B5",7,"Plausible",10,"The jester is entertaining the king."
"A1BNYBF79IQ89T",7,"Plausible",10,"The jester is entertaining the king."
"A1F3XD5WEK7H7E",7,"Plausible",10,"The jester is entertaining the king."
"A1F9KLZGHE9DTA",7,"Plausible",10,"The jester is entertaining the king."
"A1KS9LITOVPAT8",7,"Plausible",10,"The jester is entertaining the king."
"A1M682B2WUSYJP",7,"Plausible",10,"The jester is entertaining the king."
"A1P6OXEJ86HQRM",7,"Plausible",10,"The jester is entertaining the king."
"A1VR1XQEQQXYUE",6,"Plausible",10,"The jester is entertaining the king."
"A1WS9UHL45VZ0X",7,"Plausible",10,"The jester is entertaining the king."
"A1Z26KLD8VFYUD",3,"Plausible",10,"The jester is entertaining the king."
"A2E0LU8V4EUX5C",7,"Plausible",10,"The jester is entertaining the king."
"A2XQ3CFB5HT2ZQ",7,"Plausible",10,"The jester is entertaining the king."
"A30HUZHJBOX1LK",7,"Plausible",10,"The jester is entertaining the king."
"A3FOKP72T5I4FR",7,"Plausible",10,"The jester is entertaining the king."
"A3K9GTQBOI7O5A",7,"Plausible",10,"The jester is entertaining the king."
"A3UPZ88FI1EJC",7,"Plausible",10,"The jester is entertaining the king."
"A8028AFBBS29G",7,"Plausible",10,"The jester is entertaining the king."
"A12FTSX85NQ8N9",6,"Plausible",10,"The jester is entertaining the king."
"A1JJYY622DGE5L",7,"Plausible",10,"The jester is entertaining the king."
"A1JVO7FLPATHUB",7,"Plausible",10,"The jester is entertaining the king."
"A1P2RQ166VS5BT",6,"Plausible",10,"The jester is entertaining the king."
"A1ZDR2UN7M92LI",7,"Plausible",10,"The jester is entertaining the king."
"A20X14OMRL0YPZ",7,"Plausible",10,"The jester is entertaining the king."
"A2DVJ6OMVVYTC7",7,"Plausible",10,"The jester is entertaining the king."
"A2OVWCQ4B9AHFY",7,"Plausible",10,"The jester is entertaining the king."
"A2VB8KX3XUA6WU",7,"Plausible",10,"The jester is entertaining the king."
"A2YAYHZYI7M3HD",7,"Plausible",10,"The jester is entertaining the king."
"A2YCMT5BPA0AG9",7,"Plausible",10,"The jester is entertaining the king."
"A3DS5B06ZCD3E3",7,"Plausible",10,"The jester is entertaining the king."
"A3KF6O09H04SP7",7,"Plausible",10,"The jester is entertaining the king."
"A3MFK5UEUG95M3",7,"Plausible",10,"The jester is entertaining the king."
"A3SH7B3UK915FC",NA,"Plausible",10,"The jester is entertaining the king."
"A64JDJKE9DYCT",7,"Plausible",10,"The jester is entertaining the king."
"AJRY9ALX8069Y",7,"Plausible",10,"The jester is entertaining the king."
"A13I3UTEFM8852",6,"Plausible",10,"The jester is entertaining the king."
"A1AS4S7BOJPOEY",6,"Plausible",10,"The jester is entertaining the king."
"A1XXNB42VP10RB",7,"Plausible",10,"The jester is entertaining the king."
"A1Z1O6MMOB3UWW",7,"Plausible",10,"The jester is entertaining the king."
"A28RAZB2S5TF4N",6,"Plausible",10,"The jester is entertaining the king."
"A29SJZ0IEOHGMB",7,"Plausible",10,"The jester is entertaining the king."
"A2PXJTMWGUE5DC",7,"Plausible",10,"The jester is entertaining the king."
"A2ZL7BZA7RRMIN",7,"Plausible",10,"The jester is entertaining the king."
"A326O3VWP8TO8N",7,"Plausible",10,"The jester is entertaining the king."
"A3D3MQ814FCE0W",7,"Plausible",10,"The jester is entertaining the king."
"A3MYPYBVHX7FQ2",7,"Plausible",10,"The jester is entertaining the king."
"AVPKE76DJLWK6",7,"Plausible",10,"The jester is entertaining the king."
"A27VFM67RPD2L5",2,"Implausible",10,"The king is entertaining the jester."
"A3F3A89U4ZXJJD",6,"Implausible",10,"The king is entertaining the jester."
"A147F5PJTHOB8A",1,"Implausible",10,"The king is entertaining the jester."
"A1B1Y6OBCA7XTZ",4,"Implausible",10,"The king is entertaining the jester."
"A1LTJHPUTL7WM9",2,"Implausible",10,"The king is entertaining the jester."
"A1SISJL5ST2PWH",2,"Implausible",10,"The king is entertaining the jester."
"A1XVEKS9O73ERE",1,"Implausible",10,"The king is entertaining the jester."
"A23KAJRDVCVGOE",3,"Implausible",10,"The king is entertaining the jester."
"A248QG4DPULP46",1,"Implausible",10,"The king is entertaining the jester."
"A2541C8MY0BYV3",1,"Implausible",10,"The king is entertaining the jester."
"A2EI9E6EBZEZO1",1,"Implausible",10,"The king is entertaining the jester."
"A2FGKKWP33DFWS",2,"Implausible",10,"The king is entertaining the jester."
"A2JDYN6QM8M5UN",2,"Implausible",10,"The king is entertaining the jester."
"A2Y6K5DW6G7H0T",1,"Implausible",10,"The king is entertaining the jester."
"A3908297ZI3LES",1,"Implausible",10,"The king is entertaining the jester."
"A3PLWSCPFLCEGI",1,"Implausible",10,"The king is entertaining the jester."
"AFDC9A6Z60W2Z",2,"Implausible",10,"The king is entertaining the jester."
"AQMJMYR9MANOG",6,"Implausible",10,"The king is entertaining the jester."
"AVZOC3OGBQRX2",4,"Implausible",10,"The king is entertaining the jester."
"AZOT44NUTXOYT",1,"Implausible",10,"The king is entertaining the jester."
"A11YS0T8MV3Q7C",2,"Implausible",10,"The king is entertaining the jester."
"A18VIO909RWY6D",1,"Implausible",10,"The king is entertaining the jester."
"A2CWJRAEFZ44HU",4,"Implausible",10,"The king is entertaining the jester."
"A2GTJ0BD4CG1A2",1,"Implausible",10,"The king is entertaining the jester."
"A2QD7QFGCUNF5N",5,"Implausible",10,"The king is entertaining the jester."
"A2V27A9GZA1NR2",1,"Implausible",10,"The king is entertaining the jester."
"A2XPWASDT8AYXH",1,"Implausible",10,"The king is entertaining the jester."
"A2YGOORS5N9RW8",2,"Implausible",10,"The king is entertaining the jester."
"A2ZA3X3DBEMBCD",1,"Implausible",10,"The king is entertaining the jester."
"A3D2GO0IFRFN6R",1,"Implausible",10,"The king is entertaining the jester."
"A3FT3XPTOWHJMY",2,"Implausible",10,"The king is entertaining the jester."
"A3PYD7EU2WFST6",1,"Implausible",10,"The king is entertaining the jester."
"AAOEHS9LFB8KA",2,"Implausible",10,"The king is entertaining the jester."
"AC5UD8N187QD6",5,"Implausible",10,"The king is entertaining the jester."
"AKMIORNF40ST7",4,"Implausible",10,"The king is entertaining the jester."
"ARWN6TT8EWCFJ",5,"Implausible",10,"The king is entertaining the jester."
"AUQ79MANVDU9B",2,"Implausible",10,"The king is entertaining the jester."
"A1FKRZKU1H9YFC",1,"Implausible",10,"The king is entertaining the jester."
"A1KWC8TW8ANBQ8",1,"Implausible",10,"The king is entertaining the jester."
"A1QIR3JFR56TKL",1,"Implausible",10,"The king is entertaining the jester."
"A1YH2I4Y2SYAXJ",2,"Implausible",10,"The king is entertaining the jester."
"A2VNSNAN1LZBAM",1,"Implausible",10,"The king is entertaining the jester."
"A3CQDCNYJAX2X3",2,"Implausible",10,"The king is entertaining the jester."
"A3KSTXZKLRE3UC",1,"Implausible",10,"The king is entertaining the jester."
"A3QZEKY53Y1IC6",1,"Implausible",10,"The king is entertaining the jester."
"A4E818Z7A5FST",4,"Implausible",10,"The king is entertaining the jester."
"AMPMTF5IAAMK8",1,"Implausible",10,"The king is entertaining the jester."
"AZ69TBTDH7AZS",1,"Implausible",10,"The king is entertaining the jester."
"A27VFM67RPD2L5",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3F3A89U4ZXJJD",3,"Plausible",11,"The lion is pouncing on the Safari guide."
"A147F5PJTHOB8A",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1B1Y6OBCA7XTZ",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1LTJHPUTL7WM9",4,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1SISJL5ST2PWH",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1XVEKS9O73ERE",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A23KAJRDVCVGOE",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A248QG4DPULP46",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2541C8MY0BYV3",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2EI9E6EBZEZO1",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2FGKKWP33DFWS",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2JDYN6QM8M5UN",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2Y6K5DW6G7H0T",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3908297ZI3LES",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3PLWSCPFLCEGI",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AFDC9A6Z60W2Z",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AQMJMYR9MANOG",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AVZOC3OGBQRX2",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AZOT44NUTXOYT",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A11YS0T8MV3Q7C",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A18VIO909RWY6D",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2CWJRAEFZ44HU",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2GTJ0BD4CG1A2",5,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2QD7QFGCUNF5N",5,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2V27A9GZA1NR2",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2XPWASDT8AYXH",5,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2YGOORS5N9RW8",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2ZA3X3DBEMBCD",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3D2GO0IFRFN6R",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3FT3XPTOWHJMY",4,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3PYD7EU2WFST6",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AAOEHS9LFB8KA",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AC5UD8N187QD6",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"AKMIORNF40ST7",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"ARWN6TT8EWCFJ",4,"Plausible",11,"The lion is pouncing on the Safari guide."
"AUQ79MANVDU9B",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1FKRZKU1H9YFC",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1KWC8TW8ANBQ8",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1QIR3JFR56TKL",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A1YH2I4Y2SYAXJ",5,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2VNSNAN1LZBAM",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3CQDCNYJAX2X3",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3KSTXZKLRE3UC",3,"Plausible",11,"The lion is pouncing on the Safari guide."
"A3QZEKY53Y1IC6",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A4E818Z7A5FST",6,"Plausible",11,"The lion is pouncing on the Safari guide."
"AMPMTF5IAAMK8",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"AZ69TBTDH7AZS",7,"Plausible",11,"The lion is pouncing on the Safari guide."
"A2M5OXOREG5HYY",7,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1945USNZHTROX",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1B5SSGMTAQ9B5",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1BNYBF79IQ89T",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1F3XD5WEK7H7E",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1F9KLZGHE9DTA",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1KS9LITOVPAT8",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1M682B2WUSYJP",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1P6OXEJ86HQRM",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1VR1XQEQQXYUE",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1WS9UHL45VZ0X",2,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1Z26KLD8VFYUD",5,"Implausible",11,"The Safari guide is pouncing on the lion."
"A2E0LU8V4EUX5C",2,"Implausible",11,"The Safari guide is pouncing on the lion."
"A2XQ3CFB5HT2ZQ",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A30HUZHJBOX1LK",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A3FOKP72T5I4FR",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A3K9GTQBOI7O5A",2,"Implausible",11,"The Safari guide is pouncing on the lion."
"A3UPZ88FI1EJC",2,"Implausible",11,"The Safari guide is pouncing on the lion."
"A8028AFBBS29G",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A12FTSX85NQ8N9",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1JJYY622DGE5L",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1JVO7FLPATHUB",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1P2RQ166VS5BT",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A1ZDR2UN7M92LI",4,"Implausible",11,"The Safari guide is pouncing on the lion."
"A20X14OMRL0YPZ",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A2DVJ6OMVVYTC7",1,"Implausible",11,"The Safari guide is pouncing on the lion."
"A2OVWCQ4B9AHFY",2,"Implausible",11,"The Safari guide is pouncing on the lion."
