"ItemNum","Sentence","Plausibility","Voice"
"317","The soldier heard the poem.","Implausible","active"
"318","The soldier held the flag.","Plausible","active"
"318","The soldier held the comb.","Implausible","active"
"319","The soldier hung the rifle.","Plausible","active"
"319","The soldier hung the picture.","Implausible","active"
"320","The soldier reached the trench.","Plausible","active"
"320","The soldier reached the supermarket.","Implausible","active"
"321","The soldier released the prisoner.","Plausible","active"
"321","The soldier released the film.","Implausible","active"
"322","The soldier threw the bomb.","Plausible","active"
"322","The soldier threw the ball.","Implausible","active"
"323","The soldier used the knife.","Plausible","active"
"323","The soldier used the brush.","Implausible","active"
"324","The soldier wore the helmet.","Plausible","active"
"324","The soldier wore the jeans.","Implausible","active"
"325","The soldier wore the uniform.","Plausible","active"
"325","The soldier wore the pajamas.","Implausible","active"
"326","The speaker entertained the audience.","Plausible","active"
"326","The speaker entertained the dog.","Implausible","active"
"327","The spectator bought the ticket.","Plausible","active"
"327","The spectator bought the car.","Implausible","active"
"328","The spectator enjoyed the game.","Plausible","active"
"328","The spectator enjoyed the breakfast.","Implausible","active"
"329","The spectator heard the speech.","Plausible","active"
"329","The spectator heard the horn.","Implausible","active"
"330","The spectator watched the game.","Plausible","active"
"330","The spectator watched the bird.","Implausible","active"
"331","The speleologist examined the cave.","Plausible","active"
"331","The speleologist examined the book.","Implausible","active"
"332","The spy passed the information.","Plausible","active"
"332","The spy passed the frisbee.","Implausible","active"
"333","The student began the trip.","Plausible","active"
"333","The student began the match.","Implausible","active"
"334","The student celebrated the graduation.","Plausible","active"
"334","The student celebrated the marriage.","Implausible","active"
"335","The student completed the project.","Plausible","active"
"335","The student completed the marathon.","Implausible","active"
"336","The student drank the beer.","Plausible","active"
"336","The student drank the gasoline.","Implausible","active"
"337","The student drank the coffee.","Plausible","active"
"337","The student drank the milk.","Implausible","active"
"338","The student enjoyed the beer.","Plausible","active"
"338","The student enjoyed the marriage.","Implausible","active"
"339","The student heard the lecture.","Plausible","active"
"339","The student heard the command.","Implausible","active"
"340","The student passed the exam.","Plausible","active"
"340","The student passed the river.","Implausible","active"
"341","The student read the book.","Plausible","active"
"341","The student read the hand.","Implausible","active"
"342","The student sent the email.","Plausible","active"
"342","The student sent the bomb.","Implausible","active"
"343","The student threw the frisbee.","Plausible","active"
"343","The student threw the garbage.","Implausible","active"
"344","The student used the computer.","Plausible","active"
"344","The student used the saw.","Implausible","active"
"345","The student wore the glasses.","Plausible","active"
"345","The student wore the armor.","Implausible","active"
"346","The surfer caught the wave.","Plausible","active"
"346","The surfer caught the baseball.","Implausible","active"
"347","The surfer flipped the board.","Plausible","active"
"347","The surfer flipped the pancake.","Implausible","active"
"348","The surfer grabbed the board.","Plausible","active"
"348","The surfer grabbed the frisbee.","Implausible","active"
"349","The surfer rode the wave.","Plausible","active"
"349","The surfer rode the camel.","Implausible","active"
"350","The surfer wore the sunglasses.","Plausible","active"
"350","The surfer wore the tie.","Implausible","active"
"351","The surfer wore the swimsuit.","Plausible","active"
"351","The surfer wore the tuxedo.","Implausible","active"
"352","The surgeon examined the patient.","Plausible","active"
"352","The surgeon examined the car.","Implausible","active"
"353","The surgeon performed the surgery.","Plausible","active"
"353","The surgeon performed the dance.","Implausible","active"
"354","The surgeon used the lancet.","Plausible","active"
"354","The surgeon used the rifle.","Implausible","active"
"355","The sweeper cleaned the street.","Plausible","active"
"355","The sweeper cleaned the window.","Implausible","active"
"356","The swimmer wore the goggles.","Plausible","active"
"356","The swimmer wore the cloak.","Implausible","active"
"357","The tailor sewed the dress.","Plausible","active"
"357","The tailor sewed the wound.","Implausible","active"
"358","The teacher explained the exercise.","Plausible","active"
"358","The teacher explained the tactic.","Implausible","active"
"359","The teacher gave the homework.","Plausible","active"
"359","The teacher gave the drug.","Implausible","active"
"360","The teacher helped the child.","Plausible","active"
"360","The teacher helped the patient.","Implausible","active"
"361","The teacher lent the book.","Plausible","active"
"361","The teacher lent the gun.","Implausible","active"
"362","The teacher used the blackboard.","Plausible","active"
"362","The teacher used the knife.","Implausible","active"
"363","The teenager heard the music.","Plausible","active"
"363","The teenager heard the lecture.","Implausible","active"
"364","The terrorist released the hostage.","Plausible","active"
"364","The terrorist released the book.","Implausible","active"
"365","The thief grabbed the money.","Plausible","active"
"365","The thief grabbed the banana.","Implausible","active"
"366","The tourist read the map.","Plausible","active"
"366","The tourist read the bible.","Implausible","active"
"367","The tourist rode the camel.","Plausible","active"
"367","The tourist rode the skates.","Implausible","active"
"368","The tourist visited the museum.","Plausible","active"
"368","The tourist visited the patient.","Implausible","active"
"369","The traveller checked the bag.","Plausible","active"
"369","The traveller checked the groceries.","Implausible","active"
"370","The traveller checked the watch.","Plausible","active"
"370","The traveller checked the team.","Implausible","active"
"371","The traveller handed the bag.","Plausible","active"
"371","The traveller handed the screwdriver.","Implausible","active"
"372","The truck hit the car.","Plausible","active"
"372","The truck hit the bag.","Implausible","active"
"373","The truck plowed the snow.","Plausible","active"
"373","The truck plowed the garden.","Implausible","active"
"374","The undertaker dug the grave.","Plausible","active"
"374","The undertaker dug the trench.","Implausible","active"
"375","The usurer lent the money.","Plausible","active"
"375","The usurer lent the toy.","Implausible","active"
"376","The vandal sprayed the paint.","Plausible","active"
"376","The vandal sprayed the perfume.","Implausible","active"
"377","The veterinarian examined the dog.","Plausible","active"
"377","The veterinarian examined the plant.","Implausible","active"
"378","The violinist played the violin.","Plausible","active"
"378","The violinist played the trumpet.","Implausible","active"
"379","The violinist wore the tuxedo.","Plausible","active"
"379","The violinist wore the helmet.","Implausible","active"
"380","The volunteer brought the food.","Plausible","active"
"380","The volunteer brought the hatchet.","Implausible","active"
"381","The waiter brought the glass.","Plausible","active"
"381","The waiter brought the guitar.","Implausible","active"
"382","The waiter carried the tray.","Plausible","active"
"382","The waiter carried the rifle.","Implausible","active"
"383","The waiter cleared the bar.","Plausible","active"
"383","The waiter cleared the road.","Implausible","active"
"384","The waiter cleared the table.","Plausible","active"
"384","The waiter cleared the tube.","Implausible","active"
"385","The waiter cut the cake.","Plausible","active"
"385","The waiter cut the hair.","Implausible","active"
"386","The waiter delivered the drink.","Plausible","active"
"386","The waiter delivered the speech.","Implausible","active"
"387","The waiter fetched the water.","Plausible","active"
"387","The waiter fetched the ball.","Implausible","active"
"388","The waiter held the bottle.","Plausible","active"
"388","The waiter held the flag.","Implausible","active"
"389","The waiter mixed the drink.","Plausible","active"
"389","The waiter mixed the cement.","Implausible","active"
"390","The waiter opened the bottle.","Plausible","active"
"390","The waiter opened the sarcophagus.","Implausible","active"
"391","The waiter poured the wine.","Plausible","active"
"391","The waiter poured the gasoline.","Implausible","active"
"392","The waiter prepared the drink.","Plausible","active"
"392","The waiter prepared the bomb.","Implausible","active"
"393","The witness explained the circumstances.","Plausible","active"
"393","The witness explained the equation.","Implausible","active"
"394","The witness reported the crime.","Plausible","active"
"394","The witness reported the birth.","Implausible","active"
"395","The woman carried the bag.","Plausible","active"
"395","The woman carried the stone.","Implausible","active"
"396","The woman opened the bag.","Plausible","active"
"396","The woman opened the manhole.","Implausible","active"
"397","The woman painted the toenail.","Plausible","active"
"397","The woman painted the sign.","Implausible","active"
