Sentence,Typicality,Rating,agent_freq,patient_freq,sentence_freq,verb_freq
The hairstylist sprayed the foam.,T,5.95,5.905361848,9.557823198,10.29371311,9.135293498
The hairstylist washed the infant.,AT,2.85,5.905361848,10.84900694,10.78115184,10.98351148
The hairstylist washed the hair.,T,6.15,5.905361848,11.1948804,10.85032654,10.98351148
The hiker faced the camera.,AT,3.95,6.838405201,9.579971027,10.85553675,11.35589732
The hiker faced the mountain.,T,6.15,6.838405201,10.7345907,11.08646069,11.35589732
The horse drew the trailer.,AT,2.7,11.65417326,8.114025442,11.5493834,8.485083137
The horse drew the carriage.,T,4.05,11.65417326,9.399803037,11.80653892,8.485083137
The horse moved the suitcase.,AT,1.4,11.65417326,6.830874235,11.32372486,11.72723007
The horse moved the cart.,T,4.3,11.65417326,11.50806367,12.25916275,11.72723007
The horse pulled the suitcase.,AT,1.55,11.65417326,6.830874235,11.05283784,10.63067378
The horse pulled the cart.,T,4.95,11.65417326,11.50806367,11.98827573,10.63067378
The hostess explained the poem.,AT,1.75,7.810758117,10.28284822,11.37437082,10.06891724
The hostess explained the procedure.,T,4.1,7.810758117,10.58352416,11.43450601,10.06891724
The hound fetched the money.,AT,2.85,9.430599768,11.14158638,11.46722684,9.183996397
The hound fetched the bird.,T,5.05,9.430599768,10.93157008,11.42522358,9.183996397
The housemaid cleaned the fish.,AT,3.9,7.262628601,11.4569158,10.99930095,10.62580511
The housemaid cleaned the dish.,T,5.7,7.262628601,11.15119491,10.93815677,10.62580511
The housemaid cleaned the street.,AT,2.9,7.262628601,10.82498471,10.87291473,10.62580511
The housemaid cleaned the window.,T,6.65,7.262628601,10.5065459,10.80922697,10.62580511
The housemaid mopped the barracks.,AT,3.2,7.262628601,7.945909599,10.20278163,10.06168717
The housemaid mopped the floor.,T,6.7,7.262628601,10.31586207,10.67677213,10.06168717
The housemaid washed the boat.,AT,4,7.262628601,10.74300523,11.03140485,10.98351148
The housemaid washed the floor.,T,6.8,7.262628601,10.31586207,10.94597622,10.98351148
The housewife cleaned the shoe.,AT,5.45,8.201934351,10.53158942,11.00209683,10.62580511
The housewife cleaned the table.,T,6.3,8.201934351,11.17589907,11.13095876,10.62580511
The illusionist performed the surgery.,AT,1.5,7.215975003,9.539859923,11.16659179,11.25307903
The illusionist performed the trick.,T,5.05,7.215975003,10.13440084,11.28549998,11.25307903
The illustrator decorated the garden.,AT,3,7.422971251,10.34386925,10.80988948,10.821916
The illustrator decorated the book.,T,6.3,7.422971251,11.84813262,11.11074215,10.821916
The illustrator drew the carriage.,AT,5.15,7.422971251,9.399803037,10.96029852,8.485083137
The illustrator drew the picture.,T,6.3,7.422971251,10.56640746,11.1936194,8.485083137
The investor rented the bicycle.,AT,2.35,9.042276687,7.95927596,10.6511205,10.99420207
The investor rented the land.,T,4.05,9.042276687,12.33281542,11.52582839,10.99420207
The jockey rode the wave.,AT,1.6,8.395251521,10.86626103,11.70892527,9.789478636
The jockey rode the horse.,T,6.2,8.395251521,11.65417326,11.86650771,9.789478636
The journalist carried the milk.,AT,1.6,8.554488976,10.90780748,11.50403984,11.10370833
The journalist carried the article.,T,6.15,8.554488976,10.41924101,11.40632655,11.10370833
The journalist wrote the song.,AT,1.9,8.554488976,10.77048299,11.7305382,9.834083882
The journalist wrote the article.,T,6.85,8.554488976,10.41924101,11.66028981,9.834083882
The killer pulled the cart.,AT,2.5,7.512617545,11.50806367,11.15996458,10.63067378
The killer pulled the trigger.,T,6.6,7.512617545,8.687948112,10.59594147,10.63067378
The knight held the camera.,AT,2,9.789758787,9.579971027,11.80197543,10.14651216
The knight held the sword.,T,6.5,9.789758787,10.49307814,11.98459685,10.14651216
The librarian climbed the tree.,AT,1.8,8.367532417,11.13415097,11.0850076,9.345657669
The librarian climbed the ladder.,T,5.1,8.367532417,8.829079953,10.6239934,9.345657669
The librarian stacked the supply.,AT,3.85,8.367532417,10.1361457,10.86071771,9.216918687
The librarian stacked the book.,T,6.5,8.367532417,11.84813262,11.2031151,9.216918687
The lumberjack cut the meat.,AT,3.3,7.175489714,10.51006871,11.77982339,11.71992337
The lumberjack cut the tree.,T,6.55,7.175489714,11.13415097,11.90463984,11.71992337
The lumberjack stacked the book.,AT,2.2,7.175489714,11.84813262,10.96470655,9.216918687
The lumberjack stacked the wood.,T,6.75,7.175489714,11.84889043,10.96485812,9.216918687
The lumberjack used the lancet.,AT,2.75,7.175489714,8.249836485,11.15480205,12.22692374
The lumberjack used the saw.,T,6.15,7.175489714,11.06352414,11.71753958,12.22692374
The magician read the newspaper.,AT,4,8.033009499,10.14250445,11.92747411,11.96822147
The magician read the hand.,T,4.4,8.033009499,12.66807245,12.43258772,11.96822147
The manager rented the kayak.,AT,2.75,9.830325287,7.760893196,10.76905367,10.99420207
The manager rented the room.,T,3.65,9.830325287,10.71849832,11.36057469,10.99420207
The mason built the snowman.,AT,2.3,9.228671329,6.598509029,10.98964403,9.627404616
The mason built the house.,T,6.45,9.228671329,11.98804101,12.06755042,9.627404616
The mason fixed the bike.,AT,1.55,9.228671329,8.190354404,11.33517027,11.29729115
The mason fixed the roof.,T,4.15,9.228671329,10.11779216,11.72065782,11.29729115
The mason fixed the tire.,AT,3.25,9.228671329,10.34592726,11.76628484,11.29729115
The mason fixed the wall.,T,6.15,9.228671329,11.37780424,11.97266024,11.29729115
The mason mixed the soup.,AT,1.95,9.228671329,10.3913004,11.68032975,11.07856693
The mason mixed the cement.,T,6.65,9.228671329,9.854034669,11.57287661,11.07856693
The mechanic assembled the art.,AT,1.7,9.916897239,13.12833352,12.06992481,10.67929708
The mechanic assembled the bicycle.,T,4.5,9.916897239,7.95927596,11.03611329,10.67929708
The mechanic checked the groceries.,AT,2.3,9.916897239,6.423246964,10.66216357,10.77249798
The mechanic checked the tire.,T,6.7,9.916897239,10.34592726,11.44669963,10.77249798
The mechanic fixed the roof.,AT,2.1,9.916897239,10.11779216,11.858303,11.29729115
The mechanic fixed the tire.,T,6.45,9.916897239,10.34592726,11.90393003,11.29729115
The mechanic rented the boat.,AT,2.35,9.916897239,10.74300523,11.38279046,10.99420207
The mechanic rented the truck.,T,4.2,9.916897239,9.950514258,11.22429227,10.99420207
The mechanic spread the chocolate.,AT,1.65,9.916897239,8.721602345,11.58143275,9.775028986
The mechanic spread the coating.,T,3.65,9.916897239,7.654917048,11.36809569,9.775028986
The milkman carried the flag.,AT,2.6,6.516193076,11.29960847,11.17474086,11.10370833
The milkman carried the bottle.,T,6.7,6.516193076,9.750161533,10.86485147,11.10370833
The model faced the mountain.,AT,2.75,10.99867732,10.7345907,11.91851511,11.35589732
The model faced the camera.,T,6.9,10.99867732,9.579971027,11.68759118,11.35589732
The monkey grabbed the board.,AT,2.15,9.556762939,10.67885967,11.13856742,9.810549557
The monkey grabbed the banana.,T,6.15,9.556762939,8.32215107,10.6672257,9.810549557
The mother decorated the car.,AT,2.7,11.09895428,14.1218468,12.3006816,10.821916
The mother decorated the house.,T,6.45,11.09895428,11.98804101,11.87392044,10.821916
The mother held the flag.,AT,3.2,11.09895428,11.29960847,12.40774201,10.14651216
The mother held the child.,T,6.9,11.09895428,12.02586884,12.55299409,10.14651216
The mother hung the rifle.,AT,2.35,11.09895428,9.650013651,12.13261943,10.42049404
The mother hung the laundry.,T,5.8,11.09895428,8.080237416,11.81866418,10.42049404
The mother prepared the gun.,AT,3.05,11.09895428,11.56107733,12.2983921,11.27762077
The mother prepared the food.,T,6.4,11.09895428,10.95341717,12.17686007,11.27762077
The mother pushed the trash can.,AT,3.8,11.09895428,6.255750042,11.66957876,10.11585323
The mother pushed the stroller.,T,6.1,11.09895428,7.118826249,10.9202014,10.11585323
The mover moved the horse.,AT,2.85,9.3733092,11.65417326,11.83221185,11.72723007
The mover moved the furniture.,T,4.9,9.3733092,8.620110725,11.22539935,11.72723007
The musician entertained the demonstrator.,AT,4.2,8.565983356,7.244941546,10.60843527,10.10242038
The musician entertained the crowd.,T,6.4,8.565983356,9.76663637,11.11277423,10.10242038
The musician held the stone.,AT,1.6,8.565983356,11.02754014,11.84673416,10.14651216
The musician held the guitar.,T,6.55,8.565983356,9.016148643,11.44445586,10.14651216
The musician played the soccer.,AT,1.95,8.565983356,6.788971743,10.59986935,11.73117707
The musician played the song.,T,6.35,8.565983356,10.77048299,11.3961716,11.73117707
The musician read the menu.,AT,2.45,8.565983356,9.579141496,11.92139629,11.96822147
The musician read the music.,T,6.35,8.565983356,11.18587867,12.24274373,11.96822147
The musician touched the base.,AT,3.95,8.565983356,11.23893589,11.41442977,10.81977828
The musician touched the instrument.,T,6.4,8.565983356,10.83588783,11.33382016,10.81977828
The nanny heard the speech.,AT,3.2,7.560601163,10.59770916,11.5177929,9.937019036
The nanny heard the baby.,T,6.35,7.560601163,10.26042746,11.45033656,9.937019036
The nanny watched the landscape.,AT,4.05,7.560601163,9.180911561,10.68830503,10.8620712
The nanny watched the child.,T,6.35,7.560601163,12.02586884,11.25729649,10.8620712
The nurse handed the hose.,AT,2.35,10.09319841,9.08873755,11.39793369,12.66807245
The nurse handed the lancet.,T,5.8,10.09319841,8.249836485,11.23015348,12.66807245
The nurse pushed the mower.,AT,1.45,10.09319841,7.396948603,10.7746747,10.11585323
The nurse pushed the wheelchair.,T,5.9,10.09319841,7.474204806,10.79012594,10.11585323
The nurse washed the car.,AT,2.45,10.09319841,14.1218468,12.27328713,10.98351148
The nurse washed the infant.,T,6.45,10.09319841,10.84900694,11.61871915,10.98351148
The painter completed the race.,AT,2,8.823647949,11.15254366,11.80896205,11.21100923
The painter completed the painting.,T,6.35,8.823647949,9.599133946,11.49828011,11.21100923
The painter decorated the cake.,AT,2.6,8.823647949,9.267759863,10.87480294,10.821916
The painter decorated the wall.,T,6.6,8.823647949,11.37780424,11.29681182,10.821916
The painter mixed the drink.,AT,2.8,8.823647949,10.63859208,11.64878341,11.07856693
The painter mixed the paint.,T,6.35,8.823647949,10.79865679,11.68079635,11.07856693
The painter painted the toenail.,AT,2.45,8.823647949,7.449498005,10.72243943,10.79865679
The painter painted the picture.,T,6.7,8.823647949,10.56640746,11.34582132,10.79865679
The painter signed the agreement.,AT,3.65,8.823647949,10.65223499,11.56792383,12.54921544
The painter signed the paint.,T,5.9,8.823647949,10.79865679,11.59720819,12.54921544
The parent gave the gun.,AT,1.85,11.18546252,11.56107733,12.33160345,9.417842227
The parent gave the present.,T,5.7,11.18546252,11.76513061,12.3724141,9.417842227
The passenger bought the table.,AT,2.25,9.226607344,11.17589907,11.69020317,8.554874258
The passenger bought the ticket.,T,6.5,9.226607344,9.61480498,11.37798435,8.554874258
The passenger passed the ball.,AT,2.05,9.226607344,11.66416907,12.04859081,12.62649861
The passenger passed the check.,T,3.75,9.226607344,10.77249798,11.87025659,12.62649861
The passenger pulled the corpse.,AT,1.45,9.226607344,8.688116703,10.93877315,10.63067378
The passenger pulled the suitcase.,T,5.6,9.226607344,6.830874235,10.56732466,10.63067378
The patient fought the fire.,AT,1.95,11.11489267,11.95900775,12.20756936,8.470311206
The patient fought the cancer.,T,5.65,11.11489267,10.17355286,11.85047838,8.470311206
The patient reported the crime.,AT,2.25,11.11489267,10.56862099,12.38662699,11.76120641
The patient reported the symptom.,T,6.7,11.11489267,10.23931673,12.32076614,11.76120641
The philologist examined the camera.,AT,2.3,7.169350017,9.579971027,11.06262291,11.18005075
The philologist examined the book.,T,6.2,7.169350017,11.84813262,11.51625523,11.18005075
The photographer captured the thief.,AT,1.75,7.61085279,8.50167338,10.83423837,9.86562991
The photographer captured the image.,T,6.95,7.61085279,10.64732785,11.26336926,9.86562991
The photographer examined the dog.,AT,1.75,7.61085279,11.77820854,11.59057097,11.18005075
The photographer examined the camera.,T,6.7,7.61085279,9.579971027,11.15092346,11.18005075
The photographer prepared the food.,AT,2.7,7.61085279,10.95341717,11.47923977,11.27762077
The photographer prepared the camera.,T,6.4,7.61085279,9.579971027,11.20455054,11.27762077
The photographer used the stethoscope.,AT,1.75,7.61085279,7.104144093,11.01273619,12.22692374
The photographer used the camera.,T,6.65,7.61085279,9.579971027,11.50790157,12.22692374
The pilot began the performance.,AT,2.4,9.604811939,10.35891674,11.84536112,9.769441742
The pilot began the race.,T,4.8,9.604811939,11.15254366,12.0040865,9.769441742
The pilot started the concert.,AT,1.6,9.604811939,10.23257545,11.5997061,10.78373651
The pilot started the race.,T,2.95,9.604811939,11.15254366,11.78369974,10.78373651
The pilot won the lottery.,AT,2.8,9.604811939,7.518064181,11.67581173,11.76254735
The pilot won the race.,T,4.8,9.604811939,11.15254366,12.40270762,11.76254735
The player began the class.,AT,3.3,9.14889041,11.97610587,12.07761464,9.769441742
The player began the match.,T,5.7,9.14889041,10.35268242,11.75292995,9.769441742
The player enjoyed the beer.,AT,4.5,9.14889041,10.06479825,11.38901352,10.24110199
The player enjoyed the game.,T,6.65,9.14889041,10.84450992,11.54495586,10.24110199
The player gained the degree.,AT,3.2,9.14889041,10.37374115,11.38617689,10.84292824
The player gained the ball.,T,5.45,9.14889041,11.66416907,11.64426247,10.84292824
The player gathered the grass.,AT,2.4,9.14889041,10.59149656,11.39666892,9.968807019
The player gathered the ball.,T,5.55,9.14889041,11.66416907,11.61120342,9.968807019
The player passed the exam.,AT,4.45,9.14889041,11.87335137,12.07488388,12.62649861
The player passed the ball.,T,6.4,9.14889041,11.66416907,12.03304742,12.62649861
The player reached the moon.,AT,1.6,9.14889041,11.04389736,11.81863042,10.51251916
The player reached the goal.,T,6.45,9.14889041,10.40435375,11.6907217,10.51251916
The player touched the flower.,AT,1.7,9.14889041,10.85738231,11.45470047,10.81977828
The player touched the base.,T,5.5,9.14889041,11.23893589,11.53101118,10.81977828
The poet wrote the menu.,AT,1.75,11.49556565,9.579141496,12.08048524,9.834083882
The poet wrote the sonet.,T,5.8,11.49556565,8.397959103,11.84424876,9.834083882
The policeman captured the image.,AT,2.9,7.235619141,10.64732785,11.18832253,9.86562991
The policeman captured the thief.,T,6.8,7.235619141,8.50167338,10.75919164,9.86562991
The policeman checked the groceries.,AT,2,7.235619141,6.423246964,10.12590795,10.77249798
The policeman checked the bag.,T,5.55,7.235619141,11.16632814,11.07452418,10.77249798
The policeman examined the patient.,AT,2,7.235619141,11.11489267,11.38286106,11.18005075
The policeman examined the car.,T,5.95,7.235619141,14.1218468,11.98425189,11.18005075
The policeman fought the obesity.,AT,2.35,7.235619141,7.913886715,10.62269044,8.470311206
The policeman fought the crime.,T,6.4,7.235619141,10.56862099,11.1536373,8.470311206
The policeman hit the ball.,AT,2.7,7.235619141,11.66416907,11.96434546,11.42830396
The policeman hit the demonstrator.,T,4.75,7.235619141,7.244941546,11.08049996,11.42830396
The policeman pushed the stroller.,AT,2.6,7.235619141,7.118826249,10.14753437,10.11585323
The policeman pushed the demonstrator.,T,4.6,7.235619141,7.244941546,10.17275743,10.11585323
The politician signed the paint.,AT,2.25,9.026537719,10.79865679,11.63778614,12.54921544
The politician signed the agreement.,T,6.35,9.026537719,10.65223499,11.60850178,12.54921544
The porter carried the flag.,AT,2.65,9.528139343,11.29960847,11.77713011,11.10370833
The porter carried the bag.,T,5.1,9.528139343,11.16632814,11.75047405,11.10370833
The porter loaded the file.,AT,2.8,9.528139343,10.83334583,11.43749791,10.34380487
The porter loaded the luggage.,T,6.5,9.528139343,7.666221926,10.80407313,10.34380487
The porter stacked the wood.,AT,4,9.528139343,11.84889043,11.43538804,9.216918687
The porter stacked the suitcase.,T,5.5,9.528139343,6.830874235,10.4317848,9.216918687
The postman delivered the punch.,AT,2.7,7.431891917,9.805378459,11.12176907,10.93686775
The postman delivered the mail.,T,6.55,7.431891917,10.62762455,11.28621829,10.93686775
The president delivered the kick.,AT,2.9,10.20916916,9.792779431,11.67470472,10.93686775
The president delivered the speech.,T,6.8,10.20916916,10.59770916,11.83569066,10.93686775
The president gave the book.,AT,3.75,10.20916916,11.84813262,12.19375583,9.417842227
The president gave the speech.,T,6.8,10.20916916,10.59770916,11.94367114,9.417842227
The president promised the bicycle.,AT,2.25,10.20916916,7.95927596,11.22513234,11.13801381
The president promised the reform.,T,6.2,10.20916916,11.20682141,11.87464143,11.13801381
The president visited the grandmother.,AT,4.45,10.20916916,8.245121966,11.14005229,11.10019402
The president visited the school.,T,4.25,10.20916916,11.78379194,11.84778628,11.10019402
The priest celebrated the graduation.,AT,3.85,10.61221276,7.715123604,11.13876154,11.0421055
The priest celebrated the marriage.,T,6.5,10.61221276,10.56516987,11.70877079,11.0421055
The priest promised the promotion.,AT,2.2,10.61221276,9.064967719,11.52687941,11.13801381
The priest promised the salvation.,T,6.05,10.61221276,9.648014489,11.64348877,11.13801381
The priest taught the chemistry.,AT,1.85,10.61221276,8.349957272,11.49184888,9.003439196
The priest taught the bible.,T,6.8,10.61221276,7.747164967,11.37129042,9.003439196
The producer released the prisoner.,AT,1.6,9.543521484,9.916798567,11.60498371,10.38393644
The producer released the film.,T,6.3,9.543521484,10.5457361,11.73077122,10.38393644
The professor delivered the kick.,AT,1.65,9.619797501,9.792779431,11.55683038,10.93686775
The professor delivered the lecture.,T,6.6,9.619797501,9.701922012,11.5386589,10.93686775
The professor donated the organ.,AT,2.35,9.619797501,12.38694315,11.50476468,10.01735181
The professor donated the book.,T,4.8,9.619797501,11.84813262,11.39700257,10.01735181
The professor opened the jail.,AT,1.2,9.619797501,9.992276515,11.58704565,11.4584904
The professor opened the congress.,T,3,9.619797501,9.638740451,11.51633844,11.4584904
The professor taught the karate.,AT,3.25,9.619797501,7.054449658,11.0342643,9.003439196
The professor taught the language.,T,6,9.619797501,10.783301,11.78003457,9.003439196
The professor wore the goggles.,AT,4.7,9.619797501,6.308098442,10.77076396,8.432288684
The professor wore the tie.,T,5.95,9.619797501,11.81357065,11.8718584,8.432288684
The professor wrote the magazine.,AT,3.6,9.619797501,9.456887901,11.68088089,9.834083882
The professor wrote the book.,T,5.5,9.619797501,11.84813262,12.15912983,9.834083882
The programmer described the monument.,AT,2.95,7.120444372,9.927252906,11.39780641,10.99613207
The programmer described the software.,T,5.55,7.120444372,8.160232492,11.04440232,10.99613207
The programmer loaded the ammunition.,AT,1.75,7.120444372,8.648572269,10.5190042,10.34380487
The programmer loaded the file.,T,6.65,7.120444372,10.83334583,10.95595891,10.34380487
The programmer used the shovel.,AT,3.15,7.120444372,9.389573832,11.37174045,12.22692374
The programmer used the computer.,T,7,7.120444372,10.01681624,11.49718893,12.22692374
The pupil drew the turbine.,AT,2.95,10.37283472,8.349011198,11.34011284,8.485083137
The pupil drew the flower.,T,4.85,10.37283472,10.85738231,11.84178706,8.485083137
The pusher sold the chocolate.,AT,3,7.231287004,8.721602345,11.3702259,11.40460502
The pusher sold the drug.,T,5.85,7.231287004,10.77138604,11.78018264,11.40460502
The pyromaniac started the computer.,AT,1.8,6.612041035,10.01681624,10.95800008,10.78373651
The pyromaniac started the fire.,T,6.2,6.612041035,11.95900775,11.34643838,10.78373651
The receiver caught the wave.,AT,2.05,9.0205107,10.86626103,11.51487198,8.193953024
The receiver caught the baseball.,T,4.75,9.0205107,8.059908335,10.95360144,8.193953024
The referee moved the furniture.,AT,1.7,8.114922974,8.620110725,10.9737221,11.72723007
The referee moved the ball.,T,5.05,8.114922974,11.66416907,11.58253377,11.72723007
The refugee found the doll.,AT,3.15,8.846640813,11.01812082,12.18356673,11.55943684
The refugee found the shelter.,T,6,8.846640813,9.382022194,11.856347,11.55943684
The reporter brought the cake.,AT,1.85,8.450839691,9.267759863,11.32357903,9.405660415
The reporter brought the news.,T,6.8,8.450839691,11.44408972,11.758845,9.405660415
The reporter held the knife.,AT,1.85,8.450839691,9.549024446,11.52800229,10.14651216
The reporter held the camera.,T,4.5,8.450839691,9.579971027,11.53419161,10.14651216
The roofer climbed the rock.,AT,2.15,6.679599186,11.25896182,10.77238313,9.345657669
The roofer climbed the ladder.,T,6.6,6.679599186,8.829079953,10.28640675,9.345657669
The sailor faced the wall.,AT,2.1,9.165238398,11.37780424,11.68047004,11.35589732
The sailor faced the ocean.,T,6.75,9.165238398,10.28051889,11.46101297,11.35589732
The sailor mopped the classroom.,AT,3.2,9.165238398,8.867850063,10.76769169,10.06168717
The sailor mopped the deck.,T,4.6,9.165238398,10.0384991,11.00182149,10.06168717
The sailor tied the necktie.,AT,3.5,9.165238398,7.478734826,10.90283185,11.81357065
The sailor tied the rope.,T,6.25,9.165238398,10.07006075,11.42109703,11.81357065
The salesperson sent the gun.,AT,2.3,6.88550967,11.56107733,12.03318027,12.22567918
The salesperson sent the questionnaire.,T,3.45,6.88550967,7.928766322,11.30671806,12.22567918
The scientist reported the marriage.,AT,1.65,9.106312302,10.56516987,11.9842207,11.76120641
The scientist reported the finding.,T,6.4,9.106312302,9.813289285,11.83384458,11.76120641
The scoutmaster assembled the sailboat.,AT,4.25,6.510258341,7.326465614,10.22822345,10.67929708
The scoutmaster assembled the tent.,T,4.7,6.510258341,11.56777343,11.07648501,10.67929708
The sculptor carved the meat.,AT,2.45,8.211754397,10.51006871,11.12467652,9.819290394
The sculptor carved the stone.,T,5.55,8.211754397,11.02754014,11.2281708,9.819290394
The sculptor taught the skydiving.,AT,1.15,8.211754397,5.272999559,10.39636566,9.003439196
The sculptor taught the art.,T,5.85,8.211754397,13.12833352,11.96743245,9.003439196
The secretary wrote the sonet.,AT,3.55,9.464672465,8.397959103,11.43807012,9.834083882
The secretary wrote the note.,T,6.45,9.464672465,11.40886411,12.04025112,9.834083882
The sergeant assigned the homework.,AT,2.3,8.38526052,7.428927195,10.76116665,10.88986389
The sergeant assigned the mission.,T,6.6,8.38526052,10.88781069,11.45294335,10.88986389
The singer began the race.,AT,3.4,8.385716829,11.15254366,11.76026748,9.769441742
The singer began the performance.,T,6.5,8.385716829,10.35891674,11.60154209,9.769441742
The singer held the sword.,AT,1.5,8.385716829,10.49307814,11.70378846,10.14651216
The singer held the microphone.,T,6.55,8.385716829,6.775366091,10.96024605,10.14651216
The singer performed the trick.,AT,2,8.385716829,10.13440084,11.51944834,11.25307903
The singer performed the music.,T,6.7,8.385716829,11.18587867,11.72974391,11.25307903
The singer recorded the recipe.,AT,1.65,8.385716829,8.893298144,11.26981818,11.39285732
The singer recorded the song.,T,6.8,8.385716829,10.77048299,11.64525515,11.39285732
The singer started the videogame.,AT,3.2,8.385716829,5.774551546,10.4642823,10.78373651
The singer started the concert.,T,5.4,8.385716829,10.23257545,11.35588708,10.78373651
The skater rode the bus.,AT,3.9,7.075808864,12.36680022,11.74514458,9.789478636
The skater rode the skates.,T,6.25,7.075808864,6.469250317,10.56563459,9.789478636
The skier gained the ball.,AT,2.05,7.122866659,11.66416907,11.23905772,10.84292824
The skier gained the speed.,T,6.75,7.122866659,10.47460833,11.00114557,10.84292824
The skipper assembled the bicycle.,AT,2.15,7.912056888,7.95927596,10.63514522,10.67929708
The skipper assembled the sailboat.,T,3.8,7.912056888,7.326465614,10.50858316,10.67929708
The smuggler sold the flower.,AT,2.4,7.401841579,10.85738231,11.83149281,11.40460502
The smuggler sold the weapon.,T,6.5,7.401841579,10.07752489,11.67552133,11.40460502
The snowboarder flipped the bike.,AT,3.45,5.18178355,8.190354404,9.841930709,9.6164053
The snowboarder flipped the board.,T,6.6,5.18178355,10.67885967,10.33963176,9.6164053
The soldier carried the ball.,AT,1.7,10.53228286,11.66416907,12.05087094,11.10370833
The soldier carried the rifle.,T,7,10.53228286,9.650013651,11.64803985,11.10370833
The soldier celebrated the graduation.,AT,3.9,10.53228286,7.715123604,11.12277556,11.0421055
The soldier celebrated the victory.,T,5.2,10.53228286,9.7179408,11.523339,11.0421055
The soldier checked the burner.,AT,2.2,10.53228286,7.349230825,10.97043746,10.77249798
The soldier checked the rifle.,T,6.85,10.53228286,9.650013651,11.43059403,10.77249798
The soldier crossed the stage.,AT,2.45,10.53228286,10.89484865,11.71024559,12.05761324
The soldier crossed the river.,T,4.5,10.53228286,11.04236168,11.73974819,12.05761324
The soldier dug the pool.,AT,2.5,10.53228286,9.500918248,11.81166353,9.531481398
The soldier dug the trench.,T,5.15,10.53228286,9.65956715,11.84339331,9.531481398
The soldier fought the cancer.,AT,3.1,10.53228286,10.17355286,11.73395642,8.470311206
The soldier fought the enemy.,T,5.95,10.53228286,10.08058717,11.71536328,8.470311206
The soldier gathered the ball.,AT,1.75,10.53228286,11.66416907,11.88788191,9.968807019
The soldier gathered the ammunition.,T,6.25,10.53228286,8.648572269,11.28476255,9.968807019
The soldier gathered the grass.,AT,2.75,10.53228286,10.59149656,11.67334741,9.968807019
The soldier gathered the flag.,T,4.7,10.53228286,11.29960847,11.81496979,9.968807019
The soldier heard the poem.,AT,3.1,10.53228286,10.28284822,12.04915705,9.937019036
The soldier heard the command.,T,6.1,10.53228286,11.30607348,12.25380211,9.937019036
The soldier held the comb.,AT,3.65,10.53228286,11.87337229,12.40916049,10.14651216
The soldier held the flag.,T,5.2,10.53228286,11.29960847,12.29440773,10.14651216
The soldier hung the picture.,AT,3.2,10.53228286,10.56640746,12.2025639,10.42049404
The soldier hung the rifle.,T,5.8,10.53228286,9.650013651,12.01928514,10.42049404
The soldier reached the supermarket.,AT,3,10.53228286,6.65544035,11.21761751,10.51251916
The soldier reached the trench.,T,6.25,10.53228286,9.65956715,11.81844287,10.51251916
The soldier released the film.,AT,1.9,10.53228286,10.5457361,11.92852349,10.38393644
The soldier released the prisoner.,T,4.3,10.53228286,9.916798567,11.80273599,10.38393644
The soldier threw the ball.,AT,2.3,10.53228286,11.66416907,11.94993588,8.059592329
The soldier threw the bomb.,T,5.55,10.53228286,10.99891143,11.81688436,8.059592329
The soldier used the brush.,AT,3.8,10.53228286,10.0387175,12.18393688,12.22692374
The soldier used the knife.,T,5.05,10.53228286,9.549024446,12.08599827,12.22692374
The soldier wore the jeans.,AT,3.85,10.53228286,7.012115294,11.0940644,8.432288684
The soldier wore the helmet.,T,6.5,10.53228286,8.539150359,11.39947141,8.432288684
The soldier wore the pajamas.,AT,3.5,10.53228286,6.37331979,10.9663053,8.432288684
The soldier wore the uniform.,T,6.9,10.53228286,10.19988157,11.73161765,8.432288684
The speaker entertained the dog.,AT,3.15,9.269646478,11.77820854,11.65582129,10.10242038
The speaker entertained the audience.,T,5.9,9.269646478,9.923094082,11.2847984,10.10242038
The spectator bought the car.,AT,2.8,9.04180337,14.1218468,12.24243192,8.554874258
The spectator bought the ticket.,T,6.45,9.04180337,9.61480498,11.34102355,8.554874258
The spectator enjoyed the breakfast.,AT,4.25,9.04180337,9.143773128,11.18339109,10.24110199
The spectator enjoyed the game.,T,6.05,9.04180337,10.84450992,11.52353845,10.24110199
The spectator heard the horn.,AT,4.75,9.04180337,10.91100742,11.876693,9.937019036
The spectator heard the speech.,T,4.4,9.04180337,10.59770916,11.81403334,9.937019036
The spectator watched the bird.,AT,5.25,9.04180337,10.93157008,11.33467718,10.8620712
The spectator watched the game.,T,6.6,9.04180337,10.84450992,11.31726515,10.8620712
The speleologist examined the book.,AT,3.65,5.953243334,11.84813262,11.27303389,11.18005075
The speleologist examined the cave.,T,6,5.953243334,10.89901451,11.08321027,11.18005075
The spy passed the frisbee.,AT,1.55,9.903837491,6.154858094,11.08217465,12.62649861
The spy passed the information.,T,6.35,9.903837491,10.53150937,11.9575049,12.62649861
The student began the match.,AT,3.5,10.78033035,10.35268242,12.07921793,9.769441742
The student began the trip.,T,3.5,10.78033035,11.77624312,12.36393007,9.769441742
The student celebrated the marriage.,AT,3.45,10.78033035,10.56516987,11.74239431,11.0421055
The student celebrated the graduation.,T,6.7,10.78033035,7.715123604,11.17238506,11.0421055
The student completed the marathon.,AT,3.65,10.78033035,7.601402335,11.49007026,11.21100923
The student completed the project.,T,5.9,10.78033035,10.99551152,12.1688921,11.21100923
The student drank the gasoline.,AT,1.6,10.78033035,8.364275085,11.27682176,7.74586823
